StateCode,GroupCode,State,Group,NonInstitutionalPopulation,LaborForceNumber,PercentOfPopulation,EmploymentNumber,EmploymentPercentOfPopulation,UnemploymentNumber,UnemploymentRate
02,16,Alaska,"Married men, spouse present",124    ,104    ,83.6    ,99    ,80.1    ,4    ,4.1    
02,17,Alaska,"Married women, spouse present",129    ,89    ,69.1    ,85    ,66.1    ,4    ,4.3    
02,18,Alaska,Women who maintain families,23    ,17    ,72.7    ,15    ,67.4    ,1    ,7.3    
02,19,Alaska,"Total, 16 to 19 years",40    ,21    ,51.9    ,17    ,42.2    ,4    ,18.7    
02,20,Alaska,"Total, 20 to 24 years",47    ,35    ,75.2    ,31    ,65.7    ,4    ,12.6    
02,21,Alaska,"Total, 25 to 34 years",78    ,65    ,83.2    ,61    ,78.5    ,4    ,5.6    
02,22,Alaska,"Total, 35 to 44 years",95    ,80    ,84.4    ,76    ,80.3    ,4    ,4.8    
02,23,Alaska,"Total, 45 to 54 years",105    ,88    ,84.1    ,84    ,80.1    ,4    ,4.7    
02,24,Alaska,"Total, 55 to 64 years",65    ,42    ,65.1    ,40    ,62.0    ,2    ,4.8    
02,25,Alaska,"Total, 65 years and over",44    ,10    ,21.9    ,9    ,20.2    ,1    ,7.9    
02,26,Alaska,"Men, 16 to 19 years",22    ,10    ,45.7    ,8    ,35.6    ,2    ,22.2    
02,27,Alaska,"Men, 20 to 24 years",22    ,18    ,79.3    ,15    ,67.2    ,3    ,15.4    
02,28,Alaska,"Men, 25 to 34 years",36    ,34    ,93.4    ,32    ,87.8    ,2    ,5.9    
02,29,Alaska,"Men, 35 to 44 years",48    ,44    ,92.1    ,41    ,87.2    ,2    ,5.4    
02,30,Alaska,"Men, 45 to 54 years",52    ,46    ,88.0    ,43    ,83.2    ,3    ,5.5    
02,31,Alaska,"Men, 55 to 64 years",36    ,25    ,70.6    ,24    ,66.7    ,1    ,5.5    
02,32,Alaska,"Men, 65 years and over",21    ,6    ,29.3    ,5    ,26.2    ,1    ,10.6    
02,33,Alaska,"Women, 16 to 19 years",18    ,11    ,59.4    ,9    ,50.2    ,2    ,15.5    
02,34,Alaska,"Women, 20 to 24 years",24    ,17    ,71.3    ,16    ,64.3    ,2    ,9.8    
02,35,Alaska,"Women, 25 to 34 years",42    ,31    ,74.3    ,29    ,70.3    ,2    ,5.4    
02,36,Alaska,"Women, 35 to 44 years",47    ,36    ,76.7    ,35    ,73.5    ,2    ,4.2    
02,37,Alaska,"Women, 45 to 54 years",53    ,43    ,80.2    ,41    ,77.2    ,2    ,3.7    
02,38,Alaska,"Women, 55 to 64 years",29    ,17    ,58.4    ,16    ,56.3    ,1    ,3.7    
02,39,Alaska,"Women, 65 years and over",23    ,4    ,15.3    ,3    ,14.8    ,( 3 ),3.3    
02,40,Alaska,"White, 16 to 19 years",26    ,14    ,54.2    ,12    ,46.6    ,2    ,13.9    
02,41,Alaska,"White, 20 to 24 years",32    ,24    ,74.9    ,21    ,66.3    ,3    ,11.5    
02,42,Alaska,"White, 25 to 34 years",58    ,49    ,84.5    ,47    ,80.1    ,3    ,5.3    
02,43,Alaska,"White, 35 to 44 years",72    ,61    ,85.5    ,59    ,82.5    ,2    ,3.5    
02,44,Alaska,"White, 45 to 54 years",85    ,73    ,86.0    ,70    ,82.5    ,3    ,4.1    
02,45,Alaska,"White, 55 to 64 years",55    ,37    ,67.6    ,36    ,64.6    ,2    ,4.5    
02,46,Alaska,"White, 65 years and over",35    ,8    ,23.1    ,8    ,22.0    ,( 3 ),4.8    
02,57,Alaska,"Asian, 35 to 44 years",6    ,5    ,80.8    ,5    ,77.6    ,( 3 ),4.0    
02,58,Alaska,"Asian, 45 to 54 years",5    ,4    ,77.3    ,4    ,76.3    ,( 3 ),1.3    
02,63,Alaska,"Hispanic or Latino ethnicity, 25 to 34 years",4    ,3    ,81.4    ,3    ,75.2    ,( 3 ),7.6    
02,64,Alaska,"Hispanic or Latino ethnicity, 35 to 44 years",5    ,4    ,89.1    ,4    ,83.0    ,( 3 ),6.9    
04,01,Arizona,Total,"4,433    ","2,832    ",63.9    ,"2,697    ",60.8    ,135    ,4.8    
04,02,Arizona,Men,"2,179    ","1,578    ",72.4    ,"1,506    ",69.1    ,72    ,4.6    
04,03,Arizona,Women,"2,254    ","1,254    ",55.6    ,"1,191    ",52.9    ,62    ,5.0    
04,04,Arizona,White,"3,946    ","2,509    ",63.6    ,"2,402    ",60.9    ,107    ,4.3    
04,05,Arizona,"White, men","1,955    ","1,414    ",72.3    ,"1,356    ",69.4    ,58    ,4.1    
04,06,Arizona,"White, women","1,991    ","1,096    ",55.0    ,"1,046    ",52.5    ,50    ,4.5    
04,07,Arizona,Black or African American,154    ,112    ,72.7    ,102    ,66.4    ,10    ,8.7    
04,08,Arizona,"Black or African American, men",73    ,56    ,75.9    ,49    ,67.4    ,6    ,11.3    
04,09,Arizona,"Black or African American, women",80    ,56    ,69.8    ,53    ,65.5    ,3    ,6.2    
04,10,Arizona,Asian,105    ,64    ,60.8    ,62    ,58.6    ,2    ,3.7    
04,13,Arizona,Hispanic or Latino ethnicity,"1,200    ",770    ,64.2    ,729    ,60.8    ,41    ,5.3    
04,14,Arizona,"Hispanic or Latino ethnicity, men",620    ,495    ,79.9    ,474    ,76.5    ,21    ,4.2    
04,15,Arizona,"Hispanic or Latino ethnicity, women",580    ,275    ,47.4    ,255    ,43.9    ,20    ,7.4    
04,16,Arizona,"Married men, spouse present","1,190    ",875    ,73.6    ,854    ,71.8    ,21    ,2.4    
04,17,Arizona,"Married women, spouse present","1,167    ",626    ,53.6    ,604    ,51.7    ,22    ,3.5    
04,18,Arizona,Women who maintain families,263    ,180    ,68.7    ,168    ,64.0    ,12    ,6.9    
04,19,Arizona,"Total, 16 to 19 years",312    ,142    ,45.7    ,121    ,38.9    ,21    ,14.8    
04,20,Arizona,"Total, 20 to 24 years",383    ,284    ,74.3    ,255    ,66.7    ,29    ,10.2    
04,21,Arizona,"Total, 25 to 34 years",882    ,715    ,81.1    ,687    ,77.9    ,28    ,3.9    
04,22,Arizona,"Total, 35 to 44 years",792    ,660    ,83.3    ,636    ,80.4    ,23    ,3.6    
04,23,Arizona,"Total, 45 to 54 years",765    ,604    ,79.0    ,588    ,76.8    ,16    ,2.7    
04,24,Arizona,"Total, 55 to 64 years",581    ,345    ,59.4    ,331    ,57.0    ,14    ,4.1    
04,25,Arizona,"Total, 65 years and over",719    ,82    ,11.4    ,80    ,11.1    ,3    ,3.2    
04,26,Arizona,"Men, 16 to 19 years",160    ,74    ,46.2    ,60    ,37.2    ,14    ,19.3    
04,27,Arizona,"Men, 20 to 24 years",185    ,151    ,82.0    ,133    ,72.1    ,18    ,12.0    
04,28,Arizona,"Men, 25 to 34 years",453    ,423    ,93.3    ,411    ,90.8    ,12    ,2.7    
04,29,Arizona,"Men, 35 to 44 years",407    ,377    ,92.6    ,365    ,89.7    ,12    ,3.1    
04,30,Arizona,"Men, 45 to 54 years",373    ,329    ,88.4    ,321    ,86.3    ,8    ,2.4    
04,31,Arizona,"Men, 55 to 64 years",272    ,177    ,64.9    ,170    ,62.4    ,7    ,3.8    
04,33,Arizona,"Women, 16 to 19 years",151    ,68    ,45.2    ,62    ,40.7    ,7    ,10.0    
04,34,Arizona,"Women, 20 to 24 years",198    ,133    ,67.1    ,122    ,61.7    ,11    ,8.1    
04,35,Arizona,"Women, 25 to 34 years",429    ,292    ,68.1    ,275    ,64.2    ,17    ,5.7    
04,36,Arizona,"Women, 35 to 44 years",384    ,283    ,73.5    ,271    ,70.5    ,12    ,4.1    
04,37,Arizona,"Women, 45 to 54 years",393    ,275    ,70.0    ,267    ,67.8    ,9    ,3.2    
04,38,Arizona,"Women, 55 to 64 years",309    ,168    ,54.5    ,161    ,52.1    ,7    ,4.3    
04,40,Arizona,"White, 16 to 19 years",263    ,125    ,47.4    ,108    ,40.8    ,17    ,13.9    
04,41,Arizona,"White, 20 to 24 years",317    ,243    ,76.5    ,222    ,69.8    ,21    ,8.7    
04,42,Arizona,"White, 25 to 34 years",764    ,617    ,80.8    ,593    ,77.6    ,24    ,3.9    
04,43,Arizona,"White, 35 to 44 years",698    ,582    ,83.3    ,562    ,80.4    ,20    ,3.5    
04,44,Arizona,"White, 45 to 54 years",687    ,546    ,79.4    ,533    ,77.6    ,13    ,2.3    
04,45,Arizona,"White, 55 to 64 years",540    ,320    ,59.4    ,310    ,57.5    ,10    ,3.2    
04,46,Arizona,"White, 65 years and over",676    ,76    ,11.3    ,75    ,11.1    ,1    ,1.9    
04,62,Arizona,"Hispanic or Latino ethnicity, 20 to 24 years",149    ,103    ,68.8    ,91    ,61.3    ,11    ,10.9    
04,63,Arizona,"Hispanic or Latino ethnicity, 25 to 34 years",333    ,252    ,75.7    ,241    ,72.3    ,11    ,4.5    
04,64,Arizona,"Hispanic or Latino ethnicity, 35 to 44 years",235    ,185    ,78.5    ,178    ,75.9    ,6    ,3.3    
04,65,Arizona,"Hispanic or Latino ethnicity, 45 to 54 years",177    ,135    ,76.3    ,132    ,74.6    ,3    ,2.2    
04,66,Arizona,"Hispanic or Latino ethnicity, 55 to 64 years",106    ,52    ,49.1    ,49    ,46.6    ,3    ,5.2    
05,01,Arkansas,Total,"2,132    ","1,371    ",64.3    ,"1,301    ",61.0    ,70    ,5.1    
05,02,Arkansas,Men,"1,025    ",734    ,71.6    ,697    ,68.0    ,37    ,5.1    
05,03,Arkansas,Women,"1,107    ",637    ,57.6    ,604    ,54.6    ,33    ,5.2    
05,04,Arkansas,White,"1,761    ","1,132    ",64.3    ,"1,084    ",61.6    ,48    ,4.3    
05,05,Arkansas,"White, men",856    ,620    ,72.5    ,592    ,69.2    ,28    ,4.5    
05,06,Arkansas,"White, women",905    ,512    ,56.6    ,492    ,54.3    ,20    ,4.0    
05,07,Arkansas,Black or African American,302    ,196    ,64.8    ,176    ,58.5    ,19    ,9.7    
05,08,Arkansas,"Black or African American, men",136    ,91    ,66.7    ,82    ,60.5    ,8    ,9.3    
05,09,Arkansas,"Black or African American, women",165    ,105    ,63.2    ,94    ,56.8    ,11    ,10.1    
05,13,Arkansas,Hispanic or Latino ethnicity,80    ,60    ,74.2    ,57    ,71.4    ,2    ,3.7    
05,14,Arkansas,"Hispanic or Latino ethnicity, men",49    ,42    ,86.9    ,41    ,85.0    ,1    ,2.2    
05,16,Arkansas,"Married men, spouse present",608    ,462    ,76.0    ,452    ,74.3    ,10    ,2.2    
05,17,Arkansas,"Married women, spouse present",593    ,368    ,62.1    ,356    ,60.1    ,12    ,3.2    
05,18,Arkansas,Women who maintain families,138    ,87    ,62.6    ,80    ,57.7    ,7    ,7.8    
05,19,Arkansas,"Total, 16 to 19 years",150    ,64    ,43.0    ,49    ,32.9    ,15    ,23.5    
05,20,Arkansas,"Total, 20 to 24 years",188    ,145    ,77.1    ,132    ,70.2    ,13    ,8.8    
05,21,Arkansas,"Total, 25 to 34 years",358    ,298    ,83.1    ,283    ,79.0    ,15    ,4.9    
05,22,Arkansas,"Total, 35 to 44 years",386    ,320    ,82.8    ,309    ,80.0    ,11    ,3.4    
05,23,Arkansas,"Total, 45 to 54 years",389    ,319    ,82.0    ,309    ,79.5    ,10    ,3.0    
05,24,Arkansas,"Total, 55 to 64 years",297    ,166    ,55.7    ,159    ,53.7    ,6    ,3.7    
05,25,Arkansas,"Total, 65 years and over",364    ,60    ,16.4    ,59    ,16.2    ,1    ,1.2    
05,26,Arkansas,"Men, 16 to 19 years",76    ,31    ,40.4    ,23    ,30.0    ,8    ,25.8    
05,27,Arkansas,"Men, 20 to 24 years",92    ,78    ,84.8    ,71    ,77.0    ,7    ,9.2    
05,28,Arkansas,"Men, 25 to 34 years",182    ,164    ,90.2    ,158    ,87.1    ,6    ,3.5    
05,29,Arkansas,"Men, 35 to 44 years",188    ,175    ,92.7    ,168    ,89.3    ,6    ,3.7    
05,30,Arkansas,"Men, 45 to 54 years",198    ,170    ,85.4    ,164    ,82.6    ,6    ,3.3    
05,31,Arkansas,"Men, 55 to 64 years",138    ,84    ,60.9    ,80    ,58.1    ,4    ,4.7    
05,32,Arkansas,"Men, 65 years and over",152    ,34    ,22.2    ,33    ,21.9    ,( 3 ),1.2    
05,33,Arkansas,"Women, 16 to 19 years",74    ,34    ,45.6    ,27    ,35.9    ,7    ,21.4    
05,34,Arkansas,"Women, 20 to 24 years",97    ,67    ,69.7    ,62    ,63.8    ,6    ,8.5    
05,35,Arkansas,"Women, 25 to 34 years",176    ,134    ,75.8    ,125    ,70.7    ,9    ,6.7    
05,36,Arkansas,"Women, 35 to 44 years",198    ,145    ,73.4    ,141    ,71.1    ,5    ,3.1    
05,37,Arkansas,"Women, 45 to 54 years",190    ,149    ,78.4    ,145    ,76.3    ,4    ,2.7    
05,38,Arkansas,"Women, 55 to 64 years",160    ,82    ,51.3    ,80    ,49.9    ,2    ,2.8    
05,40,Arkansas,"White, 16 to 19 years",118    ,52    ,44.0    ,42    ,35.9    ,10    ,18.4    
05,41,Arkansas,"White, 20 to 24 years",144    ,112    ,77.8    ,104    ,72.3    ,8    ,7.2    
05,42,Arkansas,"White, 25 to 34 years",284    ,238    ,83.8    ,230    ,80.7    ,9    ,3.7    
05,43,Arkansas,"White, 35 to 44 years",314    ,261    ,83.0    ,252    ,80.2    ,9    ,3.4    
05,44,Arkansas,"White, 45 to 54 years",325    ,269    ,82.6    ,261    ,80.3    ,7    ,2.7    
05,45,Arkansas,"White, 55 to 64 years",250    ,145    ,58.0    ,140    ,56.0    ,5    ,3.4    
05,46,Arkansas,"White, 65 years and over",325    ,55    ,17.0    ,54    ,16.8    ,1    ,1.3    
05,49,Arkansas,"Black or African American, 25 to 34 years",59    ,48    ,81.5    ,43    ,72.5    ,5    ,11.1    
05,50,Arkansas,"Black or African American, 35 to 44 years",58    ,50    ,85.3    ,48    ,81.8    ,2    ,4.1    
05,51,Arkansas,"Black or African American, 45 to 54 years",53    ,41    ,78.2    ,40    ,75.5    ,1    ,3.5    
06,01,California,Total,"26,935    ","17,666    ",65.6    ,"16,724    ",62.1    ,942    ,5.3    
06,02,California,Men,"13,214    ","9,824    ",74.4    ,"9,309    ",70.4    ,516    ,5.2    
06,03,California,Women,"13,722    ","7,842    ",57.1    ,"7,415    ",54.0    ,427    ,5.4    
06,04,California,White,"20,906    ","13,756    ",65.8    ,"13,076    ",62.5    ,680    ,4.9    
06,05,California,"White, men","10,350    ","7,796    ",75.3    ,"7,428    ",71.8    ,368    ,4.7    
06,06,California,"White, women","10,556    ","5,960    ",56.5    ,"5,648    ",53.5    ,313    ,5.2    
06,07,California,Black or African American,"1,710    ","1,076    ",62.9    ,957    ,55.9    ,119    ,11.1    
06,08,California,"Black or African American, men",789    ,524    ,66.5    ,455    ,57.7    ,69    ,13.2    
06,09,California,"Black or African American, women",922    ,551    ,59.8    ,501    ,54.4    ,50    ,9.1    
06,10,California,Asian,"3,404    ","2,192    ",64.4    ,"2,095    ",61.5    ,98    ,4.4    
06,11,California,"Asian, men","1,624    ","1,163    ",71.6    ,"1,108    ",68.2    ,54    ,4.7    
06,12,California,"Asian, women","1,781    ","1,030    ",57.8    ,987    ,55.4    ,43    ,4.2    
06,13,California,Hispanic or Latino ethnicity,"8,409    ","5,685    ",67.6    ,"5,319    ",63.3    ,366    ,6.4    
06,14,California,"Hispanic or Latino ethnicity, men","4,297    ","3,440    ",80.1    ,"3,248    ",75.6    ,193    ,5.6    
06,15,California,"Hispanic or Latino ethnicity, women","4,112    ","2,245    ",54.6    ,"2,071    ",50.4    ,174    ,7.7    
06,16,California,"Married men, spouse present","6,986    ","5,512    ",78.9    ,"5,322    ",76.2    ,190    ,3.4    
06,17,California,"Married women, spouse present","6,764    ","3,805    ",56.3    ,"3,646    ",53.9    ,159    ,4.2    
06,18,California,Women who maintain families,"1,619    ","1,079    ",66.7    ,999    ,61.7    ,80    ,7.4    
06,19,California,"Total, 16 to 19 years","1,950    ",754    ,38.6    ,625    ,32.1    ,128    ,17.0    
06,20,California,"Total, 20 to 24 years","2,635    ","1,924    ",73.0    ,"1,773    ",67.3    ,151    ,7.8    
06,21,California,"Total, 25 to 34 years","5,077    ","4,059    ",80.0    ,"3,840    ",75.6    ,219    ,5.4    
06,22,California,"Total, 35 to 44 years","5,347    ","4,381    ",81.9    ,"4,193    ",78.4    ,188    ,4.3    
06,23,California,"Total, 45 to 54 years","4,821    ","3,835    ",79.5    ,"3,679    ",76.3    ,156    ,4.1    
06,24,California,"Total, 55 to 64 years","3,313    ","2,122    ",64.0    ,"2,045    ",61.7    ,77    ,3.6    
06,25,California,"Total, 65 years and over","3,791    ",591    ,15.6    ,568    ,15.0    ,23    ,3.9    
06,26,California,"Men, 16 to 19 years",992    ,377    ,38.0    ,303    ,30.5    ,75    ,19.8    
06,27,California,"Men, 20 to 24 years","1,355    ","1,057    ",78.0    ,971    ,71.6    ,86    ,8.2    
06,28,California,"Men, 25 to 34 years","2,602    ","2,360    ",90.7    ,"2,241    ",86.1    ,118    ,5.0    
06,29,California,"Men, 35 to 44 years","2,658    ","2,472    ",93.0    ,"2,375    ",89.4    ,97    ,3.9    
06,30,California,"Men, 45 to 54 years","2,362    ","2,073    ",87.8    ,"1,985    ",84.0    ,88    ,4.3    
06,31,California,"Men, 55 to 64 years","1,606    ","1,145    ",71.3    ,"1,106    ",68.9    ,38    ,3.4    
06,32,California,"Men, 65 years and over","1,638    ",340    ,20.8    ,328    ,20.0    ,12    ,3.5    
06,33,California,"Women, 16 to 19 years",958    ,377    ,39.3    ,323    ,33.7    ,54    ,14.3    
06,34,California,"Women, 20 to 24 years","1,280    ",867    ,67.8    ,803    ,62.7    ,65    ,7.5    
06,35,California,"Women, 25 to 34 years","2,475    ","1,699    ",68.7    ,"1,599    ",64.6    ,101    ,5.9    
06,36,California,"Women, 35 to 44 years","2,689    ","1,909    ",71.0    ,"1,818    ",67.6    ,91    ,4.8    
06,37,California,"Women, 45 to 54 years","2,459    ","1,762    ",71.7    ,"1,694    ",68.9    ,68    ,3.8    
06,38,California,"Women, 55 to 64 years","1,707    ",977    ,57.2    ,939    ,55.0    ,38    ,3.9    
06,39,California,"Women, 65 years and over","2,152    ",251    ,11.6    ,240    ,11.1    ,11    ,4.4    
06,40,California,"White, 16 to 19 years","1,499    ",618    ,41.2    ,522    ,34.8    ,96    ,15.6    
06,41,California,"White, 20 to 24 years","1,998    ","1,490    ",74.6    ,"1,390    ",69.6    ,99    ,6.7    
06,42,California,"White, 25 to 34 years","3,892    ","3,108    ",79.8    ,"2,951    ",75.8    ,157    ,5.0    
06,43,California,"White, 35 to 44 years","4,131    ","3,381    ",81.8    ,"3,240    ",78.4    ,141    ,4.2    
06,44,California,"White, 45 to 54 years","3,730    ","2,994    ",80.3    ,"2,881    ",77.2    ,114    ,3.8    
06,45,California,"White, 55 to 64 years","2,586    ","1,668    ",64.5    ,"1,612    ",62.3    ,56    ,3.3    
06,46,California,"White, 65 years and over","3,070    ",498    ,16.2    ,480    ,15.6    ,18    ,3.5    
06,48,California,"Black or African American, 20 to 24 years",182    ,132    ,72.3    ,110    ,60.5    ,22    ,16.3    
06,49,California,"Black or African American, 25 to 34 years",316    ,243    ,76.9    ,216    ,68.3    ,27    ,11.3    
06,50,California,"Black or African American, 35 to 44 years",354    ,294    ,82.8    ,267    ,75.3    ,27    ,9.2    
06,51,California,"Black or African American, 45 to 54 years",307    ,220    ,71.8    ,205    ,66.9    ,15    ,6.9    
06,52,California,"Black or African American, 55 to 64 years",202    ,108    ,53.5    ,101    ,50.1    ,7    ,6.3    
06,55,California,"Asian, 20 to 24 years",318    ,197    ,61.9    ,180    ,56.7    ,16    ,8.3    
06,56,California,"Asian, 25 to 34 years",675    ,547    ,81.1    ,523    ,77.4    ,25    ,4.5    
06,57,California,"Asian, 35 to 44 years",665    ,543    ,81.6    ,529    ,79.5    ,14    ,2.5    
06,58,California,"Asian, 45 to 54 years",657    ,519    ,79.0    ,498    ,75.7    ,21    ,4.1    
06,59,California,"Asian, 55 to 64 years",426    ,283    ,66.5    ,270    ,63.3    ,14    ,4.8    
06,61,California,"Hispanic or Latino ethnicity, 16 to 19 years",834    ,316    ,37.9    ,255    ,30.5    ,61    ,19.4    
06,62,California,"Hispanic or Latino ethnicity, 20 to 24 years","1,054    ",783    ,74.3    ,720    ,68.4    ,63    ,8.0    
06,63,California,"Hispanic or Latino ethnicity, 25 to 34 years","2,185    ","1,694    ",77.5    ,"1,595    ",73.0    ,99    ,5.8    
06,64,California,"Hispanic or Latino ethnicity, 35 to 44 years","1,878    ","1,517    ",80.8    ,"1,447    ",77.0    ,70    ,4.6    
06,65,California,"Hispanic or Latino ethnicity, 45 to 54 years","1,175    ",904    ,76.9    ,856    ,72.8    ,48    ,5.3    
06,66,California,"Hispanic or Latino ethnicity, 55 to 64 years",666    ,390    ,58.6    ,371    ,55.8    ,19    ,4.8    
06,67,California,"Hispanic or Latino ethnicity, 65 years and over",617    ,81    ,13.1    ,75    ,12.1    ,6    ,7.7    
08,01,Colorado,Total,"3,526    ","2,530    ",71.8    ,"2,406    ",68.2    ,124    ,4.9    
08,02,Colorado,Men,"1,747    ","1,387    ",79.4    ,"1,324    ",75.8    ,63    ,4.6    
08,03,Colorado,Women,"1,779    ","1,142    ",64.2    ,"1,082    ",60.8    ,61    ,5.3    
08,04,Colorado,White,"3,231    ","2,323    ",71.9    ,"2,216    ",68.6    ,107    ,4.6    
08,05,Colorado,"White, men","1,609    ","1,279    ",79.5    ,"1,224    ",76.0    ,55    ,4.3    
08,06,Colorado,"White, women","1,622    ","1,044    ",64.4    ,992    ,61.2    ,52    ,4.9    
08,07,Colorado,Black or African American,125    ,86    ,69.1    ,78    ,62.4    ,8    ,9.6    
08,08,Colorado,"Black or African American, men",61    ,49    ,79.2    ,45    ,72.7    ,4    ,8.2    
