StateCode	GroupCode	State	Group	NonInstitutionalPopulation	LaborForceNumber	PercentOfPopulation	EmploymentNumber	EmploymentPercentOfPopulation	UnemploymentNumber	UnemploymentRate
1	43	Alabama	"White, 35 to 44 years"	448	356	79.5	342	76.2	15	4.1
1	44	Alabama	"White, 45 to 54 years"	448	336	75.1	323	72.2	13	4
1	45	Alabama	"White, 55 to 64 years"	498	282	56.6	276	55.4	6	2.2
1	46	Alabama	"White, 65 years and over"	538	94	17.4	92	17	2	2.2
1	48	Alabama	"Black or African American, 20 to 24 years"	125	71	56.5	53	42.6	17	24.5
1	49	Alabama	"Black or African American, 25 to 34 years"	143	109	76.5	94	66	15	13.8
1	50	Alabama	"Black or African American, 35 to 44 years"	155	105	67.7	97	62.7	8	7.4
1	51	Alabama	"Black or African American, 45 to 54 years"	154	102	66.1	95	61.6	7	6.9
1	52	Alabama	"Black or African American, 55 to 64 years"	162	76	46.8	72	44.3	4	5.5
2	1	Alaska	Total	537	364	67.7	340	63.2	24	6.6
2	2	Alaska	Men	274	198	72.3	182	66.7	15	7.7
2	3	Alaska	Women	264	166	63	157	59.6	9	5.3
2	4	Alaska	White	404	276	68.4	261	64.6	15	5.5
2	5	Alaska	"White, men"	209	152	72.7	142	67.9	10	6.5
2	6	Alaska	"White, women"	195	125	63.9	119	61.1	5	4.3
2	10	Alaska	Asian	34	24	69.5	23	67.7	1	2.6
2	13	Alaska	Hispanic or Latino ethnicity	35	26	76.5	24	69.8	2	8.7
2	14	Alaska	"Hispanic or Latino ethnicity, men"	18	15	83.1	13	75	1	9.7
2	16	Alaska	"Married men, spouse present"	139	107	76.9	103	73.8	4	4
2	17	Alaska	"Married women, spouse present"	137	87	63.8	84	61.2	3	4
2	18	Alaska	Women who maintain families	28	21	74.7	19	70.5	1	5.6
2	19	Alaska	"Total, 16 to 19 years"	44	19	42.1	15	34.7	3	17.5
2	20	Alaska	"Total, 20 to 24 years"	52	38	73.5	34	66.1	4	10.1
2	21	Alaska	"Total, 25 to 34 years"	103	82	80.2	76	74.2	6	7.4
2	22	Alaska	"Total, 35 to 44 years"	81	67	82.9	65	79.7	3	3.8
2	23	Alaska	"Total, 45 to 54 years"	95	79	83	75	78.5	4	5.4
2	24	Alaska	"Total, 55 to 64 years"	93	62	67.2	59	63.5	3	5.6
2	25	Alaska	"Total, 65 years and over"	69	16	23	15	22.1	1	3.7
2	27	Alaska	"Men, 20 to 24 years"	26	21	78.5	19	70.6	2	10.1
2	28	Alaska	"Men, 25 to 34 years"	51	45	89.4	42	82.1	4	8.2
2	29	Alaska	"Men, 35 to 44 years"	40	35	85.7	33	81.4	2	5
2	30	Alaska	"Men, 45 to 54 years"	49	44	88.4	41	83	3	6.1
2	31	Alaska	"Men, 55 to 64 years"	48	34	70.4	32	65.9	2	6.5
2	34	Alaska	"Women, 20 to 24 years"	25	17	68.3	16	61.4	2	10.1
2	35	Alaska	"Women, 25 to 34 years"	52	37	71.1	35	66.6	2	6.4
2	36	Alaska	"Women, 35 to 44 years"	41	33	80.1	32	78	1	2.6
2	37	Alaska	"Women, 45 to 54 years"	46	36	77.2	34	73.7	2	4.5
2	38	Alaska	"Women, 55 to 64 years"	44	28	63.7	27	60.9	1	4.5
2	40	Alaska	"White, 16 to 19 years"	32	15	46.6	13	39.9	2	14.3
2	41	Alaska	"White, 20 to 24 years"	35	26	75.3	24	69.1	2	8.2
2	42	Alaska	"White, 25 to 34 years"	72	58	80.4	54	75.1	4	6.6
2	43	Alaska	"White, 35 to 44 years"	62	52	83.8	51	81.6	1	2.7
2	44	Alaska	"White, 45 to 54 years"	75	62	83.8	60	80.3	3	4.2
2	45	Alaska	"White, 55 to 64 years"	74	50	67.2	47	63.6	3	5.3
2	46	Alaska	"White, 65 years and over"	55	13	23.9	13	23.1	-3	3.4
4	1	Arizona	Total	"5,077"	"3,012"	59.3	"2,770"	54.6	242	8
4	2	Arizona	Men	"2,470"	"1,626"	65.8	"1,492"	60.4	134	8.2
4	3	Arizona	Women	"2,607"	"1,386"	53.2	"1,278"	49	109	7.8
4	4	Arizona	White	"4,321"	"2,582"	59.7	"2,396"	55.4	186	7.2
4	5	Arizona	"White, men"	"2,098"	"1,395"	66.5	"1,294"	61.7	101	7.2
4	6	Arizona	"White, women"	"2,223"	"1,187"	53.4	"1,101"	49.5	86	7.2
4	7	Arizona	Black or African American	238	138	58	117	49.1	21	15.3
4	8	Arizona	"Black or African American, men"	114	74	65	62	54.9	12	15.6
4	9	Arizona	"Black or African American, women"	124	64	51.6	55	43.8	10	15.1
4	10	Arizona	Asian	190	108	57	97	50.9	11	10.6
4	11	Arizona	"Asian, men"	77	54	69.9	47	60.7	7	13.2
4	12	Arizona	"Asian, women"	112	54	48.1	50	44.2	4	8
4	13	Arizona	Hispanic or Latino ethnicity	"1,532"	929	60.6	841	54.9	88	9.4
4	14	Arizona	"Hispanic or Latino ethnicity, men"	752	532	70.7	480	63.7	52	9.8
4	15	Arizona	"Hispanic or Latino ethnicity, women"	780	397	50.9	362	46.4	36	8.9
4	16	Arizona	"Married men, spouse present"	"1,273"	899	70.6	862	67.7	37	4.1
4	17	Arizona	"Married women, spouse present"	"1,271"	674	53	645	50.7	29	4.3
4	18	Arizona	Women who maintain families	287	174	60.6	160	55.7	14	8.1
4	19	Arizona	"Total, 16 to 19 years"	348	110	31.7	78	22.4	32	29.4
4	20	Arizona	"Total, 20 to 24 years"	428	298	69.5	250	58.3	48	16.1
4	21	Arizona	"Total, 25 to 34 years"	869	669	77	620	71.4	48	7.2
4	22	Arizona	"Total, 35 to 44 years"	832	656	78.9	622	74.8	34	5.2
4	23	Arizona	"Total, 45 to 54 years"	875	653	74.7	611	69.8	42	6.5
4	24	Arizona	"Total, 55 to 64 years"	795	472	59.4	449	56.5	23	4.8
4	25	Arizona	"Total, 65 years and over"	930	154	16.6	140	15	14	9.3
4	26	Arizona	"Men, 16 to 19 years"	178	62	34.6	43	24.3	18	29.8
4	27	Arizona	"Men, 20 to 24 years"	214	162	75.7	134	62.4	28	17.5
4	28	Arizona	"Men, 25 to 34 years"	425	362	85.2	330	77.8	32	8.8
4	29	Arizona	"Men, 35 to 44 years"	422	374	88.8	359	85.2	15	4.1
4	30	Arizona	"Men, 45 to 54 years"	422	344	81.5	322	76.3	22	6.5
4	31	Arizona	"Men, 55 to 64 years"	368	236	64	226	61.4	10	4.1
4	32	Arizona	"Men, 65 years and over"	440	86	19.5	78	17.6	8	9.5
4	33	Arizona	"Women, 16 to 19 years"	169	49	28.7	35	20.4	14	28.9
4	34	Arizona	"Women, 20 to 24 years"	214	135	63.3	116	54.2	19	14.3
4	35	Arizona	"Women, 25 to 34 years"	444	307	69.1	290	65.3	17	5.5
4	36	Arizona	"Women, 35 to 44 years"	410	282	68.7	263	64.1	19	6.7
4	37	Arizona	"Women, 45 to 54 years"	453	309	68.3	289	63.9	20	6.5
4	38	Arizona	"Women, 55 to 64 years"	427	236	55.3	223	52.3	13	5.5
4	39	Arizona	"Women, 65 years and over"	490	68	13.9	62	12.7	6	9.1
4	40	Arizona	"White, 16 to 19 years"	262	92	35.1	66	25.2	26	28.1
4	41	Arizona	"White, 20 to 24 years"	328	240	73.2	201	61.2	39	16.3
4	42	Arizona	"White, 25 to 34 years"	748	577	77.2	544	72.7	33	5.8
4	43	Arizona	"White, 35 to 44 years"	712	564	79.2	538	75.6	26	4.6
4	44	Arizona	"White, 45 to 54 years"	729	551	75.6	517	70.8	35	6.3
4	45	Arizona	"White, 55 to 64 years"	699	415	59.3	401	57.4	14	3.3
4	46	Arizona	"White, 65 years and over"	843	142	16.9	129	15.3	14	9.5
4	50	Arizona	"Black or African American, 35 to 44 years"	46	36	78.7	32	69.6	4	11.6
4	51	Arizona	"Black or African American, 45 to 54 years"	46	33	72.6	32	68.6	2	5.4
4	61	Arizona	"Hispanic or Latino ethnicity, 16 to 19 years"	159	43	26.8	28	18	14	33
4	62	Arizona	"Hispanic or Latino ethnicity, 20 to 24 years"	172	124	71.8	98	57	25	20.5
4	63	Arizona	"Hispanic or Latino ethnicity, 25 to 34 years"	322	241	74.7	223	69.1	18	7.5
4	64	Arizona	"Hispanic or Latino ethnicity, 35 to 44 years"	330	252	76.4	239	72.3	13	5.3
4	65	Arizona	"Hispanic or Latino ethnicity, 45 to 54 years"	202	152	75.1	140	69.2	12	7.8
4	66	Arizona	"Hispanic or Latino ethnicity, 55 to 64 years"	177	90	51.1	88	49.8	2	2.7
5	1	Arkansas	Total	"2,276"	"1,306"	57.4	"1,204"	52.9	102	7.8
5	2	Arkansas	Men	"1,093"	696	63.7	642	58.7	55	7.9
5	3	Arkansas	Women	"1,183"	610	51.6	563	47.6	47	7.8
5	4	Arkansas	White	"1,842"	"1,063"	57.7	995	54	68	6.4
5	5	Arkansas	"White, men"	899	576	64.1	539	59.9	38	6.5
5	6	Arkansas	"White, women"	943	487	51.6	457	48.4	30	6.2
5	7	Arkansas	Black or African American	327	182	55.9	152	46.7	30	16.5
5	8	Arkansas	"Black or African American, men"	147	85	57.7	70	47.7	15	17.4
5	9	Arkansas	"Black or African American, women"	180	98	54.3	82	45.8	15	15.7
5	10	Arkansas	Asian	58	35	60.4	33	57.1	2	5.4
5	13	Arkansas	Hispanic or Latino ethnicity	133	89	67.1	82	61.7	7	8
5	14	Arkansas	"Hispanic or Latino ethnicity, men"	74	57	77.2	53	71.4	4	7.5
5	15	Arkansas	"Hispanic or Latino ethnicity, women"	59	32	54.4	29	49.6	3	8.9
5	16	Arkansas	"Married men, spouse present"	599	397	66.3	378	63.1	20	4.9
5	17	Arkansas	"Married women, spouse present"	587	314	53.5	299	51	14	4.6
5	18	Arkansas	Women who maintain families	177	102	57.5	91	51.4	11	10.6
5	19	Arkansas	"Total, 16 to 19 years"	150	49	32.8	34	22.4	16	31.6
5	20	Arkansas	"Total, 20 to 24 years"	209	147	70.1	124	59.1	23	15.6
5	21	Arkansas	"Total, 25 to 34 years"	372	288	77.2	270	72.5	18	6.1
5	22	Arkansas	"Total, 35 to 44 years"	352	273	77.5	259	73.6	14	5.1
5	23	Arkansas	"Total, 45 to 54 years"	408	302	74	285	69.8	17	5.7
5	24	Arkansas	"Total, 55 to 64 years"	341	185	54.2	175	51.3	10	5.5
5	25	Arkansas	"Total, 65 years and over"	444	64	14.4	59	13.3	5	7.4
5	26	Arkansas	"Men, 16 to 19 years"	82	26	31.9	18	21.3	9	33.3
5	27	Arkansas	"Men, 20 to 24 years"	98	77	78.5	65	66.1	12	15.9
5	28	Arkansas	"Men, 25 to 34 years"	184	167	90.6	157	85.3	10	5.9
5	29	Arkansas	"Men, 35 to 44 years"	168	146	87.2	139	82.8	7	5
5	30	Arkansas	"Men, 45 to 54 years"	199	151	76	143	71.8	8	5.5
5	31	Arkansas	"Men, 55 to 64 years"	159	96	60.5	91	57.2	5	5.5
5	32	Arkansas	"Men, 65 years and over"	203	32	16	29	14.5	3	9.2
5	34	Arkansas	"Women, 20 to 24 years"	111	70	62.6	59	53	11	15.4
5	35	Arkansas	"Women, 25 to 34 years"	188	121	64.1	113	60	8	6.4
5	36	Arkansas	"Women, 35 to 44 years"	184	126	68.7	120	65.1	7	5.2
5	37	Arkansas	"Women, 45 to 54 years"	209	151	72.1	142	67.8	9	6
5	38	Arkansas	"Women, 55 to 64 years"	181	88	48.7	84	46.1	5	5.4
5	39	Arkansas	"Women, 65 years and over"	241	31	13	30	12.3	2	5.6
5	40	Arkansas	"White, 16 to 19 years"	112	38	33.9	26	23.5	12	30.7
5	41	Arkansas	"White, 20 to 24 years"	158	112	71.3	103	65.3	10	8.5
5	42	Arkansas	"White, 25 to 34 years"	287	229	79.8	216	75.2	13	5.8
5	43	Arkansas	"White, 35 to 44 years"	269	210	78.2	202	75.1	8	4
5	44	Arkansas	"White, 45 to 54 years"	340	255	74.9	243	71.3	12	4.8
5	45	Arkansas	"White, 55 to 64 years"	281	159	56.6	151	53.7	8	5.1
5	46	Arkansas	"White, 65 years and over"	396	59	15	55	13.8	5	7.7
5	48	Arkansas	"Black or African American, 20 to 24 years"	43	30	69.2	17	39.9	13	42.4
5	49	Arkansas	"Black or African American, 25 to 34 years"	54	41	74.7	37	67.6	4	9.6
5	50	Arkansas	"Black or African American, 35 to 44 years"	54	40	73.5	36	65.7	4	10.7
5	51	Arkansas	"Black or African American, 45 to 54 years"	55	39	69.7	34	61.9	4	11.3
5	52	Arkansas	"Black or African American, 55 to 64 years"	53	23	43.6	21	40.2	2	7.8
5	63	Arkansas	"Hispanic or Latino ethnicity, 25 to 34 years"	35	25	72.3	24	68.4	1	5.3
6	1	California	Total	"29,683"	"18,657"	62.9	"17,001"	57.3	"1,657"	8.9
6	2	California	Men	"14,505"	"10,218"	70.4	"9,289"	64	929	9.1
6	3	California	Women	"15,178"	"8,439"	55.6	"7,711"	50.8	728	8.6
6	4	California	White	"22,037"	"13,888"	63	"12,695"	57.6	"1,194"	8.6
6	5	California	"White, men"	"10,911"	"7,751"	71	"7,082"	64.9	668	8.6
6	6	California	"White, women"	"11,126"	"6,138"	55.2	"5,612"	50.4	525	8.6
6	7	California	Black or African American	"1,887"	"1,052"	55.8	887	47	165	15.7
6	8	California	"Black or African American, men"	889	521	58.6	434	48.8	87	16.7
6	9	California	"Black or African American, women"	999	531	53.2	453	45.4	78	14.7
6	10	California	Asian	"4,309"	"2,781"	64.5	"2,601"	60.4	180	6.5
6	11	California	"Asian, men"	"1,986"	"1,424"	71.7	"1,323"	66.6	101	7.1
6	12	California	"Asian, women"	"2,324"	"1,357"	58.4	"1,277"	55	80	5.9
6	13	California	Hispanic or Latino ethnicity	"10,372"	"6,787"	65.4	"6,095"	58.8	692	10.2
6	14	California	"Hispanic or Latino ethnicity, men"	"5,245"	"3,991"	76.1	"3,605"	68.7	386	9.7
6	15	California	"Hispanic or Latino ethnicity, women"	"5,127"	"2,796"	54.5	"2,490"	48.6	306	10.9
6	16	California	"Married men, spouse present"	"7,234"	"5,520"	76.3	"5,205"	72	315	5.7
6	17	California	"Married women, spouse present"	"7,097"	"4,006"	56.5	"3,736"	52.6	270	6.7
6	18	California	Women who maintain families	"1,780"	"1,160"	65.1	"1,041"	58.5	119	10.2
6	19	California	"Total, 16 to 19 years"	"2,157"	577	26.8	405	18.8	172	29.8
6	20	California	"Total, 20 to 24 years"	"2,921"	"1,947"	66.7	"1,656"	56.7	291	14.9
6	21	California	"Total, 25 to 34 years"	"5,462"	"4,367"	80	"3,991"	73.1	376	8.6
6	22	California	"Total, 35 to 44 years"	"4,943"	"3,973"	80.4	"3,686"	74.6	287	7.2
6	23	California	"Total, 45 to 54 years"	"5,153"	"4,077"	79.1	"3,797"	73.7	280	6.9
6	24	California	"Total, 55 to 64 years"	"4,444"	"2,839"	63.9	"2,641"	59.4	198	7
6	25	California	"Total, 65 years and over"	"4,604"	878	19.1	825	17.9	53	6.1
6	26	California	"Men, 16 to 19 years"	"1,088"	290	26.7	191	17.6	99	34
6	27	California	"Men, 20 to 24 years"	"1,488"	"1,043"	70.1	877	58.9	166	16
6	28	California	"Men, 25 to 34 years"	"2,789"	"2,491"	89.3	"2,265"	81.2	227	9.1
6	29	California	"Men, 35 to 44 years"	"2,421"	"2,204"	91	"2,048"	84.6	156	7.1
6	30	California	"Men, 45 to 54 years"	"2,521"	"2,196"	87.1	"2,062"	81.8	134	6.1
6	31	California	"Men, 55 to 64 years"	"2,119"	"1,496"	70.6	"1,383"	65.3	113	7.5
6	32	California	"Men, 65 years and over"	"2,080"	498	23.9	463	22.3	34	6.9
6	33	California	"Women, 16 to 19 years"	"1,069"	287	26.9	214	20	73	25.6
6	34	California	"Women, 20 to 24 years"	"1,433"	904	63.1	779	54.4	125	13.8
6	35	California	"Women, 25 to 34 years"	"2,672"	"1,876"	70.2	"1,726"	64.6	149	8
6	36	California	"Women, 35 to 44 years"	"2,523"	"1,769"	70.1	"1,638"	65	131	7.4
6	37	California	"Women, 45 to 54 years"	"2,632"	"1,880"	71.4	"1,735"	65.9	146	7.7
6	38	California	"Women, 55 to 64 years"	"2,326"	"1,343"	57.7	"1,258"	54.1	85	6.3
6	39	California	"Women, 65 years and over"	"2,524"	380	15.1	361	14.3	19	5
6	40	California	"White, 16 to 19 years"	"1,576"	435	27.6	314	19.9	121	27.7
6	41	California	"White, 20 to 24 years"	"2,172"	"1,516"	69.8	"1,308"	60.2	208	13.7
6	42	California	"White, 25 to 34 years"	"3,929"	"3,141"	79.9	"2,886"	73.5	255	8.1
6	43	California	"White, 35 to 44 years"	"3,650"	"2,938"	80.5	"2,721"	74.6	216	7.4
6	44	California	"White, 45 to 54 years"	"3,799"	"3,024"	79.6	"2,823"	74.3	201	6.7
6	45	California	"White, 55 to 64 years"	"3,335"	"2,143"	64.3	"1,996"	59.8	148	6.9
6	46	California	"White, 65 years and over"	"3,577"	691	19.3	647	18.1	44	6.4
6	47	California	"Black or African American, 16 to 19 years"	162	43	26.4	23	14.1	20	46.5
6	48	California	"Black or African American, 20 to 24 years"	192	113	58.9	86	45	27	23.6
6	49	California	"Black or African American, 25 to 34 years"	367	267	72.8	219	59.5	49	18.3
6	50	California	"Black or African American, 35 to 44 years"	288	215	74.6	189	65.6	26	12.1
6	51	California	"Black or African American, 45 to 54 years"	341	228	66.7	198	58	30	13.1
6	52	California	"Black or African American, 55 to 64 years"	270	145	53.8	135	50.1	10	6.9
6	53	California	"Black or African American, 65 years and over"	268	42	15.7	37	14	4	10.7
6	54	California	"Asian, 16 to 19 years"	250	46	18.3	31	12.4	15	32.4
6	55	California	"Asian, 20 to 24 years"	351	188	53.7	161	45.9	27	14.5
6	56	California	"Asian, 25 to 34 years"	832	679	81.6	639	76.8	40	5.9
6	57	California	"Asian, 35 to 44 years"	763	639	83.7	609	79.8	30	4.6
6	58	California	"Asian, 45 to 54 years"	786	659	83.8	625	79.5	34	5.2
6	59	California	"Asian, 55 to 64 years"	675	451	66.8	421	62.4	30	6.6
6	60	California	"Asian, 65 years and over"	652	120	18.4	115	17.7	5	3.9
6	61	California	"Hispanic or Latino ethnicity, 16 to 19 years"	"1,045"	293	28	203	19.4	90	30.6
6	62	California	"Hispanic or Latino ethnicity, 20 to 24 years"	"1,319"	928	70.3	798	60.5	130	14
6	63	California	"Hispanic or Latino ethnicity, 25 to 34 years"	"2,373"	"1,872"	78.9	"1,700"	71.6	172	9.2
6	64	California	"Hispanic or Latino ethnicity, 35 to 44 years"	"2,033"	"1,590"	78.2	"1,463"	72	126	7.9
6	65	California	"Hispanic or Latino ethnicity, 45 to 54 years"	"1,674"	"1,296"	77.4	"1,191"	71.1	105	8.1
6	66	California	"Hispanic or Latino ethnicity, 55 to 64 years"	"1,082"	670	62	614	56.8	56	8.3
6	67	California	"Hispanic or Latino ethnicity, 65 years and over"	846	138	16.4	125	14.8	13	9.5
8	1	Colorado	Total	"4,063"	"2,765"	68.1	"2,583"	63.6	183	6.6
8	2	Colorado	Men	"2,004"	"1,493"	74.5	"1,390"	69.3	104	6.9
8	3	Colorado	Women	"2,059"	"1,272"	61.8	"1,193"	57.9	79	6.2
8	4	Colorado	White	"3,656"	"2,506"	68.6	"2,348"	64.2	158	6.3
8	5	Colorado	"White, men"	"1,805"	"1,352"	74.9	"1,261"	69.8	91	6.7
8	6	Colorado	"White, women"	"1,850"	"1,155"	62.4	"1,087"	58.8	68	5.9
8	7	Colorado	Black or African American	157	107	68	95	60.4	12	11.3
8	8	Colorado	"Black or African American, men"	79	55	69.3	50	62.7	5	9.5
8	9	Colorado	"Black or African American, women"	78	52	66.8	45	58	7	13.2
8	10	Colorado	Asian	118	72	61.1	71	59.6	2	2.5
8	11	Colorado	"Asian, men"	52	41	78.7	40	77.3	1	1.9
8	12	Colorado	"Asian, women"	67	32	47.4	31	45.8	1	3.3
8	13	Colorado	Hispanic or Latino ethnicity	742	503	67.8	453	61	50	9.9
8	14	Colorado	"Hispanic or Latino ethnicity, men"	377	283	75	255	67.6	28	9.9
8	15	Colorado	"Hispanic or Latino ethnicity, women"	365	220	60.3	198	54.3	22	10
8	16	Colorado	"Married men, spouse present"	"1,056"	831	78.7	799	75.7	32	3.9
8	17	Colorado	"Married women, spouse present"	"1,088"	665	61.1	632	58.1	33	5
8	18	Colorado	Women who maintain families	183	133	72.3	125	67.9	8	6.1
8	19	Colorado	"Total, 16 to 19 years"	293	114	39	90	30.6	25	21.7
8	20	Colorado	"Total, 20 to 24 years"	360	271	75.1	239	66.3	32	11.7
8	21	Colorado	"Total, 25 to 34 years"	733	619	84.5	579	79.1	40	6.4
8	22	Colorado	"Total, 35 to 44 years"	688	588	85.5	563	81.8	25	4.3
8	23	Colorado	"Total, 45 to 54 years"	718	603	84	578	80.5	25	4.2
8	24	Colorado	"Total, 55 to 64 years"	629	445	70.8	418	66.4	28	6.2
8	25	Colorado	"Total, 65 years and over"	642	125	19.4	116	18.1	8	6.6
8	26	Colorado	"Men, 16 to 19 years"	150	53	35.7	38	25.3	16	29.1
8	27	Colorado	"Men, 20 to 24 years"	180	142	78.6	123	68.3	18	13.1
8	28	Colorado	"Men, 25 to 34 years"	369	336	91.1	312	84.6	24	7.1
8	29	Colorado	"Men, 35 to 44 years"	351	332	94.6	318	90.7	13	4.1
8	30	Colorado	"Men, 45 to 54 years"	352	315	89.7	302	85.8	14	4.3
8	31	Colorado	"Men, 55 to 64 years"	312	241	77.1	226	72.2	15	6.4
8	32	Colorado	"Men, 65 years and over"	290	74	25.5	71	24.4	3	4.3
8	33	Colorado	"Women, 16 to 19 years"	144	61	42.5	52	36.1	9	15.2
8	34	Colorado	"Women, 20 to 24 years"	180	129	71.7	116	64.4	13	10.2
8	35	Colorado	"Women, 25 to 34 years"	364	283	77.7	267	73.4	16	5.6
8	36	Colorado	"Women, 35 to 44 years"	337	256	76	245	72.6	12	4.5
8	37	Colorado	"Women, 45 to 54 years"	366	288	78.6	276	75.4	12	4.1
8	38	Colorado	"Women, 55 to 64 years"	317	204	64.5	192	60.7	12	5.9
8	39	Colorado	"Women, 65 years and over"	351	51	14.4	46	13	5	9.9
8	40	Colorado	"White, 16 to 19 years"	247	100	40.4	82	33.3	18	17.6
8	41	Colorado	"White, 20 to 24 years"	314	240	76.5	211	67.3	29	12.1
8	42	Colorado	"White, 25 to 34 years"	639	541	84.6	507	79.3	34	6.2
8	43	Colorado	"White, 35 to 44 years"	617	530	86	509	82.5	21	4
8	44	Colorado	"White, 45 to 54 years"	664	562	84.6	538	81.1	23	4.1
8	45	Colorado	"White, 55 to 64 years"	576	416	72.1	390	67.6	26	6.2
8	46	Colorado	"White, 65 years and over"	598	118	19.7	110	18.4	8	6.4
8	49	Colorado	"Black or African American, 25 to 34 years"	33	28	83.3	25	74.1	3	11
8	50	Colorado	"Black or African American, 35 to 44 years"	32	29	89.2	27	84.2	2	5.6
8	56	Colorado	"Asian, 25 to 34 years"	29	24	82.2	23	81.1	-3	1.4
8	61	Colorado	"Hispanic or Latino ethnicity, 16 to 19 years"	78	30	39.1	22	28.3	8	27.6
8	62	Colorado	"Hispanic or Latino ethnicity, 20 to 24 years"	87	70	80.1	58	67.4	11	15.8
8	63	Colorado	"Hispanic or Latino ethnicity, 25 to 34 years"	178	144	80.7	132	74.1	12	8.1
8	64	Colorado	"Hispanic or Latino ethnicity, 35 to 44 years"	143	118	82	109	76	9	7.4
8	65	Colorado	"Hispanic or Latino ethnicity, 45 to 54 years"	106	84	78.7	80	75.5	3	4
8	66	Colorado	"Hispanic or Latino ethnicity, 55 to 64 years"	75	44	58.3	39	52	5	10.8
9	1	Connecticut	Total	"2,855"	"1,852"	64.9	"1,710"	59.9	142	7.7
9	2	Connecticut	Men	"1,368"	960	70.1	882	64.4	78	8.1
9	3	Connecticut	Women	"1,487"	893	60	828	55.7	64	7.2
9	4	Connecticut	White	"2,344"	"1,512"	64.5	"1,406"	60	106	7
9	5	Connecticut	"White, men"	"1,133"	793	70	735	64.9	58	7.3
9	6	Connecticut	"White, women"	"1,211"	719	59.4	671	55.4	48	6.7
9	7	Connecticut	Black or African American	299	194	64.8	168	56.2	26	13.3
9	8	Connecticut	"Black or African American, men"	136	88	64.6	74	54.5	14	15.6
9	9	Connecticut	"Black or African American, women"	163	106	65	94	57.6	12	11.4
9	10	Connecticut	Asian	162	109	67.2	104	64.1	5	4.6
9	11	Connecticut	"Asian, men"	76	60	79	57	75.1	3	4.9
9	12	Connecticut	"Asian, women"	86	49	56.6	47	54.3	2	4.2
9	13	Connecticut	Hispanic or Latino ethnicity	306	204	66.7	179	58.5	25	12.2
