StateCode	GroupCode	State	Group	NonInstitutionalPopulation	LaborForceNumber	PercentOfPopulation	EmploymentNumber	EmploymentPercentOfPopulation	UnemploymentNumber	UnemploymentRate
4	15	Arizona	"Hispanic origin, women"	460	249	54.2	228	49.5	22	8.7
4	19	Arizona	"Total, 16 to 19 years"	301	154	51.2	133	44.1	21	13.8
4	20	Arizona	"Total, 20 to 24 years"	364	287	78.9	268	73.7	19	6.5
4	21	Arizona	"Total, 25 to 34 years"	667	549	82.3	529	79.3	20	3.7
4	22	Arizona	"Total, 35 to 44 years"	736	613	83.2	593	80.6	20	3.2
4	23	Arizona	"Total, 45 to 54 years"	571	466	81.7	451	79.1	15	3.2
4	24	Arizona	"Total, 55 to 64 years"	397	228	57.4	221	55.8	6	2.8
4	25	Arizona	"Total, 65 years and over"	535	68	12.6	65	12.1	3	4.4
4	26	Arizona	"Men, 16 to 19 years"	150	80	53.5	69	45.7	12	14.5
4	27	Arizona	"Men, 20 to 24 years"	173	156	90.2	145	83.4	12	7.5
4	28	Arizona	"Men, 25 to 34 years"	320	296	92.4	289	90.2	7	2.4
4	29	Arizona	"Men, 35 to 44 years"	358	333	92.8	324	90.3	9	2.6
4	30	Arizona	"Men, 45 to 54 years"	285	254	89.1	248	86.9	6	2.4
4	31	Arizona	"Men, 55 to 64 years"	172	113	65.8	110	64	3	2.8
4	33	Arizona	"Women, 16 to 19 years"	151	74	48.9	64	42.5	10	13.1
4	34	Arizona	"Women, 20 to 24 years"	190	130	68.5	123	64.9	7	5.4
4	35	Arizona	"Women, 25 to 34 years"	347	253	73	240	69.2	13	5.2
4	36	Arizona	"Women, 35 to 44 years"	378	280	74.2	269	71.3	11	3.9
4	37	Arizona	"Women, 45 to 54 years"	286	212	74.3	204	71.3	9	4.1
4	38	Arizona	"Women, 55 to 64 years"	225	114	50.9	111	49.5	3	2.8
4	40	Arizona	"White, 16 to 19 years"	268	140	52.1	120	44.7	20	14.1
4	41	Arizona	"White, 20 to 24 years"	318	256	80.4	240	75.5	16	6.2
4	42	Arizona	"White, 25 to 34 years"	598	495	82.8	478	80	17	3.4
4	43	Arizona	"White, 35 to 44 years"	663	554	83.5	537	80.9	17	3.1
4	44	Arizona	"White, 45 to 54 years"	539	443	82.1	428	79.4	15	3.3
4	45	Arizona	"White, 55 to 64 years"	372	214	57.4	207	55.7	6	3
4	46	Arizona	"White, 65 years and over"	510	65	12.7	62	12.2	2	3.8
4	62	Arizona	"Hispanic origin, 20 to 24 years"	120	88	73.2	81	67.2	7	8.2
4	63	Arizona	"Hispanic origin, 25 to 34 years"	216	168	77.6	159	73.7	9	5.1
4	64	Arizona	"Hispanic origin, 35 to 44 years"	172	137	79.7	131	76.2	6	4.4
4	65	Arizona	"Hispanic origin, 45 to 54 years"	134	107	79.6	98	72.9	9	8.4
5	1	Arkansas	Total	"1,946"	"1,222"	62.8	"1,167"	60	55	4.5
5	2	Arkansas	Men	935	652	69.7	622	66.5	30	4.6
5	3	Arkansas	Women	"1,011"	570	56.4	546	54	25	4.3
5	4	Arkansas	White	"1,593"	"1,006"	63.1	971	61	34	3.4
5	5	Arkansas	"White, men"	769	547	71.1	527	68.5	20	3.6
5	6	Arkansas	"White, women"	824	459	55.7	444	53.9	14	3.1
5	7	Arkansas	Black	323	197	60.8	177	54.6	20	10.2
5	8	Arkansas	"Black, men"	150	94	62.4	84	55.7	10	10.7
5	9	Arkansas	"Black, women"	173	103	59.5	93	53.7	10	9.7
5	19	Arkansas	"Total, 16 to 19 years"	145	70	48.7	57	39.3	14	19.3
5	20	Arkansas	"Total, 20 to 24 years"	188	147	78.3	135	71.9	12	8.2
5	21	Arkansas	"Total, 25 to 34 years"	327	284	86.8	274	83.6	10	3.7
5	22	Arkansas	"Total, 35 to 44 years"	363	309	85.2	300	82.7	9	2.9
5	23	Arkansas	"Total, 45 to 54 years"	315	248	78.6	242	76.7	6	2.4
5	24	Arkansas	"Total, 55 to 64 years"	232	121	52.1	118	50.8	3	2.6
5	25	Arkansas	"Total, 65 years and over"	375	42	11.3	42	11.1	1	1.4
5	26	Arkansas	"Men, 16 to 19 years"	81	42	52.1	33	41.1	9	21.1
5	27	Arkansas	"Men, 20 to 24 years"	101	82	81.5	75	73.8	8	9.4
5	28	Arkansas	"Men, 25 to 34 years"	158	149	93.9	145	91.4	4	2.6
5	29	Arkansas	"Men, 35 to 44 years"	178	158	88.8	153	86.1	5	3
5	30	Arkansas	"Men, 45 to 54 years"	157	130	82.8	127	81.1	3	2.1
5	31	Arkansas	"Men, 55 to 64 years"	108	66	61.6	65	59.9	2	2.8
5	34	Arkansas	"Women, 20 to 24 years"	87	65	74.5	61	69.6	4	6.6
5	35	Arkansas	"Women, 25 to 34 years"	169	135	80.1	129	76.3	6	4.8
5	36	Arkansas	"Women, 35 to 44 years"	185	151	81.6	147	79.3	4	2.9
5	37	Arkansas	"Women, 45 to 54 years"	158	118	74.4	114	72.3	3	2.8
5	38	Arkansas	"Women, 55 to 64 years"	124	55	43.9	53	42.9	1	2.4
5	40	Arkansas	"White, 16 to 19 years"	106	56	53.1	48	45	9	15.2
5	41	Arkansas	"White, 20 to 24 years"	147	118	80.4	110	74.8	8	7
5	42	Arkansas	"White, 25 to 34 years"	261	228	87.1	223	85.2	5	2.2
5	43	Arkansas	"White, 35 to 44 years"	293	254	86.7	248	84.7	6	2.4
5	44	Arkansas	"White, 45 to 54 years"	254	202	79.5	198	78.2	3	1.6
5	45	Arkansas	"White, 55 to 64 years"	203	110	54.2	108	52.9	3	2.4
5	46	Arkansas	"White, 65 years and over"	329	38	11.4	37	11.3	-3	1.2
5	49	Arkansas	"Black, 25 to 34 years"	62	53	84.9	48	76.3	5	10.1
5	50	Arkansas	"Black, 35 to 44 years"	64	49	76.7	47	72.4	3	5.7
5	51	Arkansas	"Black, 45 to 54 years"	54	40	74.5	38	69.7	3	6.6
6	1	California	Total	"25,028"	"16,586"	66.3	"15,722"	62.8	864	5.2
6	2	California	Men	"12,176"	"9,115"	74.9	"8,654"	71.1	461	5.1
6	3	California	Women	"12,852"	"7,471"	58.1	"7,068"	55	404	5.4
6	4	California	White	"20,021"	"13,399"	66.9	"12,717"	63.5	683	5.1
6	5	California	"White, men"	"9,823"	"7,479"	76.1	"7,122"	72.5	358	4.8
6	6	California	"White, women"	"10,198"	"5,920"	58	"5,595"	54.9	325	5.5
6	7	California	Black	"1,683"	"1,056"	62.7	967	57.5	88	8.4
6	8	California	"Black, men"	785	518	66	472	60.2	46	8.9
6	9	California	"Black, women"	899	537	59.8	495	55.1	42	7.9
6	13	California	Hispanic origin	"6,694"	"4,563"	68.2	"4,244"	63.4	319	7
6	14	California	"Hispanic origin, men"	"3,353"	"2,716"	81	"2,554"	76.2	161	5.9
6	15	California	"Hispanic origin, women"	"3,341"	"1,847"	55.3	"1,690"	50.6	157	8.5
6	19	California	"Total, 16 to 19 years"	"1,941"	848	43.7	709	36.5	139	16.4
6	20	California	"Total, 20 to 24 years"	"2,311"	"1,726"	74.7	"1,587"	68.6	139	8.1
6	21	California	"Total, 25 to 34 years"	"5,098"	"4,097"	80.4	"3,901"	76.5	196	4.8
6	22	California	"Total, 35 to 44 years"	"5,595"	"4,634"	82.8	"4,437"	79.3	197	4.2
6	23	California	"Total, 45 to 54 years"	"4,144"	"3,362"	81.1	"3,240"	78.2	121	3.6
6	24	California	"Total, 55 to 64 years"	"2,442"	"1,498"	61.3	"1,446"	59.2	52	3.5
6	25	California	"Total, 65 years and over"	"3,495"	421	12.1	402	11.5	19	4.6
6	26	California	"Men, 16 to 19 years"	995	454	45.6	378	38	76	16.7
6	27	California	"Men, 20 to 24 years"	"1,160"	929	80.1	852	73.5	77	8.3
6	28	California	"Men, 25 to 34 years"	"2,537"	"2,332"	91.9	"2,229"	87.8	103	4.4
6	29	California	"Men, 35 to 44 years"	"2,743"	"2,529"	92.2	"2,434"	88.7	95	3.8
6	30	California	"Men, 45 to 54 years"	"2,020"	"1,793"	88.7	"1,726"	85.4	67	3.7
6	31	California	"Men, 55 to 64 years"	"1,207"	846	70.1	813	67.4	33	3.9
6	32	California	"Men, 65 years and over"	"1,514"	232	15.3	222	14.7	10	4.4
6	33	California	"Women, 16 to 19 years"	947	394	41.6	331	35	63	16
6	34	California	"Women, 20 to 24 years"	"1,151"	797	69.2	734	63.8	62	7.8
6	35	California	"Women, 25 to 34 years"	"2,561"	"1,766"	68.9	"1,672"	65.3	94	5.3
6	36	California	"Women, 35 to 44 years"	"2,853"	"2,105"	73.8	"2,003"	70.2	102	4.8
6	37	California	"Women, 45 to 54 years"	"2,124"	"1,569"	73.9	"1,515"	71.3	54	3.5
6	38	California	"Women, 55 to 64 years"	"1,235"	652	52.8	632	51.2	20	3
6	39	California	"Women, 65 years and over"	"1,982"	189	9.5	180	9.1	9	4.8
6	40	California	"White, 16 to 19 years"	"1,526"	723	47.4	613	40.2	110	15.3
6	41	California	"White, 20 to 24 years"	"1,862"	"1,435"	77.1	"1,327"	71.3	108	7.5
6	42	California	"White, 25 to 34 years"	"4,048"	"3,288"	81.2	"3,137"	77.5	151	4.6
6	43	California	"White, 35 to 44 years"	"4,403"	"3,683"	83.6	"3,525"	80.1	158	4.3
6	44	California	"White, 45 to 54 years"	"3,288"	"2,693"	81.9	"2,594"	78.9	98	3.6
6	45	California	"White, 55 to 64 years"	"1,965"	"1,218"	62	"1,176"	59.8	42	3.4
6	46	California	"White, 65 years and over"	"2,929"	360	12.3	344	11.7	16	4.5
6	48	California	"Black, 20 to 24 years"	141	96	67.8	82	58.4	13	13.9
6	49	California	"Black, 25 to 34 years"	342	270	78.8	244	71.4	25	9.4
6	50	California	"Black, 35 to 44 years"	404	317	78.5	298	73.6	20	6.2
6	51	California	"Black, 45 to 54 years"	284	213	75	203	71.4	10	4.7
6	52	California	"Black, 55 to 64 years"	175	97	55.6	94	54.1	3	2.8
6	61	California	"Hispanic origin, 16 to 19 years"	725	304	41.9	242	33.4	62	20.3
6	62	California	"Hispanic origin, 20 to 24 years"	857	662	77.2	606	70.7	56	8.5
6	63	California	"Hispanic origin, 25 to 34 years"	"1,821"	"1,406"	77.2	"1,328"	72.9	77	5.5
6	64	California	"Hispanic origin, 35 to 44 years"	"1,551"	"1,269"	81.8	"1,196"	77.2	72	5.7
6	65	California	"Hispanic origin, 45 to 54 years"	839	630	75.1	595	70.9	35	5.6
6	66	California	"Hispanic origin, 55 to 64 years"	420	244	58	231	54.9	13	5.3
8	1	Colorado	Total	"3,080"	"2,264"	73.5	"2,198"	71.4	66	2.9
8	2	Colorado	Men	"1,537"	"1,232"	80.1	"1,196"	77.8	35	2.9
8	3	Colorado	Women	"1,543"	"1,032"	66.9	"1,002"	64.9	30	3
8	4	Colorado	White	"2,875"	"2,125"	73.9	"2,066"	71.9	59	2.8
8	5	Colorado	"White, men"	"1,436"	"1,154"	80.4	"1,123"	78.2	32	2.8
8	6	Colorado	"White, women"	"1,439"	971	67.5	943	65.6	27	2.8
8	13	Colorado	Hispanic origin	412	298	72.3	282	68.3	16	5.5
8	14	Colorado	"Hispanic origin, men"	211	171	81.1	162	76.7	9	5.5
8	15	Colorado	"Hispanic origin, women"	201	127	63	120	59.5	7	5.6
8	19	Colorado	"Total, 16 to 19 years"	232	136	58.7	120	51.6	16	12
8	20	Colorado	"Total, 20 to 24 years"	262	221	84.3	209	79.7	12	5.4
8	21	Colorado	"Total, 25 to 34 years"	661	588	88.9	572	86.5	16	2.7
8	22	Colorado	"Total, 35 to 44 years"	708	624	88.1	614	86.7	10	1.6
8	23	Colorado	"Total, 45 to 54 years"	522	434	83.1	427	81.7	7	1.7
8	24	Colorado	"Total, 55 to 64 years"	337	214	63.6	210	62.5	4	1.8
8	26	Colorado	"Men, 16 to 19 years"	121	74	61	64	53.3	9	12.6
8	27	Colorado	"Men, 20 to 24 years"	136	120	88.6	115	84.4	6	4.7
8	28	Colorado	"Men, 25 to 34 years"	336	324	96.2	315	93.7	9	2.6
8	29	Colorado	"Men, 35 to 44 years"	362	345	95.5	340	94	6	1.6
8	30	Colorado	"Men, 45 to 54 years"	256	225	88	221	86.4	4	1.8
8	31	Colorado	"Men, 55 to 64 years"	162	114	70.3	112	69.1	2	1.7
8	34	Colorado	"Women, 20 to 24 years"	127	101	79.6	94	74.6	6	6.3
8	35	Colorado	"Women, 25 to 34 years"	325	264	81.4	257	79.1	7	2.8
8	36	Colorado	"Women, 35 to 44 years"	347	279	80.3	274	79	4	1.6
8	37	Colorado	"Women, 45 to 54 years"	266	209	78.4	206	77.2	3	1.6
8	38	Colorado	"Women, 55 to 64 years"	174	100	57.3	98	56.3	2	1.8
8	40	Colorado	"White, 16 to 19 years"	211	127	60.3	112	53.3	15	11.6
8	41	Colorado	"White, 20 to 24 years"	241	203	84.2	192	79.7	11	5.3
8	42	Colorado	"White, 25 to 34 years"	610	543	89	530	86.9	13	2.5
8	43	Colorado	"White, 35 to 44 years"	663	586	88.3	577	87	9	1.5
8	44	Colorado	"White, 45 to 54 years"	487	415	85.2	408	83.7	7	1.7
8	45	Colorado	"White, 55 to 64 years"	315	205	65.1	201	63.8	4	1.9
8	63	Colorado	"Hispanic origin, 25 to 34 years"	103	88	85.6	84	81.5	4	4.8
8	64	Colorado	"Hispanic origin, 35 to 44 years"	91	76	83.6	74	81.1	2	3
9	1	Connecticut	Total	"2,505"	"1,692"	67.5	"1,638"	65.4	53	3.2
9	2	Connecticut	Men	"1,194"	882	73.9	851	71.3	31	3.5
9	3	Connecticut	Women	"1,311"	810	61.7	787	60	22	2.7
9	4	Connecticut	White	"2,176"	"1,475"	67.8	"1,433"	65.9	42	2.8
9	5	Connecticut	"White, men"	"1,045"	780	74.6	755	72.3	25	3.2
9	6	Connecticut	"White, women"	"1,131"	695	61.4	678	59.9	17	2.5
9	7	Connecticut	Black	277	175	63.4	164	59.3	11	6.5
9	8	Connecticut	"Black, men"	124	81	65.2	74	60.1	6	8
9	9	Connecticut	"Black, women"	153	95	62	90	58.7	5	5.2
9	13	Connecticut	Hispanic origin	191	132	69.3	125	65.6	7	5.3
9	19	Connecticut	"Total, 16 to 19 years"	174	87	50.3	79	45.3	9	10
9	20	Connecticut	"Total, 20 to 24 years"	145	104	71.6	98	67.6	6	5.6
9	21	Connecticut	"Total, 25 to 34 years"	405	346	85.5	336	83.1	10	2.9
9	22	Connecticut	"Total, 35 to 44 years"	589	501	85.1	488	82.9	13	2.6
9	23	Connecticut	"Total, 45 to 54 years"	465	393	84.5	384	82.5	9	2.3
9	24	Connecticut	"Total, 55 to 64 years"	293	201	68.4	196	67	4	2.1
9	28	Connecticut	"Men, 25 to 34 years"	188	171	90.9	167	88.7	4	2.5
9	29	Connecticut	"Men, 35 to 44 years"	289	263	91.1	256	88.6	7	2.8
9	30	Connecticut	"Men, 45 to 54 years"	228	204	89.3	200	87.5	4	2
9	31	Connecticut	"Men, 55 to 64 years"	139	102	73.3	100	71.6	2	2.3
9	35	Connecticut	"Women, 25 to 34 years"	217	176	80.9	170	78.2	6	3.3
9	36	Connecticut	"Women, 35 to 44 years"	300	238	79.3	232	77.5	6	2.4
9	37	Connecticut	"Women, 45 to 54 years"	237	189	79.8	184	77.7	5	2.6
9	38	Connecticut	"Women, 55 to 64 years"	154	98	64	96	62.8	2	1.9
9	40	Connecticut	"White, 16 to 19 years"	139	77	55.2	70	50.6	6	8.4
9	41	Connecticut	"White, 20 to 24 years"	118	85	72.2	82	69.2	4	4.2
9	42	Connecticut	"White, 25 to 34 years"	338	292	86.3	284	84.1	7	2.5
9	43	Connecticut	"White, 35 to 44 years"	515	438	85.1	427	83.1	11	2.4
9	44	Connecticut	"White, 45 to 54 years"	414	348	84.1	340	82.1	8	2.4
9	45	Connecticut	"White, 55 to 64 years"	256	178	69.4	175	68.2	3	1.8
10	1	Delaware	Total	580	389	67.1	375	64.7	14	3.5
10	2	Delaware	Men	279	204	73.1	195	70.2	8	4.1
10	3	Delaware	Women	301	185	61.5	180	59.7	5	2.9
10	4	Delaware	White	447	296	66.3	288	64.5	8	2.6
10	5	Delaware	"White, men"	217	158	72.8	153	70.6	5	3
10	6	Delaware	"White, women"	230	138	60.1	135	58.8	3	2.2
10	7	Delaware	Black	121	84	69.6	79	65	6	6.6
10	8	Delaware	"Black, men"	56	41	73	38	67	3	8.2
10	9	Delaware	"Black, women"	65	44	66.7	41	63.3	2	5
10	13	Delaware	Hispanic origin	25	17	70.2	16	66.5	1	5.3
10	19	Delaware	"Total, 16 to 19 years"	46	26	56.8	23	50.4	3	11.1
10	20	Delaware	"Total, 20 to 24 years"	43	34	80	32	75.6	2	5.6
10	21	Delaware	"Total, 25 to 34 years"	99	87	87	83	83.4	4	4.1
10	22	Delaware	"Total, 35 to 44 years"	125	109	87.1	107	85.1	2	2.2
10	23	Delaware	"Total, 45 to 54 years"	98	82	84	81	82.5	1	1.8
10	24	Delaware	"Total, 55 to 64 years"	65	38	59	37	57.7	1	2.3
10	25	Delaware	"Total, 65 years and over"	104	13	12.3	12	11.8	1	4.1
10	26	Delaware	"Men, 16 to 19 years"	26	15	56.1	13	49.6	2	11.6
10	27	Delaware	"Men, 20 to 24 years"	22	17	78.8	16	72.8	1	7.6
10	28	Delaware	"Men, 25 to 34 years"	49	46	93	44	88.6	2	4.7
10	29	Delaware	"Men, 35 to 44 years"	60	56	93.6	55	91.5	1	2.2
10	30	Delaware	"Men, 45 to 54 years"	47	42	90.3	42	88.6	1	1.8
10	31	Delaware	"Men, 55 to 64 years"	30	21	68.2	20	66	1	3.2
10	34	Delaware	"Women, 20 to 24 years"	21	17	81.3	16	78.5	1	3.5
10	35	Delaware	"Women, 25 to 34 years"	50	41	81.1	39	78.4	1	3.4
10	36	Delaware	"Women, 35 to 44 years"	65	53	81	52	79.2	1	2.3
10	37	Delaware	"Women, 45 to 54 years"	51	40	78.3	39	76.9	1	1.8
10	38	Delaware	"Women, 55 to 64 years"	34	18	51	17	50.4	-3	1.2
10	40	Delaware	"White, 16 to 19 years"	32	20	62	18	56.3	2	9.3
10	41	Delaware	"White, 20 to 24 years"	31	26	84.3	25	81.7	1	3.1
10	42	Delaware	"White, 25 to 34 years"	71	63	88.1	61	85.6	2	2.7
10	43	Delaware	"White, 35 to 44 years"	94	81	86.8	80	85.4	1	1.7
10	44	Delaware	"White, 45 to 54 years"	77	64	83.2	63	82.1	1	1.4
10	45	Delaware	"White, 55 to 64 years"	54	32	59.3	31	58	1	2.2
10	49	Delaware	"Black, 25 to 34 years"	24	21	85.2	19	78.4	2	7.9
10	50	Delaware	"Black, 35 to 44 years"	28	25	87.8	24	84.4	1	3.9
10	51	Delaware	"Black, 45 to 54 years"	20	18	87.9	17	85	1	3.3
11	1	District of Columbia	Total	417	282	67.7	264	63.4	18	6.3
11	2	District of Columbia	Men	192	137	71.6	130	67.7	8	5.5
11	3	District of Columbia	Women	225	145	64.3	135	59.8	10	7
11	4	District of Columbia	White	152	118	77.5	115	75.6	3	2.5
11	5	District of Columbia	"White, men"	73	61	84	59	81.8	2	2.7
11	6	District of Columbia	"White, women"	79	57	71.6	55	70	1	2.3
11	7	District of Columbia	Black	254	157	61.8	142	56	15	9.4
11	8	District of Columbia	"Black, men"	114	73	64.2	67	58.9	6	8.1
11	9	District of Columbia	"Black, women"	140	84	59.9	75	53.7	9	10.4
11	13	District of Columbia	Hispanic origin	26	21	80.3	20	78.1	1	2.7
11	14	District of Columbia	"Hispanic origin, men"	13	11	86.9	11	84.1	-3	3.2
11	15	District of Columbia	"Hispanic origin, women"	13	10	73.7	9	72.2	-3	2.2
11	19	District of Columbia	"Total, 16 to 19 years"	19	7	34.3	4	23.1	2	32.7
11	20	District of Columbia	"Total, 20 to 24 years"	49	35	71	31	64	3	9.8
11	21	District of Columbia	"Total, 25 to 34 years"	90	79	87.9	74	82.3	5	6.4
11	22	District of Columbia	"Total, 35 to 44 years"	79	66	84.3	63	79.6	4	5.6
11	23	District of Columbia	"Total, 45 to 54 years"	66	55	83.2	53	80.3	2	3.5
11	24	District of Columbia	"Total, 55 to 64 years"	45	29	65.3	28	62.5	1	4.2
11	25	District of Columbia	"Total, 65 years and over"	70	11	16.3	11	15.9	-3	2.2
11	27	District of Columbia	"Men, 20 to 24 years"	22	16	71.7	15	65.3	1	8.9
11	28	District of Columbia	"Men, 25 to 34 years"	43	39	90.6	37	85.9	2	5.2
11	29	District of Columbia	"Men, 35 to 44 years"	38	33	87.8	32	83.4	2	5
11	30	District of Columbia	"Men, 45 to 54 years"	30	25	85	25	82.7	1	2.7
