StateCode,GroupCode,State,Group,NonInstitutionalPopulation,LaborForceNumber,PercentOfPopulation,EmploymentNumber,EmploymentPercentOfPopulation,UnemploymentNumber,UnemploymentRate
06,18,California,"Black or African American, 16 to 24 years",346    ,172    ,49.8    ,150    ,43.5    ,22    ,12.7    
06,19,California,"Black or African American, 25 to 54 years","1,001    ",754    ,75.4    ,692    ,69.1    ,63    ,8.3    
06,20,California,"Black or African American, 55 years and over",581    ,223    ,38.4    ,207    ,35.7    ,16    ,7.2    
06,21,California,Asian,"5,041    ","3,141    ",62.3    ,"3,022    ",59.9    ,119    ,3.8    
06,22,California,"Asian, 16 to 24 years",721    ,293    ,40.7    ,275    ,38.1    ,19    ,6.3    
06,23,California,"Asian, 25 to 54 years","2,758    ","2,200    ",79.8    ,"2,123    ",77.0    ,78    ,3.5    
06,24,California,"Asian, 55 years and over","1,562    ",647    ,41.4    ,624    ,40.0    ,23    ,3.5    
06,25,California,Hispanic or Latino ethnicity,"10,584    ","6,834    ",64.6    ,"6,386    ",60.3    ,448    ,6.6    
06,26,California,"Hispanic or Latino ethnicity, 16 to 24 years","2,276    ","1,180    ",51.9    ,"1,038    ",45.6    ,142    ,12.0    
06,27,California,"Hispanic or Latino ethnicity, 25 to 54 years","6,120    ","4,751    ",77.6    ,"4,493    ",73.4    ,258    ,5.4    
06,28,California,"Hispanic or Latino ethnicity, 55 years and over","2,188    ",904    ,41.3    ,855    ,39.1    ,49    ,5.4    
08,01,Colorado,Total,"4,323    ","2,903    ",67.1    ,"2,807    ",64.9    ,95    ,3.3    
08,02,Colorado,"Total, 16 to 24 years",587    ,369    ,62.8    ,345    ,58.8    ,24    ,6.5    
08,03,Colorado,"Total, 25 to 54 years","2,290    ","1,925    ",84.1    ,"1,865    ",81.4    ,60    ,3.1    
08,04,Colorado,"Total, 55 years and over","1,447    ",609    ,42.1    ,598    ,41.3    ,12    ,1.9    
08,05,Colorado,Men,"2,140    ","1,599    ",74.7    ,"1,552    ",72.5    ,48    ,3.0    
08,06,Colorado,"Men, 16 to 24 years",280    ,187    ,66.5    ,176    ,62.8    ,11    ,5.6    
08,07,Colorado,"Men, 25 to 54 years","1,169    ","1,080    ",92.4    ,"1,051    ",89.9    ,29    ,2.7    
08,08,Colorado,"Men, 55 years and over",690    ,333    ,48.2    ,325    ,47.0    ,8    ,2.4    
08,09,Colorado,Women,"2,183    ","1,303    ",59.7    ,"1,256    ",57.5    ,47    ,3.6    
08,10,Colorado,"Women, 16 to 24 years",306    ,182    ,59.5    ,169    ,55.1    ,13    ,7.4    
08,11,Colorado,"Women, 25 to 54 years","1,121    ",845    ,75.4    ,814    ,72.6    ,31    ,3.6    
08,12,Colorado,"Women, 55 years and over",757    ,276    ,36.5    ,273    ,36.1    ,3    ,1.2    
08,13,Colorado,White,"3,850    ","2,581    ",67.0    ,"2,499    ",64.9    ,82    ,3.2    
08,14,Colorado,"White, 16 to 24 years",504    ,315    ,62.5    ,295    ,58.6    ,20    ,6.3    
08,15,Colorado,"White, 25 to 54 years","2,009    ","1,702    ",84.7    ,"1,651    ",82.2    ,51    ,3.0    
08,16,Colorado,"White, 55 years and over","1,336    ",564    ,42.2    ,553    ,41.3    ,11    ,2.0    
08,17,Colorado,Black or African American,185    ,129    ,69.7    ,123    ,66.4    ,6    ,4.8    
08,25,Colorado,Hispanic or Latino ethnicity,790    ,534    ,67.6    ,509    ,64.5    ,25    ,4.7    
08,27,Colorado,"Hispanic or Latino ethnicity, 25 to 54 years",456    ,368    ,80.8    ,352    ,77.2    ,16    ,4.3    
09,01,Connecticut,Total,"2,870    ","1,896    ",66.1    ,"1,797    ",62.6    ,99    ,5.2    
09,02,Connecticut,"Total, 16 to 24 years",413    ,204    ,49.4    ,183    ,44.2    ,21    ,10.5    
09,03,Connecticut,"Total, 25 to 54 years","1,424    ","1,196    ",83.9    ,"1,140    ",80.0    ,56    ,4.7    
09,04,Connecticut,"Total, 55 years and over","1,033    ",497    ,48.1    ,475    ,46.0    ,22    ,4.4    
09,05,Connecticut,Men,"1,378    ",981    ,71.2    ,929    ,67.4    ,53    ,5.4    
09,06,Connecticut,"Men, 16 to 24 years",201    ,94    ,46.9    ,82    ,41.1    ,12    ,12.3    
09,07,Connecticut,"Men, 25 to 54 years",698    ,626    ,89.7    ,598    ,85.7    ,28    ,4.5    
09,08,Connecticut,"Men, 55 years and over",480    ,261    ,54.5    ,248    ,51.8    ,13    ,4.9    
09,09,Connecticut,Women,"1,492    ",915    ,61.3    ,868    ,58.2    ,47    ,5.1    
09,10,Connecticut,"Women, 16 to 24 years",213    ,110    ,51.7    ,100    ,47.1    ,10    ,9.0    
09,11,Connecticut,"Women, 25 to 54 years",726    ,570    ,78.4    ,542    ,74.6    ,28    ,4.9    
09,12,Connecticut,"Women, 55 years and over",553    ,235    ,42.6    ,227    ,41.0    ,9    ,3.8    
09,13,Connecticut,White,"2,356    ","1,573    ",66.8    ,"1,500    ",63.7    ,73    ,4.7    
09,14,Connecticut,"White, 16 to 24 years",319    ,164    ,51.6    ,149    ,46.8    ,15    ,9.4    
09,15,Connecticut,"White, 25 to 54 years","1,142    ",974    ,85.3    ,933    ,81.7    ,41    ,4.2    
09,16,Connecticut,"White, 55 years and over",896    ,435    ,48.6    ,418    ,46.6    ,17    ,3.9    
09,17,Connecticut,Black or African American,307    ,187    ,60.8    ,167    ,54.2    ,20    ,10.8    
09,19,Connecticut,"Black or African American, 25 to 54 years",162    ,130    ,80.2    ,118    ,73.1    ,11    ,8.8    
09,21,Connecticut,Asian,153    ,98    ,63.8    ,95    ,62.2    ,3    ,2.6    
09,23,Connecticut,"Asian, 25 to 54 years",91    ,70    ,76.9    ,68    ,74.7    ,2    ,2.9    
09,25,Connecticut,Hispanic or Latino ethnicity,412    ,289    ,70.0    ,267    ,64.7    ,22    ,7.6    
09,27,Connecticut,"Hispanic or Latino ethnicity, 25 to 54 years",255    ,209    ,82.0    ,195    ,76.4    ,14    ,6.8    
10,01,Delaware,Total,756    ,473    ,62.6    ,453    ,59.9    ,21    ,4.3    
10,02,Delaware,"Total, 16 to 24 years",105    ,59    ,56.0    ,54    ,51.2    ,5    ,8.7    
10,03,Delaware,"Total, 25 to 54 years",358    ,305    ,85.2    ,293    ,81.8    ,12    ,4.0    
10,04,Delaware,"Total, 55 years and over",293    ,109    ,37.3    ,106    ,36.2    ,3    ,2.8    
10,05,Delaware,Men,358    ,243    ,67.7    ,232    ,64.8    ,10    ,4.2    
10,06,Delaware,"Men, 16 to 24 years",51    ,28    ,54.8    ,25    ,49.1    ,3    ,10.4    
10,07,Delaware,"Men, 25 to 54 years",173    ,157    ,91.1    ,152    ,87.8    ,6    ,3.7    
10,08,Delaware,"Men, 55 years and over",135    ,57    ,42.5    ,56    ,41.3    ,2    ,2.8    
10,09,Delaware,Women,398    ,231    ,58.0    ,221    ,55.5    ,10    ,4.4    
10,10,Delaware,"Women, 16 to 24 years",54    ,31    ,57.3    ,29    ,53.2    ,2    ,7.1    
10,11,Delaware,"Women, 25 to 54 years",186    ,148    ,79.7    ,141    ,76.2    ,7    ,4.4    
10,12,Delaware,"Women, 55 years and over",158    ,52    ,32.9    ,51    ,31.9    ,2    ,2.9    
10,13,Delaware,White,551    ,339    ,61.6    ,327    ,59.4    ,12    ,3.7    
10,14,Delaware,"White, 16 to 24 years",65    ,42    ,64.4    ,38    ,59.1    ,3    ,8.3    
10,15,Delaware,"White, 25 to 54 years",247    ,210    ,84.8    ,203    ,82.1    ,7    ,3.2    
10,16,Delaware,"White, 55 years and over",239    ,88    ,36.8    ,86    ,35.9    ,2    ,2.5    
10,17,Delaware,Black or African American,160    ,108    ,67.3    ,101    ,63.1    ,7    ,6.2    
10,19,Delaware,"Black or African American, 25 to 54 years",87    ,76    ,87.7    ,72    ,82.7    ,4    ,5.8    
10,21,Delaware,Asian,31    ,20    ,62.8    ,19    ,60.2    ,1    ,4.1    
10,25,Delaware,Hispanic or Latino ethnicity,71    ,50    ,70.5    ,48    ,67.0    ,2    ,4.9    
10,27,Delaware,"Hispanic or Latino ethnicity, 25 to 54 years",43    ,36    ,82.2    ,34    ,78.3    ,2    ,4.7    
11,01,District of Columbia,Total,560    ,392    ,70.1    ,369    ,65.8    ,24    ,6.1    
11,02,District of Columbia,"Total, 16 to 24 years",78    ,42    ,53.7    ,36    ,45.9    ,6    ,14.5    
11,03,District of Columbia,"Total, 25 to 54 years",333    ,286    ,86.0    ,272    ,81.6    ,15    ,5.1    
11,04,District of Columbia,"Total, 55 years and over",149    ,64    ,43.2    ,61    ,41.1    ,3    ,4.9    
11,05,District of Columbia,Men,260    ,193    ,74.2    ,181    ,69.6    ,12    ,6.2    
11,06,District of Columbia,"Men, 16 to 24 years",37    ,19    ,52.2    ,16    ,42.5    ,4    ,18.6    
11,07,District of Columbia,"Men, 25 to 54 years",159    ,142    ,89.3    ,135    ,85.2    ,7    ,4.6    
11,08,District of Columbia,"Men, 55 years and over",64    ,32    ,49.4    ,30    ,46.6    ,2    ,5.7    
11,09,District of Columbia,Women,300    ,200    ,66.5    ,188    ,62.5    ,12    ,5.9    
11,10,District of Columbia,"Women, 16 to 24 years",42    ,23    ,55.0    ,20    ,48.9    ,3    ,11.1    
11,11,District of Columbia,"Women, 25 to 54 years",174    ,144    ,83.0    ,136    ,78.4    ,8    ,5.5    
11,12,District of Columbia,"Women, 55 years and over",85    ,33    ,38.5    ,31    ,36.9    ,1    ,4.2    
11,13,District of Columbia,White,258    ,214    ,82.7    ,209    ,81.0    ,4    ,2.1    
11,14,District of Columbia,"White, 16 to 24 years",28    ,19    ,66.2    ,18    ,63.4    ,1    ,4.2    
11,15,District of Columbia,"White, 25 to 54 years",179    ,165    ,92.2    ,162    ,90.5    ,3    ,1.8    
11,16,District of Columbia,"White, 55 years and over",51    ,30    ,58.5    ,29    ,57.2    ,1    ,2.2    
11,17,District of Columbia,Black or African American,257    ,146    ,56.8    ,128    ,49.9    ,18    ,12.2    
11,18,District of Columbia,"Black or African American, 16 to 24 years",43    ,21    ,48.2    ,16    ,36.7    ,5    ,23.8    
11,19,District of Columbia,"Black or African American, 25 to 54 years",123    ,94    ,76.9    ,84    ,68.2    ,11    ,11.4    
11,20,District of Columbia,"Black or African American, 55 years and over",91    ,31    ,33.8    ,29    ,31.5    ,2    ,6.9    
11,21,District of Columbia,Asian,28    ,20    ,73.6    ,20    ,70.9    ,1    ,3.7    
11,23,District of Columbia,"Asian, 25 to 54 years",19    ,17    ,85.4    ,16    ,83.1    ,( 2 ),2.8    
11,25,District of Columbia,Hispanic or Latino ethnicity,57    ,45    ,78.9    ,43    ,76.1    ,2    ,3.6    
11,27,District of Columbia,"Hispanic or Latino ethnicity, 25 to 54 years",41    ,36    ,87.5    ,35    ,85.1    ,1    ,2.7    
12,01,Florida,Total,"16,616    ","9,754    ",58.7    ,"9,278    ",55.8    ,476    ,4.9    
12,02,Florida,"Total, 16 to 24 years","2,279    ","1,133    ",49.7    ,"1,019    ",44.7    ,114    ,10.1    
12,03,Florida,"Total, 25 to 54 years","7,847    ","6,304    ",80.3    ,"6,037    ",76.9    ,268    ,4.2    
12,04,Florida,"Total, 55 years and over","6,489    ","2,317    ",35.7    ,"2,223    ",34.3    ,95    ,4.1    
12,05,Florida,Men,"7,951    ","5,121    ",64.4    ,"4,866    ",61.2    ,254    ,5.0    
12,06,Florida,"Men, 16 to 24 years","1,159    ",571    ,49.3    ,504    ,43.5    ,67    ,11.8    
12,07,Florida,"Men, 25 to 54 years","3,848    ","3,344    ",86.9    ,"3,209    ",83.4    ,135    ,4.0    
12,08,Florida,"Men, 55 years and over","2,944    ","1,206    ",41.0    ,"1,154    ",39.2    ,52    ,4.3    
12,09,Florida,Women,"8,665    ","4,634    ",53.5    ,"4,412    ",50.9    ,222    ,4.8    
12,10,Florida,"Women, 16 to 24 years","1,121    ",561    ,50.1    ,515    ,45.9    ,46    ,8.3    
12,11,Florida,"Women, 25 to 54 years","3,999    ","2,961    ",74.0    ,"2,828    ",70.7    ,133    ,4.5    
12,12,Florida,"Women, 55 years and over","3,545    ","1,112    ",31.4    ,"1,069    ",30.2    ,43    ,3.8    
12,13,Florida,White,"13,337    ","7,699    ",57.7    ,"7,368    ",55.2    ,331    ,4.3    
12,14,Florida,"White, 16 to 24 years","1,637    ",844    ,51.6    ,773    ,47.2    ,71    ,8.4    
12,15,Florida,"White, 25 to 54 years","6,111    ","4,916    ",80.5    ,"4,734    ",77.5    ,182    ,3.7    
12,16,Florida,"White, 55 years and over","5,589    ","1,938    ",34.7    ,"1,861    ",33.3    ,77    ,4.0    
12,17,Florida,Black or African American,"2,553    ","1,589    ",62.2    ,"1,463    ",57.3    ,126    ,7.9    
12,18,Florida,"Black or African American, 16 to 24 years",513    ,234    ,45.7    ,193    ,37.7    ,41    ,17.5    
12,19,Florida,"Black or African American, 25 to 54 years","1,344    ","1,075    ",80.0    ,"1,001    ",74.5    ,74    ,6.9    
12,20,Florida,"Black or African American, 55 years and over",697    ,280    ,40.1    ,268    ,38.5    ,11    ,4.1    
12,21,Florida,Asian,464    ,294    ,63.5    ,283    ,61.1    ,11    ,3.8    
12,23,Florida,"Asian, 25 to 54 years",255    ,202    ,79.5    ,196    ,76.9    ,7    ,3.3    
12,25,Florida,Hispanic or Latino ethnicity,"4,212    ","2,607    ",61.9    ,"2,488    ",59.1    ,119    ,4.5    
12,26,Florida,"Hispanic or Latino ethnicity, 16 to 24 years",661    ,311    ,47.0    ,282    ,42.7    ,29    ,9.3    
12,27,Florida,"Hispanic or Latino ethnicity, 25 to 54 years","2,326    ","1,859    ",79.9    ,"1,789    ",76.9    ,70    ,3.8    
12,28,Florida,"Hispanic or Latino ethnicity, 55 years and over","1,225    ",437    ,35.7    ,418    ,34.1    ,20    ,4.5    
13,01,Georgia,Total,"7,886    ","4,935    ",62.6    ,"4,670    ",59.2    ,265    ,5.4    
13,02,Georgia,"Total, 16 to 24 years","1,217    ",631    ,51.8    ,546    ,44.9    ,85    ,13.4    
13,03,Georgia,"Total, 25 to 54 years","4,130    ","3,308    ",80.1    ,"3,160    ",76.5    ,148    ,4.5    
13,04,Georgia,"Total, 55 years and over","2,539    ",996    ,39.2    ,964    ,38.0    ,33    ,3.3    
13,05,Georgia,Men,"3,732    ","2,571    ",68.9    ,"2,445    ",65.5    ,126    ,4.9    
13,06,Georgia,"Men, 16 to 24 years",613    ,323    ,52.7    ,280    ,45.7    ,43    ,13.3    
13,07,Georgia,"Men, 25 to 54 years","1,958    ","1,719    ",87.8    ,"1,653    ",84.4    ,66    ,3.8    
13,08,Georgia,"Men, 55 years and over","1,162    ",530    ,45.6    ,512    ,44.1    ,18    ,3.3    
13,09,Georgia,Women,"4,154    ","2,363    ",56.9    ,"2,225    ",53.6    ,139    ,5.9    
13,10,Georgia,"Women, 16 to 24 years",605    ,308    ,50.9    ,266    ,44.0    ,42    ,13.5    
13,11,Georgia,"Women, 25 to 54 years","2,172    ","1,589    ",73.2    ,"1,507    ",69.4    ,82    ,5.2    
13,12,Georgia,"Women, 55 years and over","1,377    ",467    ,33.9    ,452    ,32.8    ,15    ,3.2    
13,13,Georgia,White,"4,941    ","3,056    ",61.8    ,"2,937    ",59.4    ,119    ,3.9    
13,14,Georgia,"White, 16 to 24 years",658    ,347    ,52.8    ,314    ,47.8    ,33    ,9.5    
13,15,Georgia,"White, 25 to 54 years","2,502    ","2,008    ",80.2    ,"1,940    ",77.5    ,67    ,3.4    
13,16,Georgia,"White, 55 years and over","1,782    ",701    ,39.4    ,683    ,38.3    ,19    ,2.7    
13,17,Georgia,Black or African American,"2,437    ","1,535    ",63.0    ,"1,409    ",57.8    ,126    ,8.2    
13,18,Georgia,"Black or African American, 16 to 24 years",460    ,235    ,51.1    ,189    ,41.1    ,46    ,19.7    
13,19,Georgia,"Black or African American, 25 to 54 years","1,317    ","1,058    ",80.3    ,991    ,75.3    ,67    ,6.3    
13,20,Georgia,"Black or African American, 55 years and over",660    ,242    ,36.7    ,230    ,34.8    ,13    ,5.3    
13,21,Georgia,Asian,349    ,228    ,65.2    ,220    ,63.1    ,7    ,3.2    
