Station	RidershipIn1904	RidershipIn1905	RidershipIn1906	RidershipIn1907	RidershipIn1908	RidershipIn1909	RidershipIn1910	RidershipIn1911	RidershipIn1912	RidershipIn1913	RidershipIn1914	RidershipIn1915	RidershipIn1916	RidershipIn1917	RidershipIn1918	RidershipIn1919	RidershipIn1920	RidershipIn1921	RidershipIn1922	Borough
0.0450236967	0.1424420031	0.1356380887	0.1210931551	0.1446888631	0.1805043948	0.1841831378	0.1747495792	0.1684634243	0.1604643747	0.1538841622	0.1407200668	0.0934684881	0.0741746341	0.0877080657	0.1074989029	0.1103283396	0.1001838736	0.0893758326	0.0818621333	0
0.0473933649	0.0651854221	0.0687080605	0.0676026245	0.0907031649	0.1346194822	0.1626136924	0.1769931648	0.177940297	0.1684985613	0.1590118847	0.1486019097	0.0981869793	0.0758955231	0.086390563	0.1130974959	0.1110216014	0.0980340342	0.0868424875	0.0820982059	0
0.0497630332	0.0541070682	0.0528204224	0.0600536736	0.0820314439	0.1146680541	0.1353837645	0.1464329603	0.1509637289	0.155257467	0.149585378	0.1408046306	0.0925070085	0.0715658551	0.0801064762	0.1062830759	0.1088679764	0.0975379174	0.0858804946	0.0778538402	0
0.0521327014	0.0705891718	0.0940002256	0.103628358	0.1372347636	0.1911627007	0.2185746374	0.2156719225	0.204870262	0.1955515767	0.1858248596	0.1849623802	0.1206776457	0.0954597983	0.1128475619	0.1587790013	0.1500002067	0.1349392324	0.1219840321	0.1110129286	0
0.0545023697	0.0424533387	0.0503560729	0.0925678887	0.1575163392	0.2250227795	0.2379074258	0.2333289374	0.2148832295	0.2048936749	0.1930669309	0.1875083132	0.1230468752	0.0937332903	0.1072993819	0.1446043173	0.1358570968	0.1214398722	0.1054979464	0.0966291623	0
0.0568720379	0.110903252	0.0952961854	0.0963953494	0.1376380911	0.208061219	0.2333220812	0.2280895873	0.2225981121	0.2142512936	0.2107223971	0.2030681398	0.1343189258	0.1045515545	0.1156978291	0.1527599534	0.1473660071	0.1304968351	0.1135771937	0.102442522	0
0.0592417062	0.068738407	0.0808443319	0.057685231	0.0872083092	0.1332689593	0.1553914474	0.1818412565	0.2000057805	0.1958627871	0.1933628377	0.1886555875	0.1257868874	0.0992208505	0.1089546101	0.1409264271	0.1332267484	0.1202138522	0.1090026651	0.099197355	0
0.0616113744	0	0.0025819282	0.0447546153	0.0922489034	0.1558490444	0.1992455049	0.2402796883	0.2639296138	0.2703351591	0.271891024	0.2722387847	0.1862552076	0.145890465	0.1527128199	0.1954904661	0.1827003282	0.157851219	0.1352638693	0.1204604762	0
0.0639810427	0	0	0	0	0	0	0.0055201975	0.0170807426	0.0212218996	0.0242243328	0.0276860936	0.0211046753	0.0208454813	0.026694032	0.037142351	0.0341199449	0.0298521846	0.0270455752	0.0264547493	0
0.0663507109	0	0.0050050424	0.0152625782	0.0235699227	0.0303252495	0.0333038615	0.0266376259	0.0205453858	0.0289552228	0.0409519592	0.0464975164	0.0346914781	0.0296458101	0.0393446129	0.0613283155	0.0598267544	0.0540132981	0.0479742273	0.0427100257	0
0.0687203791	0	0	8.160673170197394E-4	0.0043113543	0.0099802345	0.0124735218	0.0201629376	0.0311472861	0.0415179751	0.0490818398	0.0509996169	0.0382330129	0.033742191	0.0344861656	0.045142524	0.0436213178	0.0411887928	0.0354870815	0.0311837799	0
0.0710900474	0	0.0011760627	0.002882822	0.0039772389	0.0063348368	0.0063093743	0.0062921877	0.0058080633	0.0064665175	0.0072348011	0.0068298706	0.0060294757	0.0067249604	0.0083481797	0.0112571508	0.0111444357	0.0100536592	0.008415485	0.0075083493	0
0.0734597156	0	0.0077030036	0.0281101993	0.0123042321	0.0185715832	0.021306292	0.0206930526	0.0176489629	0.0171824661	0.0188717211	0.0179093249	0.0122600738	0.0100906133	0.0103114227	0.0125437398	0.0122441755	0.0116093591	0.0106034768	0.0115341589	0
0.0758293839	0	0	0.0339824235	0.111119371	0.0288666628	0.0171147047	0.0180208923	0.0180935421	0.0187881841	0.0216199977	0.023322416	0.0172865304	0.0142412928	0.0160924524	0.0221720815	0.0209046843	0.0192380267	0.0163245334	0.0147294513	0.3333333333
0.0781990521	0	0	0	0	5.295066156561447E-4	0.0048553378	0.0054694569	0.0058303081	0.0047124607	0.0036296136	0.0034192138	0.0026644443	0.0025150896	0.0036955929	0.0057921822	0.0051268302	0.0047082388	0.0046991291	0.004464928	0.3333333333
0.0805687204	0	0	0	0	0.1210254322	0.1652560764	0.1752553884	0.1604731499	0.1465414112	0.140564718	0.1367654079	0.0915344892	0.0626797112	0.0781132976	0.1044147127	0.0855799833	0.0825207571	0.0756534702	0.0690217829	0.3333333333
0.0829383886	0.1668452367	0.190888691	0.1841242741	0.2269195867	0.2967824715	0.3124905327	0.3121154685	0.2954651539	0.2818666418	0.2783147521	0.2564368859	0.1706732191	0.1363376199	0.1589345616	0.1500454341	0.1441101005	0.1322343765	0.1173304199	0.1047287427	0
0.0853080569	0.2365028479	0.2707872046	0.2505750546	0.299377757	0.3807659593	0.4023683813	0.4048160388	0.3832401323	0.3663650037	0.3553325499	0.3300029199	0.2189722965	0.1672750333	0.1962916636	0.2028611005	0.1983459332	0.1850379653	0.1633122434	0.1481420637	0
0.0876777251	0.2084558372	0.2518369459	0.2328598667	0.2758298796	0.3581312008	0.3627287299	0.3485143889	0.3264248122	0.2983054387	0.2764896162	0.2602552191	0.1677378048	0.1281206426	0.1526538709	0.1624244996	0.1668136144	0.1547431267	0.136405197	0.1281931215	0
0.0900473934	0.1712898479	0.1930818368	0.1897938881	0.2371273053	0.3135398776	0.3332735838	0.3375073479	0.3122517471	0.283215048	0.2665733448	0.2495330219	0.1675437928	0.1371442627	0.1613815644	0.2185281631	0.2308931634	0.2135794048	0.1801199859	0.1694359269	0
0.0924170616	0.0356423094	0.0463862748	0.0386917377	0.0579658594	0.0860671831	0.0895712391	0.0837550874	0.0750849715	0.0663009462	0.0639602145	0.0587332634	0.0389895208	0.0305264756	0.0378164366	0.0409688111	0.044144666	0.0398773681	0.0337003601	0.0301718014	0
0.0947867299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0971563981	0	0.0763609965	0.0803544969	0.1368323076	0.2351163925	0.2575247712	0.2706370487	0.2716962776	0.2622269913	0.2540876708	0.2403847352	0.1671764583	0.1344865557	0.1750364602	0.2267228709	0.1968692667	0.1577085005	0.1223429467	0.109945373	0
0.0995260664	0.0134164778	0.21164795	0.2072064502	0.290384994	0.4229953336	0.4397976731	0.429929318	0.3980610446	0.3750157792	0.3537085864	0.339082079	0.2563961151	0.2086859596	0.2592247005	0.3091120895	0.2743980989	0.2137402463	0.1769693283	0.165452859	0
0.1018957346	0.1254689589	0.1478535186	0.1472471185	0.1761447693	0.2456747593	0.2684703755	0.2751394183	0.2631507811	0.2426711987	0.2297054324	0.2122288426	0.1359777848	0.1051351545	0.1145150027	0.1128283254	0.1191111102	0.1059265952	0.0914799281	0.0848503863	0
0.1042654028	0.2053582461	0.227189145	0.2337153214	0.2829006975	0.362539154	0.3789037355	0.3738399744	0.3547004564	0.3299037632	0.3161353295	0.2929403935	0.1986452197	0.1563190827	0.1728102745	0.1748453208	0.1807527151	0.1471156144	0.1274311921	0.1123495836	0
0.1066350711	0.2722988952	0.3031401619	0.3035789644	0.3796909959	0.5065381361	0.5378834572	0.5339591733	0.5116753052	0.4942263102	0.4642030488	0.4367872242	0.289580378	0.2292945416	0.237367142	0.2295487794	0.2162855255	0.1893535016	0.1714865623	0.1665173497	0
0.1090047393	0.1353705953	0.141999757	0.1475455711	0.182005092	0.2513654282	0.276934153	0.2966765506	0.3001396298	0.2951186005	0.2998326564	0.2905113649	0.2099251292	0.1643045694	0.1713703755	0.1626727159	0.1623363224	0.1412052552	0.1328685431	0.1301669068	0
0.1113744076	0.1306134941	0.1490747911	0.1705039117	0.2220680699	0.294913621	0.3082228237	0.3435169733	0.3554013002	0.3567173859	0.3625249266	0.3654746734	0.2568108432	0.2038681395	0.2075176395	0.1720057783	0.1641629575	0.1436518585	0.1260574876	0.120933996	0
0.1137440758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05897938	0.0825956098	0.0766964821	0.0711864119	0.0666416644	0
0.1161137441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0808660036	0.1145341756	0.1029225514	0.0948785631	0.0899830195	0
0.1184834123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172974731	0.2384373466	0.2302570839	0.2093675017	0.1953388433	0
0.1208530806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0801979423	0.1081064976	0.092879834	0.0870417258	0.082500824	0
0.1232227488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0912682446	0.1261528956	0.1224003906	0.1140754119	0.1069633985	0
0.1255924171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1002960845	0.1269439	0.1182932686	0.1038514056	0.0967955221	0
0.1279620853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1104417519	0.1423452638	0.1330635032	0.1223704566	0.115464984	0
0.1303317536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1533481023	0.2032382272	0.2075580423	0.1832981944	0.171080522	0
0.1327014218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0188810952	0.0228676764	0.0228118571	0.0218774508	0.0234524163	0.3333333333
0.13507109	0	0	0	0	0	0	0	0	0	0	0	0	2.2934992960390598E-4	0.0068102873	0.0431865622	0.0499753358	0.0491382146	0.0444462608	0.0519022196	0.3333333333
0.1374407583	0	0	0	0	0	0	0	0	0	0	0	0	1.7659944579500762E-4	0.0049471294	0.0108817457	0.012083171	0.0142981308	0.0167507036	0.0231083845	0.3333333333
0.1398104265	0	0	0	0	0	0	0	0	0	0	0	0	1.1582171444997252E-4	0.0027025235	0.01136488	0.0127511434	0.0139397487	0.0150021374	0.0183469959	0.3333333333
0.1421800948	0	0	0	0	0	0	0	0	0	0	0	0	3.0255078213581934E-4	0.0070390211	0.0252670689	0.0276206351	0.0279275234	0.0274610391	0.0284783906	0.3333333333
0.144549763	0	0	0	0	0	0	0	0	0	0	0	0	4.91191099235032E-4	0.0130650458	0.0369031629	0.0404664916	0.044348309	0.0475610678	0.0597026644	0.3333333333
0.1469194313	0	0	0	0	0	0	0	0	0	0	0	0	5.485285816360085E-4	0.0137087619	0.0324223365	0.0354847221	0.0346239672	0.0341478613	0.0366851685	0.3333333333
0.1492890995	0	0	0	0	0	0	0	0	0	0	0	0	7.35831024145865E-4	0.0170867588	0.0469957893	0.0522398232	0.0544822304	0.0561048647	0.061942317	0.3333333333
0.1516587678	0	0	0	0	0	0	0	0	0	0	0	0	3.535811414726884E-4	0.0094507355	0.0315332657	0.0274258173	0.0278505007	0.0349093718	0.0466769703	0.3333333333
0.154028436	0	0	0	0	0	0	0	0	0	0	0	0	0	4.537342640306087E-4	0.0054827811	0.0101537867	0.0107211741	0.0102511492	0.0102639847	0.3333333333
0.1563981043	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3887734798597675E-4	0.0034096958	0.004404659	0.0047545884	0.004504887	0.0052759596	0.3333333333
0.1587677725	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7979338290178873E-4	0.0025168124	0.0056567767	0.0070558226	0.0087989933	0.0079572569	0.3333333333
0.1611374408	0	0.1220824275	0.1286586112	0.1650302175	0.2263696982	0.2495906616	0.2615521771	0.2521118573	0.2371719874	0.2268604707	0.2093262818	0.1402606711	0.102337028	0.1195435497	0.1800459685	0.2749842725	0.2532234395	0.221482131	0.1976681957	0.3333333333
0.163507109	0.0708004831	0.0953296925	0.1000445827	0.1292487557	0.1713558668	0.1817539064	0.19930897	0.2025950031	0.1928935187	0.1889869182	0.18802052	0.125668176	0.0920646931	0.1086298395	0.1445469756	0.1252532111	0.1152871181	0.0996354856	0.0858083109	0.3333333333
0.1658767773	0.0655478747	0.1119429511	0.1291826967	0.1810359678	0.2482395188	0.2752342983	0.2956192776	0.2983265981	0.288263552	0.2765066392	0.2708879868	0.1812816245	0.1380343125	0.1623468799	0.2163855358	0.1910674293	0.173885532	0.1550857392	0.1433650719	0.3333333333
0.1682464455	0	0	0	0	0	0.0105242521	0.092707312	0.1252556437	0.1369024473	0.1488212068	0.1489634452	0.0992609687	0.076145935	0.0886089894	0.1182819477	0.1002995876	0.0898039326	0.0751107751	0.0644645918	0.3333333333
0.1706161137	0.0220547232	0.0330784121	0.0451060062	0.0743515589	0.1218198143	0.1711294166	0.1887245306	0.2092002339	0.2233055563	0.2452446436	0.2456983296	0.1629134865	0.1304303111	0.1519044019	0.1969154682	0.1673677976	0.1462366496	0.1258178917	0.1168923604	0.3333333333
0.172985782	0.0409675336	0.0683886661	0.0734425887	0.1028779446	0.1514906943	0.1751476516	0.205389916	0.23113991	0.2343650733	0.2343987148	0.2323876238	0.1618362626	0.125794289	0.1469487034	0.206209642	0.1953879274	0.1764585431	0.1508338257	0.1340500771	0.3333333333
0.1753554502	0.0084159208	0.0121075667	0.0121872273	0.0166421946	0.0252203488	0.0373596561	0.0471824189	0.0569446677	0.0771595427	0.0976206738	0.101891977	0.0733347016	0.0588627359	0.0692647823	0.0989388858	0.0956360787	0.0911892084	0.0796555709	0.0738310585	0.3333333333
0.1777251185	0.0228218012	0.0399056478	0.0411780141	0.057520697	0.1046167137	0.12501152	0.1512959548	0.1494101319	0.1360749671	0.1286756898	0.1267405266	0.0841941626	0.0563220547	0.0601959896	0.1073800409	0.0887586869	0.0777838613	0.062536776	0.0591257364	0.3333333333
0.1800947867	0	0	0	0	0	0	0	0	0	0	0	0	0.0047570998	0.0202554317	0.0500123285	0.0573002592	0.0587909707	0.054134322	0.0492572555	0.3333333333
0.182464455	0	0	0	0	0	0	0	0	0	0	0	0	0.0014697508	0.0061787388	0.006191073	0.0054814971	0.0055198088	0.0049032617	0.00395801	0.3333333333
0.1848341232	0	0	0	0	0	0	0	0	0	0	0	0	2.694479422963222E-4	0.0010710684	0.001825174	0.0014624172	0.0015414733	0.001707597	0.001534927	0.3333333333
0.1872037915	0	0	0	0	0	0	0	0	0	0	0	0	1.2459434925732194E-4	3.8360719774492227E-4	8.084568996028661E-4	0.001233324	0.0016047905	0.0021946807	0.0027166273	0.3333333333
0.1895734597	0	0	0	0	0	0	0	0	0	0	0	0	0.0010473647	0.0044554753	0.0068227467	0.0071611203	0.007471428	0.0073426569	0.0742579173	0.3333333333
0.191943128	0	0	0	0	0	0	0	0	0	0	0	0	0.0016172993	0.0071989324	0.011330536	0.0105768504	0.0127141817	0.0125289105	0.0120364702	0.3333333333
0.1943127962	0	0	0	0	0	0	0	0	0	0	0	0	0.0031019578	0.0087175275	0.0138650999	0.0144757739	0.0158258986	0.0149296611	0.0139811853	0.3333333333
0.1966824645	0	0	0	0	0	0	0	0	0	0	0	0	0.0013933008	0.0073275812	0.0114652889	0.0123483881	0.0121863497	0.0120905249	0.011453561	0.3333333333
0.1990521327	0	0	0	0	0	0	0	0	0	0	0	0	0.0011169342	0.0059007496	0.0093302258	0.0099385834	0.0099835006	0.0097261756	0.0086833069	0.3333333333
0.2014218009	0	0	0	0	0	0	0	0	0	0	0	0	0.0045766778	0.0261849697	0.0370768961	0.0369891941	0.0194504961	0.0055081143	0.0061087801	0.3333333333
0.2037914692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0219152223	0.0402861152	0.0371393329	0.3333333333
0.2061611374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333
0.2085308057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333
0.2109004739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333
0.2132701422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333
0.2156398104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0402119312	0.0487475832	0.0498209981	0.0430505727	0.0362889031	0.3333333333
0.2180094787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0430105415	0.1007589037	0.0982533223	0.0872476326	0.0769268806	0.3333333333
0.2203791469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0188254615	0.0437531305	0.0436097973	0.0415190682	0.0379596336	0.3333333333
0.2227488152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037500859	0.0100799213	0.0100344035	0.00959664	0.0106152423	0.3333333333
0.2251184834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213054898	0.0488887927	0.045130769	0.0400475187	0.0374818044	0.3333333333
0.2274881517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0183795383	0.0413025033	0.0375338393	0.0332450689	0.0334332402	0.3333333333
0.2298578199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0241719646	0.0567662304	0.0532476019	0.0446110759	0.0418268478	0.3333333333
0.2322274882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0988870814925067E-4	0.0016622177	0.0018984743	0.0017199734	0.3333333333
0.2345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3428146545605425E-4	0.0030356004	0.0028121768	0.0028066986	0.3333333333
0.2369668246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0434100427138284E-4	6.149582651389865E-4	7.264144321484954E-4	6.68132438044411E-4	0.3333333333
0.2393364929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.817832570840392E-4	0.00637023	0.0058311373	0.0057984437	0.3333333333
0.2417061611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.065651724464882E-4	0.0064402301	0.0038330439	0.003641971	0.3333333333
0.2440758294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065990327	0.0097673691	0.0094713425	0.3333333333
0.2464454976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046055041	0.0062361397	0.0058083257	0.3333333333
0.2488151659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0064812333	0.0114750681	0.0124431749	0.3333333333
0.2511848341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011562919	0.0020266434	0.0022486802	0.3333333333
0.2535545024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017058262	0.0033260771	0.0038803655	0.3333333333
0.2559241706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062932073	0.0142362627	0.0144528476	0.3333333333
0.2582938389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0157884562	0.0325454329	0.0766928575	0.0881660255	0.0897976015	0
0.2606635071	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0182798411	0.0503777598	0.0469148119	0.0686922382	0.0701550629	0.0700929792	0
0.2630331754	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0348852017	0.1156977588	0.125970992	0.1918206518	0.213437368	0.2128623621	0
0.2654028436	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015111888	0.0647872397	0.0762593072	0.1312739035	0.1284244065	0.1200192216	0
0.2677725118	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0337860645	0.0680206708	0.0851616694	0.0811106075	0.0854427412	0.0838527293	0
0.2701421801	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0477544855	0.1009976052	0.1305639988	0.1167990509	0.1177617699	0.1112406238	0
0.2725118483	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0458077059	0.1715952362	0.1869964356	0.1691123223	0.1675645036	0.1660994999	0
0.2748815166	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0334941083	0.1083998995	0.1081758443	0.0936277017	0.0940496337	0.0908701539	0
0.2772511848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0759304431	0.0836943565	0.0863480011	0.0884288671	0
0.2796208531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068168412	0.0708990517	0.0757450137	0.0794852655	0
0.2819905213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021933922	0.025591357	0.0264611971	0.025749355	0
0.2843601896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.2867298578	0	0	0	0	0	0	0	0	0	0.2676518644	0.3079310921	0.2280828693	0.1837554694	0.150852271	0.1841769801	0.1697874871	0.1407942712	0.1382403922	0.1313534739	0
0.2890995261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.2914691943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.2938388626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.2962085308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.2985781991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3009478673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3033175355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3056872038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.308056872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3104265403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3127962085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3151658768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.317535545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3199052133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3222748815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3246445498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.327014218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3293838863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3317535545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3341232227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.336492891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3388625592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3412322275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3436018957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3483412322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3507109005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3530805687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.355450237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3578199052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3601895735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3625592417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.36492891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3672985782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3696682464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3720379147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333
