Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
1.25621E+11	2.543E+11	1.86631E+11	2.7852E+11	2.51561E+11	2.82909E+11	2.1347E+11	20172906330	26834000000	25321000000	72617651481	96596000000	53330657691	1.1009E+11	1.65416E+11	2.20036E+11	1.129E+11	3.04336E+11	4.32258E+11	3.1159E+11	7.07295E+11	32140932218	2457763640	NaN	1.17309E+11	13389250550	13413446759	292558986.1	18116941910	5.27303E+11	3.86815E+11	31347723328	31640173666	1.87356E+11	82.99652049	-1000000	-28000000	6.17846E+11	8.21859E+11	4.38119E+11	1.03695E+12	6.96472E+11	9.26447E+11	4.89652E+11	1.11625E+12	6.67298E+11	6.67298E+11	54731.99051	1.71606E+11	2.2827E+11	NaN	4.9172E+11	1.0493E+12	6.20823E+11	6.71416E+11	8.93117E+11	4.71772E+11	1.07851E+12	6.43291E+11	30440	23131.97902	52881.4894	31540	1.46069E+11	1.94301E+11	NaN	-25056382499	-33330000000	NaN	56971883927	75784000000	79285000000	-277401894.5	-369000000	NaN	-66944173757	1.3302	1.309473333	1.388355787	1.043719581	1.464139574	100	3
1.642E+11	1.32036E+11	66827934885	53737679000	55696466000	55696466000	1.22265E+11	4414640850	3549901000	3549901000	53367445157	42913830000	38362838591	42913830000	80445000746	64687434000	57663295027	64687434000	1.90066E+11	1.28136E+11	1.52836E+11	15979427897	497616858.6	NaN	46732079789	35239557.67	525166141	720026159.6	29901479090	2.54731E+11	1.74809E+11	44102858270	44822884430	1.32036E+11	100	-195427000	-195427000	2.74926E+11	2.21074E+11	1.89214E+11	2.21074E+11	3.04984E+11	2.45243E+11	2.08744E+11	2.45243E+11	2.76672E+11	2.76672E+11	29806.57644	81415064916	65467482000	65467482000	2.0967E+11	2.45243E+11	3.06178E+11	3.02023E+11	2.42863E+11	2.06708E+11	2.42863E+11	2.73987E+11	37210	25123.08949	29517.27825	33300	76633558879	61622577366	2.42863E+11	-2960125354	-2380296000	-2380296000	30057464060	24169808000	24169808000	-2580972989	-2075412000	-2380296000	NaN	0.80412	NaN	0.886404376	1.102328478	0.890147204	100	3
8336195688	4463740324	5471530673	4377082857	5201200000	4400747720	5742270747	1211629528	1145500000	1069305797	859331451.3	812430000	460360558.7	412043793.4	7786795512	7361800000	5021125519	4493191845	3245855550	3065870189	2743368858	387536836.6	230741147.2	114227.3066	1316133236	NaN	5381495861	132949260.7	4352483613	4901197056	4724617179	-1005280046	-872330785.7	6832106186	140.9735459	-485585792	-389321651.4	12244280590	11576000000	9282053059	8305866500	13245421881	12522500000	9926874167	8882872256	37730965492	37730965492	1058.511801	6831227350	6458385792	NaN	13030000000	11251238118	10620569629	11598940381	10965881814	8352336546	7478790318	33040791239	1270	995.2914489	891.1968538	3940	5668616849	5359229410	10147046423	-1646481500	-1556618186	-1104191695	1001141290	946500000	571896006.4	483870976	457461782	412634152.2	2368365862	0.945421	0.945421	0.331889201	0.351049111	0.353287127	NaN	2
91642781.86	99119000000	96753059.34	1.04646E+11	1.04646E+11	1.04646E+11	3.49341E+11	456369385.5	4.936E+11	4.936E+11	132768727.2	1.436E+11	NaN	1.436E+11	189260156.4	2.047E+11	98065648.49	2.047E+11	379999630.2	474325185.4	4.11E+11	39599748.1	1103907.253	119766998.3	205096248.1	1810886.692	NaN	1145456.563	-169318331.9	449523651.6	NaN	-253545832.7	-252400376.1	99119000000	100	-0.000244141	-0.000244141	1025629172	1.1093E+12	866660668.5	1.1093E+12	1117254387	1.2084E+12	930329534.1	1.2084E+12	3523396912	3523396912	166643.1311	-134595893.1	-1.45576E+11	-1.45576E+11	NaN	1.2084E+12	1009391928	1135041051	1.22764E+12	NaN	1.22764E+12	3579489309	140	NaN	169296.0858	490	122677705.3	1.32686E+11	1.22764E+12	17786663.95	19237700000	19237700000	91625214.96	99100000000	99100000000	166410806.4	1.79987E+11	1.79987E+11	NaN	1081.58	1081.577167	342.9644829	0.317095807	447.0358607	100	0
2.96892E+11	2.38737E+11	77954782868	62685000000	66768000000	66768000000	2.26802E+11	2784410287	2239000000	2239000000	57549246381	46276500000	NaN	NaN	80793911357	64968000000	57374607256	64968000000	2.52726E+11	1.64058E+11	2.03222E+11	21870527386	716582995.1	27946853.92	59068422623	NaN	603490.973	771122947.5	34530417956	3.20629E+11	2.13345E+11	54884689055	55655812003	2.38737E+11	100	400000	NaN	3.36304E+11	2.70429E+11	2.24288E+11	2.70429E+11	3.7735E+11	3.03435E+11	2.51845E+11	3.03435E+11	3.373E+11	3.373E+11	28957.54277	97874695319	78703000000	78703000000	2.5064E+11	3.03435E+11	3.83639E+11	3.79823E+11	3.05423E+11	2.53478E+11	3.05423E+11	3.3951E+11	36610	24190.02619	29147.26247	32400	93977826303	75569449687	3.05423E+11	2472267821	1988000000	1988000000	41046112521	33006000000	33006000000	-5199472716	-4181000000	1988000000	NaN	0.80412	NaN	0.899600072	1.118738586	0.924086182	100	3
577286205	1.09824E+11	811234046.4	3.05268E+11	4.43E+11	3.05268E+11	2.07994E+11	1380557683	7.282E+11	3.96078E+11	322104848.1	1.699E+11	233487469.9	93778541186	575200770.5	3.034E+11	386508019.1	1.45186E+11	2331705430	1303533987	4.05655E+11	157067339.8	17171890.61	8064653.748	342257456.7	NaN	NaN	13244688.71	9225219.647	3908403579	2461652309	209629814.1	222874502.8	1.07255E+11	238.8273323	15200000000	-9202317002	3917583626	2.0664E+12	NaN	8.92021E+11	4287463884	2.2615E+12	2727160225	9.46918E+11	10298986960	10298986960	124043.5633	297648388.1	1.57E+11	NaN	2698800000	9.44349E+11	4316465540	4258725689	2.24634E+12	2709095021	9.407E+11	10229954474	570	354.8835811	123228.9414	1340	433301164.1	2.28552E+11	9.36461E+11	-28738194.68	-15158478071	-7888340220	369880258.1	1.951E+11	54897682998	186172431.3	98200000000	40884309367	-2568978908	527.468	527.4681428	219.5847037	0.416299574	275.1887675	NaN	0
9994813008	4.40317E+11	14784406504	7.27764E+11	9.09241E+11	7.27764E+11	5.02661E+11	11646146341	7.16238E+11	5.70367E+11	9560195122	5.87952E+11	9638176845	4.2269E+11	15740829268	9.68061E+11	16444514590	7.2489E+11	30433138211	29478668503	1.26564E+12	1120948217	251887104	389845657.9	4589111479	NaN	1928801305	297723561.4	12904756909	56447526112	56033367429	12403256826	12700980387	3.61662E+11	138.8551465	NaN	NaN	57820113821	3.55594E+12	59061315463	2.5609E+12	60277560976	3.70707E+12	61393084272	2.66974E+12	1.63728E+11	1.63728E+11	18989.81763	10887788618	6.69599E+11	6.98441E+11	60147000000	2.59108E+12	66780694137	63355284553	3.89635E+12	64437645400	2.80077E+12	1.72088E+11	480	458.3441058	19921.81604	1220	18739677715	1.15249E+12	2.7274E+12	3077723577	1.8928E+11	1.36315E+11	2457447154	1.51133E+11	1.08841E+11	435902439	26808000000	19306000000	-78654998461	61.5	64.327475	22.64161766	0.368156385	25.49387177	NaN	0
11713189759	16076559696	7440027317	10172179093	12531725000	11041902608	22630200372	2217886411	3491175000	3212993502	3978770833	6262983168	2565149158	5778595328	7088392732	11157839000	3808349472	9349146228	15148585859	9167355007	21612681630	1120787376	320501072.6	NaN	4050997395	184358020.2	147511270.3	408759704.6	646757938.6	24595719117	14541222167	706415246.8	1115174951	16491243509	114.4084167	NaN	-141103800.4	24454865002	38494403000	14510911335	34174821359	28895083540	45483751000	16846951092	39755598687	75923299557	75923299557	5136.448622	3600900197	5668177000	NaN	15756000000	40170282500	28173322897	28978585803	45615191912	16895414136	39871878396	76142705995	3640	2182.898246	5151.472034	9840	4697755334	7394736671	40285169950	83502263.17	131440912.5	114887450	4440218538	6989348000	6195646345	1015621843	1598690344	1414287560	414683813.6	1.5741	1.574133333	0.599075004	0.380582558	0.734421064	100	2
13397164699	NaN	3093965237	NaN	1235700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	499053559.3	124398081.8	NaN	778457140.8	NaN	3491103600	28412726.15	3981276400	8777328688	NaN	836415551.6	864828277.7	NaN	127.652098	NaN	NaN	NaN	NaN	NaN	NaN	13460198290	5060900000	10709482414	3964603856	20344224752	20344224752	5469.875231	6396446657	2405000000	NaN	NaN	NaN	12608892021	13046889429	4905500000	NaN	NaN	19719534968	17400	NaN	NaN	27210	4759733541	1789612230	NaN	-413308860.9	-155400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.375990003	0.376	0.248763473	0.661622571	0.319422319	100	3
3519198702	2952804293	2361762512	2104748661	3724129860	2110293916	4967273665	933984866.8	1468878000	865039556.3	996811852.2	1567686000	645120294.7	910240429.4	2221732689	3494119000	1416506770	1998637682	5699020156	3825258109	5101614415	NaN	171473593.4	NaN	1098284989	62274898.79	36287035.3	14937741.17	-661727620.6	NaN	NaN	NaN	NaN	2227471687	179.499167	NaN	355093754.1	8854737712	13925846000	5858374023	7965291654	10948051122	17218000000	7012968257	9592245072	23974737770	23974737770	2536.959147	-1960648147	-3083511341	NaN	7193100000	8866912465	11402693560	11416036116	17954000000	7362907005	9947804441	24999561036	3020	1947.343311	2630.997569	6610	538966051.9	847631909.9	9208706739	467984994	736000000	341794274.1	1908830038	3002017000	1626953418	1901939584	2991180384	1445030177	-725332606.8	1.5727	1.57272202	0.71817261	0.456649463	0.870427279	NaN	2
18064972932	8.6922E+12	8010697273	4.1476E+12	1.85184E+13	4.4594E+12	1.03644E+13	2538837972	5.4682E+12	1.4352E+12	8593661494	1.85092E+13	5774615639	4.1409E+12	10847610292	2.33638E+13	7088953516	5.0836E+12	12589910020	6824003251	4.8936E+12	1689297090	394978015.3	NaN	3116498242	NaN	491435226	NaN	5596860232	26612158369	18247504241	6673892619	6673892619	1.04892E+13	495.9798459	-1.2655E+12	-5.955E+11	25976358284	5.59484E+13	15914307402	1.14124E+13	30210091837	6.50671E+13	18293979126	1.31189E+13	83491527464	83491527464	1342005.818	8812807013	1.89812E+13	NaN	20701000000	1.49159E+13	27183704399	30220091837	6.50886E+13	18301047416	1.31238E+13	83519164429	2780	1872.116726	1342510.254	8540	8987507013	1.93575E+13	NaN	10000000	21538200000	NaN	4233733552	9.1187E+12	1.7065E+12	162400000	3.4978E+11	80081920261	1.79696E+12	2153.82	2153.82	779.3257828	0.361834221	759.6234552	NaN	2
609026816.3	1356513757	206316869.4	NaN	412633738.8	372053107.7	1257914455	147530291	295060582.1	382696585.3	87277967.37	174555934.7	89945117.22	179890234.4	167942028.1	335884056.1	162301920.6	324603841.3	648808935.2	585360856.3	1170721713	60097859.38	2649377.408	NaN	118247775.5	NaN	NaN	NaN	-73372654.61	882226832.2	756130542.7	-7195175.365	-7195175.365	1096705288	103.080854	72310764.25	-47091712.03	964281254.3	1928562509	939011069.6	1878022139	1114874608	2229749216	1081553523	2163107046	1825017017	1825017017	7412.978226	116793542.5	233587085	NaN	939745000	1903298578	1043198613	1000474608	2000949216	983504664.4	1967009329	1637747574	3580	3370.475203	6740.950407	5610	53604118.19	107208236.4	NaN	-114400000	-228800000	NaN	150593353.5	301186707	285084907	51200000	102400000	89837016	-259808468.8	2	2	1.221769	0.6108845	1.464605	100	1
1214237491	NaN	NaN	NaN	623214297	NaN	NaN	39025000	39025000	42652000	NaN	NaN	NaN	NaN	484434000	484434000	394387652.6	504423000	4113372000	3319682199	4357348000	NaN	2968283.948	NaN	712502858.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.9664876	NaN	NaN	4636831000	4636831000	3744294830	4904423000	4868136000	4868136000	3952316191	5126162000	NaN	NaN	80600.03145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	231305000	231305000	221739000	NaN	NaN	NaN	NaN	1	1	NaN	NaN	NaN	NaN	3
3394561951	8914207156	1240521477	3437558630	10978683542	3750885353	8379545559	1126110135	9083204348	3778852131	1110279786	8955516751	1292289049	4298295005	2508499326	20233555561	2539822737	8329809683	4197558170	4457740740	11425427880	529743898	68859281.34	NaN	843297598.8	39651070.76	2246983067	114532464.2	907833800.7	6042908343	6581872001	-884966656.3	-770434192.1	9281459283	295.9012979	NaN	NaN	7832167631	63174264108	8316103911	23534089694	9549196302	77023817369	9777941879	26030239789	34501536008	34501536008	2845.875327	1690968454	13639351553	4652799077	10585000000	26397491916	9396929046	9172840080	73988128089	9375012917	24989446680	33141749560	1030	1024.966276	2732.085848	3620	1898612928	15314211879	25356698807	-376356221.3	-3035689281	-1040793109	1717028671	13849553261	2496150094	584005044.7	4710584690	1615034884	367252127.1	8.066	8.0660625	2.232475022	0.276775976	2.570795327	100	1
1.3346E+11	1.93598E+11	1.40607E+11	2.03476E+11	3.47975E+11	2.03476E+11	1.49897E+11	43205834018	1.05163E+11	70255136550	1.36968E+11	3.33381E+11	1.10966E+11	2.03013E+11	2.21562E+11	5.39282E+11	1.7532E+11	3.20749E+11	4.92115E+11	4.28444E+11	7.83837E+11	37586997418	2341191034	NaN	96178948532	10928703488	20360541034	2274456570	51085906739	7.29415E+11	6.13935E+11	58555173342	60829629912	1.96849E+11	158.6877357	2037248	9201146884	7.56883E+11	1.84225E+12	6.42165E+11	1.17484E+12	8.82185E+11	2.14724E+12	7.39613E+11	1.35312E+12	1.58264E+12	1.58264E+12	7275.360504	1.74797E+11	4.25455E+11	NaN	7.4139E+11	1.35637E+12	7.36539E+11	8.56882E+11	2.08565E+12	7.18316E+11	1.31416E+12	1.53725E+12	3960	3862.185902	7065.869108	8270	1.53052E+11	3.72528E+11	NaN	-25302793755	-61587000000	NaN	1.25302E+11	3.04986E+11	1.78281E+11	3547697391	8635095450	NaN	3250675610	2.434	2.434390036	1.356743033	0.557412914	1.571318409	NaN	2
