Time required to build a warehouse (days)	Procedures to build a warehouse (number)	Investment in energy with private participation (current US$)	Investment in telecoms with private participation (current US$)	Investment in transport with private participation (current US$)	Investment in water and sanitation with private participation (current US$)	Scientific and technical journal articles	Patent applications, nonresidents	Patent applications, residents	Trademark applications, aggregate direct	Trademark applications, Madrid	Trademark applications, direct nonresident	Trademark applications, direct resident	Trademark applications, total	CPIA business regulatory environment rating (1=low to 6=high)	CPIA debt policy rating (1=low to 6=high)	CPIA economic management cluster average (1=low to 6=high)	CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)	CPIA quality of budgetary and financial management rating (1=low to 6=high)	CPIA financial sector rating (1=low to 6=high)	CPIA fiscal policy rating (1=low to 6=high)	CPIA gender equality rating (1=low to 6=high)	CPIA building human resources rating (1=low to 6=high)	IDA resource allocation index (1=low to 6=high)	CPIA macroeconomic management rating (1=low to 6=high)	CPIA quality of public administration rating (1=low to 6=high)	CPIA equity of public resource use rating (1=low to 6=high)	CPIA property rights and rule-based governance rating (1=low to 6=high)	CPIA social protection rating (1=low to 6=high)	CPIA public sector management and institutions cluster average (1=low to 6=high)	CPIA efficiency of revenue mobilization rating (1=low to 6=high)	CPIA policies for social inclusion/equity cluster average (1=low to 6=high)	CPIA structural policies cluster average (1=low to 6=high)	CPIA trade rating (1=low to 6=high)	CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)	Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)	Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)	Air transport, registered carrier departures worldwide	Air transport, freight (million ton-km)	Air transport, passengers carried	Road sector diesel fuel consumption (kt of oil equivalent)	Road sector diesel fuel consumption per capita (kg of oil equivalent)	Road density (km of road per 100 sq. km of land area)	Road sector energy consumption (kt of oil equivalent)	Road sector energy consumption per capita (kg of oil equivalent)	Road sector energy consumption (% of total energy consumption)	Roads, goods transported (million ton-km)	Roads, paved (% of total roads)	Roads, passengers carried (million passenger-km)	Road sector gasoline fuel consumption (kt of oil equivalent)	Road sector gasoline fuel consumption per capita (kg of oil equivalent)	Roads, total network (km)	Railways, goods transported (million ton-km)	Railways, passengers carried (million passenger-km)	Rail lines (total route-km)	Liner shipping connectivity index (maximum value in 2004 = 100)	Container port traffic (TEU: 20 foot equivalent units)	Motor vehicles (per 1,000 people)	Passenger cars (per 1,000 people)	Vehicles (per km of road)	Mobile cellular subscriptions	Mobile cellular subscriptions (per 100 people)	Telephone lines	Telephone lines (per 100 people)	Fixed broadband Internet subscribers	Fixed broadband Internet subscribers (per 100 people)	Secure Internet servers	Secure Internet servers (per 1 million people)	Internet users	Internet users (per 100 people)	Daily newspapers (per 1,000 people)	Lead time to export, median case (days)	Lead time to import, median case (days)	Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)	Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)	Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)	Logistics performance index: Competence and quality of logistics services (1=low to 5=high)	Logistics performance index: Overall (1=low to 5=high)	Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)	Logistics performance index: Ability to track and trace consignments (1=low to 5=high)	Income
NaN	NaN	NaN	NaN	NaN	NaN	15587.9	20274	2559	NaN	5627	15538	37112	58277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	324939	1898.071	41596552	6681	331.9355704	NaN	23431	1164.134463	20.60424818	162300	41.57	288158	14168	703.9160547	810641	42300	NaN	NaN	26.57992447	5057346	653	528	16	16480000	81.97446237	10370000	51.58223148	1012000	5.033868684	8224	408.5972356	NaN	NaN	155.0727849	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	4716	266	2248	NaN	7493	1049	7336	15878	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	137049	502.302	7619372	5439	665.5681142	NaN	7841	959.4998315	24.10896823	NaN	NaN	NaN	2160	264.3182803	NaN	19027	8259	5359	NaN	NaN	599	503	NaN	7992000	97.6354316	3821000	46.67980282	870000	10.62848167	1586	194.0781447	4443118.168	54.37024785	311.3875392	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	109000000	NaN	NaN	110.1	NaN	NaN	NaN	1960	522	517	2999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11090	34.361	1007000	529	63.68506591	68	1090	131.2225366	8.619725697	6965	49.38999939	10279	436	52.48901463	59141	7551	654	2122	NaN	NaN	66	53	9	1456523	17.17665126	1013400	11.95093959	NaN	NaN	3	0.361162945	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	6000000	NaN	NaN	3.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44	NaN	NaN	NaN	NaN	10.43999958	NaN	NaN	NaN	12322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100560	1.428503648	27744	0.394116997	0	0	2	0.284109715	24572.22989	0.349060462	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	6625.4	122	514	NaN	7703	1787	20831	30321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	154218	712.952	3264582	6305	605.0203543	493	8534	818.912562	14.49155167	54856	78	NaN	1932	185.3924385	150567	8725	8676	3536	73.16100647	7279638	530	468	37	9131705	88.16946193	4801000	46.35515347	1619944	15.64106493	946	90.77704285	5578276.43	53.52848187	164.6769648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	4200000	NaN	NaN	30.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	122	16.49097693	17	474	64.07150055	19.02429451	NaN	9.5	NaN	325	43.93088118	19000	NaN	NaN	NaN	10.12548895	NaN	NaN	NaN	NaN	459322	6.208744678	72789	0.983903049	81	0.001094893	NaN	NaN	87484.20322	1.182540965	0.364781734	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	420000000	0	NaN	186.7	268	48	NaN	NaN	1889	3918	5807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7403	180.432	1650276	598	4.313534802	NaN	951	6.859818724	4.219337584	NaN	NaN	NaN	271	1.954795872	NaN	895.499	4341	2855	5.203887554	714420	2	1	NaN	2781560	2.006414024	830950	0.599386579	0	0	3	0.021639807	275930.8387	0.199036334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	117800000	587500000	NaN	NaN	807.8	133	263	NaN	5413	1086	5974	12473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7848	2.558	476277	1197	153.8330848	NaN	2139	274.8947104	11.36505041	9015	NaN	13029	559	71.84017912	NaN	5212	2628	4259	6.167707581	NaN	359	313	NaN	4729731	60.72180897	2726800	35.00753609	6651	0.085387679	46	5.911714203	1412178.334	18.14868416	78.97533227	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	35.5	NaN	NaN	NaN	NaN	2493	300	2793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32488	416.514	2284547	225	334.9410504	507	718	1068.834107	10.30185142	NaN	79.7391063	NaN	454	675.8366083	3603	NaN	NaN	NaN	5.387982334	NaN	409	349	81	649764	96.72561629	191553	28.51509468	14956	2.226390378	29	43.17017983	144150.8322	21.45868051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	0	NaN	NaN	14	346	50	NaN	3286	700	267	4253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	471	124.5584258	NaN	768	203.101637	15.94656572	NaN	NaN	NaN	275	72.72519555	NaN	612	53	1001	NaN	NaN	113	102	NaN	1407441	37.22051707	951526	25.16360524	6637	0.175518954	15	3.966828848	584937.196	15.46897162	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	148000000	NaN	NaN	496.8	200	1065	NaN	4387	1027	2410	7824	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6211	1.152	274185	680	69.21493671	45	1285	130.795873	4.780839971	13969	87	9382	519	52.82728257	93310	40331	13893	5498	NaN	NaN	NaN	174	NaN	2239287	22.68296241	3175886	32.17028578	750	0.00759716	4	0.407146687	NaN	NaN	81.26163138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	1	16	NaN	NaN	NaN	732	81	813	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.19175995	NaN	NaN	NaN	NaN	75000	27.28711502	33716	12.2668316	2827	1.028542322	60	212.3142251	15924.04568	5.634835698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.538336198	NaN	NaN	NaN	NaN	49000	76.67631641	53850	84.26570691	NaN	NaN	80	1263.823065	38976.21356	61.5737971	263.8660771	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	25900000	96800000	NaN	NaN	31.7	NaN	NaN	NaN	NaN	3105	1135	4240	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25764	24.371	1824313	428	47.64599294	6	1063	118.3357255	28.99677435	NaN	7.342	NaN	556	61.89526186	62641	NaN	NaN	NaN	NaN	NaN	49	15	7	1800789	20.04681775	625428	6.962415438	8723	0.097106541	16	1.781158615	398834.7418	4.439924601	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	1971740000	4660800000	224200000	255030000	9573	15314	3958	NaN	NaN	13855	80184	94039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	486025	1499.485	35263795	25847	140.5695616	21	47592	258.8302928	22.6921922	NaN	NaN	NaN	13073	71.09784034	1751868	202533	NaN	NaN	25.82729201	5056814	171	136	18	65605000	35.67944477	39578903	21.52508626	3157466	1.71719585	2001	10.88248899	35071405.33	19.07367227	35.54731992	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	29.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	372	NaN	NaN	NaN	NaN	100	NaN	NaN	NaN	1600	NaN	NaN	NaN	5.470975349	NaN	399	365	63	200138	74.13973854	135732	50.28098108	29630	10.97622867	39	144.4728039	134433.606	49.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	14.8	31	NaN	NaN	NaN	742	51	793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13322	131.441	1079578	108	303.4193677	NaN	328	921.4958575	12.63700361	NaN	79.098	NaN	202	567.5065952	3368.7	NaN	NaN	NaN	3.908155588	NaN	470	441	51	202454	56.87820803	83100	23.34643468	6262	1.759270445	5	14.04719295	105770.6129	29.71560414	68.3626062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	5.4	NaN	NaN	NaN	718	207	7	932	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2306	0.246	45456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31	24	NaN	19138	2.979140722	30285	4.714352428	0	0	NaN	NaN	20280.46648	3.156984196	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	17000000	NaN	NaN	63.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7885	0.299	212951	165	89.08118427	4	488	263.4643511	26.27601554	NaN	33.20000076	NaN	297	160.3461317	24455	NaN	NaN	NaN	NaN	NaN	97	41	7	522840	28.22739781	131774	7.114293319	0	0	1	0.539885965	61214.57985	3.304889253	41.47324277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	0	NaN	NaN	6.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60000	1.518110681	10000	0.253018447	0	0	NaN	NaN	8829.450907	0.223401395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	24232.3	32970	5231	NaN	NaN	22169	17719	39888	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	988755	1656.579	40701307	9531	297.8902954	14	42161	1317.737146	15.75411772	NaN	39.86999893	NaN	29906	934.7085482	1408900	254605.1536	NaN	30726.24799	39.66542749	3926147	NaN	NaN	NaN	15020000	47.02036605	20563000	64.37282204	5416000	16.95488033	15441	482.6066573	21068712.44	65.85001545	174.5577536	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	8674.1	434	1742	NaN	10146	4220	9276	23642	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	144703	1089.934	9287315	1547	209.347565	173	5479	741.4449312	21.00108118	15000	100	96845	3707	501.6492718	71214	9313	12375	3140	3.526768802	NaN	559	516	58	6274763	85.2406751	5253450	71.36646031	1227397	16.67380089	2821	381.7514421	4990914.618	67.53948432	420.0448941	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
