Time required to build a warehouse (days)	Procedures to build a warehouse (number)	Investment in energy with private participation (current US$)	Investment in telecoms with private participation (current US$)	Investment in transport with private participation (current US$)	Investment in water and sanitation with private participation (current US$)	Scientific and technical journal articles	Patent applications, nonresidents	Patent applications, residents	Trademark applications, aggregate direct	Trademark applications, Madrid	Trademark applications, direct nonresident	Trademark applications, direct resident	Trademark applications, total	CPIA business regulatory environment rating (1=low to 6=high)	CPIA debt policy rating (1=low to 6=high)	CPIA economic management cluster average (1=low to 6=high)	CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)	CPIA quality of budgetary and financial management rating (1=low to 6=high)	CPIA financial sector rating (1=low to 6=high)	CPIA fiscal policy rating (1=low to 6=high)	CPIA gender equality rating (1=low to 6=high)	CPIA building human resources rating (1=low to 6=high)	IDA resource allocation index (1=low to 6=high)	CPIA macroeconomic management rating (1=low to 6=high)	CPIA quality of public administration rating (1=low to 6=high)	CPIA equity of public resource use rating (1=low to 6=high)	CPIA property rights and rule-based governance rating (1=low to 6=high)	CPIA social protection rating (1=low to 6=high)	CPIA public sector management and institutions cluster average (1=low to 6=high)	CPIA efficiency of revenue mobilization rating (1=low to 6=high)	CPIA policies for social inclusion/equity cluster average (1=low to 6=high)	CPIA structural policies cluster average (1=low to 6=high)	CPIA trade rating (1=low to 6=high)	CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)	Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)	Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)	Air transport, registered carrier departures worldwide	Air transport, freight (million ton-km)	Air transport, passengers carried	Road sector diesel fuel consumption (kt of oil equivalent)	Road sector diesel fuel consumption per capita (kg of oil equivalent)	Road density (km of road per 100 sq. km of land area)	Road sector energy consumption (kt of oil equivalent)	Road sector energy consumption per capita (kg of oil equivalent)	Road sector energy consumption (% of total energy consumption)	Roads, goods transported (million ton-km)	Roads, paved (% of total roads)	Roads, passengers carried (million passenger-km)	Road sector gasoline fuel consumption (kt of oil equivalent)	Road sector gasoline fuel consumption per capita (kg of oil equivalent)	Roads, total network (km)	Railways, goods transported (million ton-km)	Railways, passengers carried (million passenger-km)	Rail lines (total route-km)	Liner shipping connectivity index (maximum value in 2004 = 100)	Container port traffic (TEU: 20 foot equivalent units)	Motor vehicles (per 1,000 people)	Passenger cars (per 1,000 people)	Vehicles (per km of road)	Mobile cellular subscriptions	Mobile cellular subscriptions (per 100 people)	Telephone lines	Telephone lines (per 100 people)	Fixed broadband Internet subscribers	Fixed broadband Internet subscribers (per 100 people)	Secure Internet servers	Secure Internet servers (per 1 million people)	Internet users	Internet users (per 100 people)	Daily newspapers (per 1,000 people)	Lead time to export, median case (days)	Lead time to import, median case (days)	Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)	Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)	Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)	Logistics performance index: Competence and quality of logistics services (1=low to 5=high)	Logistics performance index: Overall (1=low to 5=high)	Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)	Logistics performance index: Ability to track and trace consignments (1=low to 5=high)	Income
147	15	NaN	NaN	NaN	NaN	15972.4	21302	2555	NaN	8009	17854	38550	64413	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	342509	2444.586	44657324	6895	338.0763724	NaN	23903	1172.014435	19.98706138	168630	NaN	290280	14520	711.9461824	NaN	46164	1290	9528	28.01811096	5191013	662	534	NaN	18420000	90.27854017	10120000	49.59928483	2016000	9.880648045	10158	498.068135	12854217.6	63.02693628	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
194	12	NaN	NaN	NaN	NaN	4567.9	235	2270	NaN	7649	1018	7565	16232	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	141968	537.472	8037890	5627	683.8985108	126	7978	969.6360972	23.49876735	16.89999962	100	NaN	2078	252.5575094	105660	17060	8586	5781	NaN	NaN	549	505	43	8665000	105.257455	3739000	45.41922957	1174000	14.2610793	1906	231.6528455	4774673.68	58.03078406	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
212	30	NaN	123000000	NaN	NaN	115.9	6	281	NaN	2238	823	774	3835	3.5	4.5	4.5	3	4	3	4.5	4	3	3.65	4.5	3	3.5	3	3.5	3.2	3.5	3.4	3.5	4	2.5	NaN	NaN	12470	11.916	1134300	920	109.6301769	NaN	1670	199.0026037	12.03970392	7536	NaN	10892	610	72.68957381	NaN	NaN	789	2122	NaN	NaN	72	57	NaN	2242000	26.1064926	1094200	12.74117939	2184	0.025431124	4	0.476652943	689640.7658	8.217982517	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
135	22	NaN	0	NaN	NaN	2.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.5	3	3.333333333	2.5	2.5	3	3.5	3.5	3	2.966666667	3.5	2.5	3	2.5	3	2.7	3	3	2.833333333	3	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	153000	2.109930408	31100	0.428881279	0	0	1	0.137903948	39313.07788	0.542142866	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
169	12	NaN	NaN	NaN	NaN	6847	105	517	NaN	7935	4092	26573	38600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	151939	705.13	3340509	6195	591.2039728	496	8239	786.2678825	14.03942514	48944	78.21199799	129016	1762	168.1519613	151372	9157	9150	3542	74.16797654	7889994	534	469	37	9604695	92.22683163	4794583	46.03885902	2010584	19.30616142	1235	117.8590648	5813211.464	55.47689608	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
384	12	590000000	5800000	NaN	NaN	27.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	3.5	4	3.5	4	3.5	4	3	3.5	3.65	4.5	3	3	3	3	3.4	3.5	3.2	4	4.5	3.5	NaN	NaN	NaN	NaN	NaN	117	15.32666025	NaN	479	62.74760907	19.1581225	NaN	NaN	NaN	335	43.88402722	NaN	NaN	NaN	NaN	10.22824109	NaN	NaN	NaN	NaN	596267	7.810924555	76267	0.999075553	196	0.002567543	1	0.130997096	97027.45148	1.271031439	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
241	11	NaN	473000000	0	NaN	195.1	294	50	NaN	NaN	1252	3372	4624	3.5	4.5	4	3	3	3	3.5	4	4	3.416666667	4	3	3.5	3	3.5	2.9	3	3.6	3.166666667	3	2.5	NaN	NaN	7399	183.493	1634473	717	5.100011365	NaN	1131	8.044787802	4.736568676	NaN	NaN	NaN	289	2.055653116	NaN	896	4340	2855	5.071580342	808924	2	1	NaN	9000000	6.401687906	1070000	0.761089562	0	0	3	0.02133896	339712.8949	0.241637326	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
108	19	2342100000	816900000	2120000	NaN	766.5	52	261	NaN	6609	1252	6757	14618	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9691	3.105	653703	1317	170.1572372	36	2313	298.8410703	11.63139257	11843	98.40000153	13688	544	70.2851458	40231	5166	2389	4163	5.607170849	NaN	376	328	72	6244922	80.69297329	2490022	32.17450574	165469	2.138086848	67	8.65644259	1545501.266	19.96797459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	33.3	NaN	NaN	NaN	NaN	3011	323	3334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	314	433.2187741	522	839	1157.549527	11.18614614	NaN	80.31283711	NaN	481	663.6249374	3708	NaN	NaN	NaN	4.341804014	NaN	427	364	84	767103	105.8354845	193520	26.69952139	21432	2.956925085	35	48.28871686	154410.9518	21.30373351	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
482	15	NaN	0	NaN	NaN	26.1	306	66	NaN	3806	902	295	5003	3.5	4	3.833333333	3	3.5	4	3.5	4	3.5	3.591666667	4	3	3	3	3.5	3.3	4	3.4	3.833333333	4	3	NaN	NaN	NaN	NaN	NaN	474	125.3636273	43	760	201.004972	15.05781508	NaN	52.29999924	NaN	264	69.82277973	21846	1173	366	1000	NaN	NaN	114	100	20	1594367	42.16785449	968857	25.62435186	13702	0.362390806	13	3.438242941	806362.7781	21.326701	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
339	15	NaN	187600000	NaN	NaN	490.6	296	1166	NaN	5414	1046	2510	8970	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5407	1.157	281877	738	75.49415682	46	1354	138.5082498	5.038488245	15045	88.63999939	9231	523	53.50060165	94797	43559	1031	5498	NaN	NaN	NaN	181	NaN	4099500	41.72475767	3284272	33.4273578	1564	0.01591841	5	0.511478027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
91	8	NaN	NaN	NaN	NaN	3	33	NaN	NaN	NaN	693	71	764	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.593961943	NaN	NaN	NaN	NaN	96000	34.17014597	33770	12.02006072	5022	1.787525761	75	257.0253598	25876.02952	8.86772773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.569579432	NaN	NaN	NaN	NaN	52720	82.20801497	52471	81.81974115	18487	28.82738188	109	1713.836478	41971.20329	65.992458	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
191	14	126700000	49000000	NaN	NaN	39	NaN	NaN	NaN	NaN	3732	1275	5007	3	4	4	3.5	3.5	3.5	4	3.5	4	3.708333333	4	3.5	4	2.5	NaN	3.3	4	NaN	3.833333333	5	3	NaN	NaN	25644	25.295	1892343	489	53.46216732	NaN	1067	116.6546677	20.4288058	NaN	6.913	NaN	421	46.0277555	67076	1057	286	NaN	NaN	NaN	NaN	NaN	NaN	2421402	26.4730877	646291	7.065872715	12973	0.141833271	22	2.405250881	478149.0693	5.227583957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
375	17	4108990000	5798300000	376500000	1464000	9896.7	16100	3905	NaN	NaN	16177	83133	99310	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	514700	1530.675	37661733	25712	138.2462483	NaN	48147	258.8729821	22.34772841	NaN	NaN	NaN	13072	70.28449585	NaN	221211	NaN	29314	31.49076191	5652149	178	141	NaN	86210336	46.3528917	39852600	21.42763081	3233800	1.738724011	2637	14.17841306	39099569.36	21.02274725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	17.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.77009148	NaN	NaN	NaN	NaN	206190	76.22466294	134878	49.8619239	31942	11.80837181	56	207.0217336	151673.3438	56.07085461	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	13	26	NaN	NaN	NaN	790	56	846	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11808	134.136	977516	107	294.6659947	63	320	881.2440964	12.60202223	NaN	78.411	NaN	196	539.762009	3426.27	NaN	NaN	NaN	3.456054412	NaN	452	423	49	232900	64.13804689	83890	23.10236476	8126	2.237809227	5	13.76943901	132417.8564	36.46639195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
180	22	NaN	NaN	NaN	NaN	1.9	NaN	NaN	NaN	909	237	1	1147	3.5	4	4	4.5	3.5	3	4	4.5	4.5	3.791666667	4	4	4	3.5	3.5	3.8	4	4.2	3.166666667	3	4	NaN	NaN	2467	0.253	49092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34	27	NaN	36000	5.460394696	33000	5.005361804	0	0	NaN	NaN	25363.70547	3.847106745	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
115	21	NaN	19000000	NaN	NaN	48.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8181	0.315	229987	167	89.03470914	4	495	263.9052756	25.67380779	NaN	32.59999847	NaN	301	160.4757332	25798	NaN	NaN	NaN	NaN	NaN	101	45	7	563782	30.05758466	136463	7.275415278	1600	0.085302715	NaN	NaN	61194.84516	3.262554036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
203	18	NaN	0	NaN	NaN	8.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	1.5	2.5	2.5	2	2.5	3	2.5	2	2.391666667	3	2	2	2	2	2.2	2.5	2.2	2.666666667	3.5	2.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100000	2.48887473	10000	0.248887473	0	0	NaN	NaN	10775.77774	0.268195609	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
83	12	NaN	NaN	NaN	NaN	25861.6	34705	5183	NaN	NaN	23055	18777	41832	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1018480	1526.819	45229860	9846	304.716514	NaN	42292	1308.86358	15.53674148	NaN	NaN	NaN	29751	920.7415202	NaN	338661	2790	57671	39.80834119	4163424	NaN	NaN	NaN	17016600	52.71004029	18148000	56.21462638	7004000	21.69535173	18389	569.1074523	23134293.76	71.59660113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
154	13	NaN	NaN	NaN	NaN	8766.8	455	1643	NaN	13216	4479	9393	27088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	134839	1109.641	9662619	1694	227.7764967	173	5514	741.4165305	21.27633221	15753	100	97996	3594	483.2519061	71296	11394	14277	3252	3.397458464	NaN	563	519	59	6834233	92.16758663	5149736	69.45018393	1669217	22.51133411	3516	472.7639683	5197919.907	69.89161667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
155	17	311000000	112870000	434600000	54000000	1559.3	2646	361	NaN	NaN	7374	26383	33757	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93003	1053.819	5939020	2903	178.0793028	NaN	5287	324.321486	19.08251334	NaN	21.038	NaN	2106	129.1887742	80651.11	5783	1571	7928	15.53179537	1804236	147	98	30	10569572	64.83713442	3435888	21.07683567	708525	4.346318911	343	21.04071679	5082119.652	31.17534703	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
