Time required to build a warehouse (days)	Procedures to build a warehouse (number)	Investment in energy with private participation (current US$)	Investment in telecoms with private participation (current US$)	Investment in transport with private participation (current US$)	Investment in water and sanitation with private participation (current US$)	Scientific and technical journal articles	Patent applications, nonresidents	Patent applications, residents	Trademark applications, aggregate direct	Trademark applications, Madrid	Trademark applications, direct nonresident	Trademark applications, direct resident	Trademark applications, total	CPIA business regulatory environment rating (1=low to 6=high)	CPIA debt policy rating (1=low to 6=high)	CPIA economic management cluster average (1=low to 6=high)	CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)	CPIA quality of budgetary and financial management rating (1=low to 6=high)	CPIA financial sector rating (1=low to 6=high)	CPIA fiscal policy rating (1=low to 6=high)	CPIA gender equality rating (1=low to 6=high)	CPIA building human resources rating (1=low to 6=high)	IDA resource allocation index (1=low to 6=high)	CPIA macroeconomic management rating (1=low to 6=high)	CPIA quality of public administration rating (1=low to 6=high)	CPIA equity of public resource use rating (1=low to 6=high)	CPIA property rights and rule-based governance rating (1=low to 6=high)	CPIA social protection rating (1=low to 6=high)	CPIA public sector management and institutions cluster average (1=low to 6=high)	CPIA efficiency of revenue mobilization rating (1=low to 6=high)	CPIA policies for social inclusion/equity cluster average (1=low to 6=high)	CPIA structural policies cluster average (1=low to 6=high)	CPIA trade rating (1=low to 6=high)	CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)	Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)	Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)	Air transport, registered carrier departures worldwide	Air transport, freight (million ton-km)	Air transport, passengers carried	Road sector diesel fuel consumption (kt of oil equivalent)	Road sector diesel fuel consumption per capita (kg of oil equivalent)	Road density (km of road per 100 sq. km of land area)	Road sector energy consumption (kt of oil equivalent)	Road sector energy consumption per capita (kg of oil equivalent)	Road sector energy consumption (% of total energy consumption)	Roads, goods transported (million ton-km)	Roads, paved (% of total roads)	Roads, passengers carried (million passenger-km)	Road sector gasoline fuel consumption (kt of oil equivalent)	Road sector gasoline fuel consumption per capita (kg of oil equivalent)	Roads, total network (km)	Railways, goods transported (million ton-km)	Railways, passengers carried (million passenger-km)	Rail lines (total route-km)	Liner shipping connectivity index (maximum value in 2004 = 100)	Container port traffic (TEU: 20 foot equivalent units)	Motor vehicles (per 1,000 people)	Passenger cars (per 1,000 people)	Vehicles (per km of road)	Mobile cellular subscriptions	Mobile cellular subscriptions (per 100 people)	Telephone lines	Telephone lines (per 100 people)	Fixed broadband Internet subscribers	Fixed broadband Internet subscribers (per 100 people)	Secure Internet servers	Secure Internet servers (per 1 million people)	Internet users	Internet users (per 100 people)	Daily newspapers (per 1,000 people)	Lead time to export, median case (days)	Lead time to import, median case (days)	Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)	Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)	Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)	Logistics performance index: Competence and quality of logistics services (1=low to 5=high)	Logistics performance index: Overall (1=low to 5=high)	Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)	Logistics performance index: Ability to track and trace consignments (1=low to 5=high)	Income
NaN	NaN	NaN	NaN	NaN	NaN	13623.3	13221	1797	NaN	NaN	10154	14772	24926	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	371200	1833.699951	30075100	5236	285.9483371	NaN	20543	1121.893944	20.76178562	NaN	38.70000076	NaN	13054	712.9048113	913000	26368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3990000	21.77990754	9170000	50.05557697	NaN	NaN	NaN	NaN	600013.8871	3.276794752	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	3646.2	449	1909	NaN	11171	1985	5031	18187	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118100	192.1000061	4718600	3129	393.139002	NaN	5545	696.6940767	19.55613878	11500	100	NaN	2220	278.928918	129055	13909	9689	5672	NaN	NaN	NaN	NaN	NaN	598708	7.521018875	3901600	49.01221838	NaN	NaN	NaN	NaN	550001.3818	6.910418483	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	20000000	NaN	NaN	118.2	17	165	NaN	2133	552	28	2713	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19500	27.60000038	1232900	0	0	NaN	778	100.2189875	6.601158512	480	NaN	NaN	737	94.93752415	NaN	2778	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17000	0.216689971	645068	8.222339206	NaN	NaN	NaN	NaN	498.5368569	0.006421961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	7.9	4	1	NaN	NaN	72	6	78	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1000	NaN	9400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14480	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	561	0.009136424	15181	0.247237168	NaN	NaN	NaN	NaN	49.3426295	0.000803592	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	5554.4	310	776	NaN	11638	3937	20437	36012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	164700	590.9000244	5173600	4219	415.3934024	NaN	7242	713.0312918	12.7628109	31432	80.69999695	NaN	2739	269.675878	144913	8454	6788	3380	NaN	NaN	NaN	NaN	NaN	478172	4.73522389	4623685	45.78725578	NaN	NaN	NaN	NaN	299755.9075	2.951330322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	13.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1500	16.39999962	75100	61	10.47752614	NaN	165	28.34084938	7.671610438	NaN	20	NaN	95	16.31745874	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2707	0.046496169	32679	0.561303404	NaN	NaN	NaN	NaN	98.5720393	0.0016931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	165400000	NaN	NaN	156.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13100	135.6999969	1252000	456	3.802259746	NaN	695	5.795110798	4.346240124	NaN	8.399999619	NaN	209	1.742702384	196413	782.429	3753.614	2706.1	NaN	NaN	NaN	NaN	NaN	4000	0.003335316	316081	0.26355747	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	26500000	NaN	NaN	954.1	407	316	NaN	4515	1285	2243	8043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13600	23.89999962	718200	352	42.09103478	NaN	1343	160.5916469	5.850981725	NaN	92	NaN	932	111.4455807	36720	7549	5085	3979	NaN	NaN	NaN	NaN	NaN	26588	0.321382384	2647459	32.00115411	NaN	NaN	NaN	NaN	60000.10879	0.717462121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	36.8	NaN	NaN	NaN	NaN	1949	154	2103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15400	105.8000031	1200300	114	198.2905269	NaN	427	742.7197807	8.600289751	NaN	75.80000305	NaN	289	502.6838797	3013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40080	6.971477473	144391	25.11523463	NaN	NaN	NaN	NaN	4847.986562	0.843254219	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	6.6	NaN	NaN	NaN	3697	NaN	NaN	3697	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	203	61.40960144	NaN	335	101.3409679	18.77530112	NaN	52.29999924	NaN	122	36.90626293	21846	21	63	NaN	NaN	NaN	NaN	NaN	NaN	1500	0.045376553	272250	8.235844331	NaN	NaN	NaN	NaN	500.0015126	0.015125563	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	500000000	NaN	NaN	NaN	567.8	361	698	NaN	3925	1039	1068	6032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31800	5.199999809	843000	567	55.80708661	NaN	1459	143.6023622	5.741003161	8658	98.80000305	NaN	792	77.95275591	NaN	28018	11857	NaN	NaN	NaN	NaN	NaN	NaN	6548	0.063918135	2127972	20.77214434	NaN	NaN	NaN	NaN	3001.420967	0.029541545	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	1.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19	NaN	NaN	NaN	2248	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2184	0.964651528	29600	13.0740317	NaN	NaN	NaN	NaN	1998.702273	0.900316339	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7980	12.93333982	48524	78.64378211	NaN	NaN	NaN	NaN	9997.083556	16.17651061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	109000000	162100000	NaN	21.3	NaN	NaN	NaN	NaN	4007	677	4684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31700	46.59999847	1783500	372	48.70625962	NaN	872	114.1716623	21.14175157	NaN	5.5	NaN	426	55.77652311	53153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33400	0.43730889	348595	4.564182412	NaN	NaN	NaN	NaN	14975.93888	0.196081174	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	3071300000	705000000	4357200000	58000000	3813.4	5446	2611	NaN	NaN	12910	56481	69391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	483600	1644.800049	22011500	19731	120.0602225	NaN	40293	245.1769574	23.74624855	NaN	9.300000191	NaN	12213	74.31430224	1980000	128976	NaN	4651	NaN	NaN	NaN	NaN	NaN	2498154	1.520089834	15105886	9.191708654	NaN	NaN	NaN	NaN	740838.3146	0.450789179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	11.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.90000153	NaN	NaN	NaN	1650	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6283	2.377789636	96547	36.53803215	NaN	NaN	NaN	NaN	1029.108555	0.389464214	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	8.3	21	NaN	NaN	NaN	1470	30	1500	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12200	108.0999985	856900	76	255.7303794	NaN	283	952.259176	12.20062133	NaN	NaN	NaN	191	642.690822	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43524	14.64527504	78794	26.51318357	NaN	NaN	NaN	NaN	9817.159582	3.303349927	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	900	NaN	35000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	6074	1.166889837	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	39.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4200	0.200000003	104000	78	48.0383124	NaN	288	177.3722304	19.83536646	NaN	NaN	NaN	194	119.4799052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	72189	4.445945813	NaN	NaN	NaN	NaN	2556.590625	0.15745423	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	3.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1500	NaN	75100	NaN	NaN	NaN	NaN	NaN	NaN	60	2.099999905	NaN	NaN	NaN	24307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1071	0.031440347	9704	0.284871263	NaN	NaN	NaN	NaN	199.2604474	0.005849503	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	23841.8	24987	2583	NaN	NaN	15446	17895	33341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	305800	1781	22856000	7577	255.3594478	NaN	36361	1225.435513	15.40078035	NaN	NaN	NaN	26089	879.2493908	NaN	146799	NaN	26560	NaN	NaN	NaN	NaN	NaN	3497779	11.82392249	17974000	60.7594656	NaN	NaN	NaN	NaN	1999829.101	6.739808038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	7568.4	718	2504	NaN	10880	3824	6384	21088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	218200	1511.300049	10468300	946	133.7698056	NaN	4793	677.7575882	19.54352156	16289	NaN	NaN	3640	514.7167997	71117	7323	11662	2989	NaN	NaN	NaN	NaN	NaN	662713	9.385589473	4571000	64.73621233	NaN	NaN	NaN	NaN	321249.5796	4.542652624	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
