Time required to build a warehouse (days)	Procedures to build a warehouse (number)	Investment in energy with private participation (current US$)	Investment in telecoms with private participation (current US$)	Investment in transport with private participation (current US$)	Investment in water and sanitation with private participation (current US$)	Scientific and technical journal articles	Patent applications, nonresidents	Patent applications, residents	Trademark applications, aggregate direct	Trademark applications, Madrid	Trademark applications, direct nonresident	Trademark applications, direct resident	Trademark applications, total	CPIA business regulatory environment rating (1=low to 6=high)	CPIA debt policy rating (1=low to 6=high)	CPIA economic management cluster average (1=low to 6=high)	CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)	CPIA quality of budgetary and financial management rating (1=low to 6=high)	CPIA financial sector rating (1=low to 6=high)	CPIA fiscal policy rating (1=low to 6=high)	CPIA gender equality rating (1=low to 6=high)	CPIA building human resources rating (1=low to 6=high)	IDA resource allocation index (1=low to 6=high)	CPIA macroeconomic management rating (1=low to 6=high)	CPIA quality of public administration rating (1=low to 6=high)	CPIA equity of public resource use rating (1=low to 6=high)	CPIA property rights and rule-based governance rating (1=low to 6=high)	CPIA social protection rating (1=low to 6=high)	CPIA public sector management and institutions cluster average (1=low to 6=high)	CPIA efficiency of revenue mobilization rating (1=low to 6=high)	CPIA policies for social inclusion/equity cluster average (1=low to 6=high)	CPIA structural policies cluster average (1=low to 6=high)	CPIA trade rating (1=low to 6=high)	CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)	Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)	Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)	Air transport, registered carrier departures worldwide	Air transport, freight (million ton-km)	Air transport, passengers carried	Road sector diesel fuel consumption (kt of oil equivalent)	Road sector diesel fuel consumption per capita (kg of oil equivalent)	Road density (km of road per 100 sq. km of land area)	Road sector energy consumption (kt of oil equivalent)	Road sector energy consumption per capita (kg of oil equivalent)	Road sector energy consumption (% of total energy consumption)	Roads, goods transported (million ton-km)	Roads, paved (% of total roads)	Roads, passengers carried (million passenger-km)	Road sector gasoline fuel consumption (kt of oil equivalent)	Road sector gasoline fuel consumption per capita (kg of oil equivalent)	Roads, total network (km)	Railways, goods transported (million ton-km)	Railways, passengers carried (million passenger-km)	Rail lines (total route-km)	Liner shipping connectivity index (maximum value in 2004 = 100)	Container port traffic (TEU: 20 foot equivalent units)	Motor vehicles (per 1,000 people)	Passenger cars (per 1,000 people)	Vehicles (per km of road)	Mobile cellular subscriptions	Mobile cellular subscriptions (per 100 people)	Telephone lines	Telephone lines (per 100 people)	Fixed broadband Internet subscribers	Fixed broadband Internet subscribers (per 100 people)	Secure Internet servers	Secure Internet servers (per 1 million people)	Internet users	Internet users (per 100 people)	Daily newspapers (per 1,000 people)	Lead time to export, median case (days)	Lead time to import, median case (days)	Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)	Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)	Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)	Logistics performance index: Competence and quality of logistics services (1=low to 5=high)	Logistics performance index: Overall (1=low to 5=high)	Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)	Logistics performance index: Ability to track and trace consignments (1=low to 5=high)	Income
147	15	NaN	NaN	NaN	NaN	NaN	22478	2409	NaN	9247	10579	39633	59459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.98992613	4.861004837	418400.3077	2380.439	45268487.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64172	1500	8615	28.10866972	6536490.84	NaN	NaN	NaN	22500000	101.0401114	8660000	47.55621243	5165000	23.19431891	39317	1763.109983	16923971.84	75.89293106	NaN	2.64	2.83	3.68	3.78	3.78	3.77	3.84	4.16	3.87	3
194	13	NaN	NaN	NaN	NaN	NaN	249	2424	NaN	3551	914	5910	10375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.254300686	4.782696232	183898.42	429.836	13868655.57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23104	10306	5066	NaN	350461	NaN	NaN	NaN	12241000	145.8365401	3245000	40.4830131	2076000	24.73300035	7182	856.0424355	6309502.195	75.204701	NaN	2	3.74	3.49	3.68	3.78	3.7	3.76	4.08	3.83	3
212	30	NaN	124300000	NaN	NaN	NaN	NaN	NaN	NaN	3310	NaN	NaN	3310	4	4.5	4.333333333	3	3.5	3	4.5	4	4	3.683333333	4	3	4	3	4	3.1	3.5	3.8	3.5	3.5	2.5	3.520622844	4.187419136	10049	7.8207	801096	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8250	917	2079	NaN	NaN	NaN	NaN	NaN	9100113	99.0457981	1506585	16.39769899	460000	5.006648503	46	5.080441053	4226380.18	46.67798994	NaN	7	3	2.14	2.23	3.05	2.48	2.64	3.15	2.65	2
135	22	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.5	3	3.333333333	3	3	2.5	3.5	4	3.5	3.083333333	3.5	2.5	3.5	2.5	3	2.6	3	3.4	3	4	2	2.996924327	2.984401502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1150500	13.72445096	32600	0.388889267	200	0.002385824	2	0.238582372	83828.49	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
169	12	NaN	NaN	NaN	NaN	NaN	140	620	NaN	3628	22171	NaN	25799	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.574209175	6.400146575	142726	1273.683	7263064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5439	10493	3578	84.0018999	10984824	NaN	NaN	NaN	12154041	113.4612221	4639780	43.31358675	3373143	31.48919172	5329	489.0882116	8034049.5	73.73538942	NaN	1.66	1.62	3.83	4.01	3.31	4.13	3.94	4.29	4.22	3
372	12	NaN	401900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5	3.5	3.5	3.5	3.5	3.5	3	3.5	3.5	3.466666667	4	3	3.5	3	3	3.3	3.5	3.4	3.666666667	4	3.5	4.151953344	4.01741466	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.51410208	277680	NaN	NaN	NaN	7074914	79.94350666	133427	1.507668116	3569	0.040328176	1	0.112995729	277001.6196	3.13	NaN	NaN	NaN	2.38	2.48	2.65	2.64	2.79	3.49	3.07	0
201	11	96900000	520500000	NaN	NaN	NaN	276	66	NaN	NaN	2374	7857	10231	3.5	4	4	3	3	3.5	4	4	4	3.483333333	4	3	3.5	3	3.5	3	3	3.6	3.333333333	3	3	3.3597673	3.39124405	12182	84.634	2177309	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	710	7305	2835	7.5464418	1356099	NaN	NaN	NaN	68650000	46.16922196	900000	1.042422346	60000	0.040351833	47	0.316089356	5501608.847	3.7	NaN	1.41	1.41	2.33	2.49	2.99	2.44	2.74	3.46	2.64	0
120	23	200040000	344800000	NaN	NaN	NaN	17	243	NaN	2309	523	4308	7140	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.483039114	3.787219146	31007.61086	2.393239776	2242896.168	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3061	2100	4098	5.461264548	142611	NaN	NaN	NaN	10199942	136.1020835	2222533	29.6561855	1088286	14.52145435	554	73.53049505	3464629.684	45.98482596	NaN	2	3.87	2.5	2.3	3.07	2.85	2.83	3.18	2.96	2
43	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2044	NaN	NaN	2044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.346258349	5.839725979	57763	843.209	5339110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.826719713	289956	NaN	NaN	NaN	1567000	124.1842238	228000	18.06892343	67625	5.35925854	123	97.47708694	694009.25	55	NaN	1	2	3.05	3.36	3.05	3.36	3.37	3.85	3.63	3
255	18	NaN	31600000	NaN	NaN	NaN	9	56	NaN	3887	545	298	4730	4	4	3.833333333	3.5	3.5	4	3.5	4.5	3.5	3.708333333	4	3	3.5	3	3.5	3.3	4	3.7	4	4	3	3.557965954	1.610377676	1761.333333	0.081	132912.3333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1227	59	1026	NaN	NaN	NaN	NaN	NaN	3110233	82.71568494	998615	26.55785715	307489	8.177574878	60	15.95681448	1955277.48	52	NaN	2	2	2.33	2.22	3.1	2.3	2.66	3.18	2.68	2
140	13	625000000	419500000	NaN	NaN	NaN	174	1759	NaN	5349	1425	3921	10695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13416	2.398	888455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46224	7578	5503	NaN	NaN	NaN	NaN	NaN	10332900	107.6857389	4138600	43.13098925	1665889	17.36129139	90	9.483667018	3051343.878	32.15325477	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
91	8	22200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.954982594	31919	NaN	NaN	NaN	194201	62.31841272	30288	9.71931187	8915	2.860791908	104	301.7116333	43627.78	12.65673919	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43	0	231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.57097219	NaN	NaN	NaN	NaN	88200	135.8155865	57800	89.00386505	40100	61.7483562	381	5931.161169	54686.8161	85.13289241	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
249	14	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.5	4.5	4.166666667	3.5	3.5	3.5	4	4	4	3.733333333	4	3	4	2.5	3.5	3.3	4	3.8	3.666666667	5	3.5	2.718444967	2.874489396	35588.77679	13.9518143	1916054.939	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7179293	72.30012259	848202	8.57556847	95937	0.966147622	79	7.955810808	2224286.176	22.4	NaN	15	28.28	2.26	2.24	2.53	2.38	2.51	3.2	2.38	1
469	17	8036400000	9068050000	1440800000	215600000	NaN	19981	2705	NaN	NaN	23205	102449	125654	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.309182366	2.938443633	884755	976.449	77254946	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	267700	NaN	29817	31.65322337	8121324	NaN	NaN	NaN	202944033	104.1024405	42141418	21.61691771	13266310	6.805103986	7941	40.734259	79245740.06	40.65	NaN	2.8	3.88	2.37	3.1	2.91	3.3	3.2	4.14	3.42	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.267726583	5.548331107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.20364702	80424	NaN	NaN	NaN	350061	128.0721909	137486	50.30018549	56190	20.55749256	90	329.2711035	191878.362	70.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
163	31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.460621452	4.481173065	10632	135.539	1827465	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.124092918	89000.08	NaN	NaN	NaN	435104	109.0704903	79901	20.02932919	21699	5.439436478	26	65.17597513	211427.6	53	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
180	22	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	560	NaN	NaN	560	3.5	4.5	4.5	4.5	3.5	3	4.5	4	4.5	3.916666667	4.5	4	4	3.5	3.5	3.9	4	4.1	3.166666667	3	4.5	NaN	NaN	2160	4.88	234274	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	394316	54.31798771	26292	3.621786925	8675	1.195002342	3	4.13257294	98727.84	13.6	NaN	NaN	NaN	2.14	1.83	2.44	2.24	2.38	2.99	2.54	1
145	22	NaN	59000000	NaN	NaN	NaN	NaN	NaN	NaN	674	NaN	NaN	674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.710962663	3.806717226	7681	0.121	290195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	674	NaN	888	NaN	NaN	NaN	NaN	NaN	2363411	117.7616228	137422	6.847322672	11978	0.596827516	17	8.47058589	120416.7	6	NaN	NaN	NaN	2.09	2.09	1.91	2.29	2.32	2.99	2.59	2
203	18	NaN	10000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	3	3.333333333	3	3	2.5	3.5	2.5	2.5	2.75	3.5	2.5	2.5	2	2	2.5	2.5	2.5	2.666666667	3.5	2.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	979232	22.24995802	4700	0.119857734	0	0	NaN	NaN	88021.02	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
73	12	NaN	NaN	NaN	NaN	NaN	30899	4550	NaN	NaN	24771	20449	45220	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.923949558	5.684868895	1235444	2010.594	67325128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	322741	2875	58345	42.38529285	4812867.572	NaN	NaN	NaN	24037372	70.66366699	17021300	50.03822693	10138741	29.80528062	42258	1238.286816	27315324.18	80.04213592	NaN	2.83	3.68	3.71	4.03	3.24	3.99	3.87	4.41	4.01	3
154	13	NaN	NaN	NaN	NaN	NaN	533	1622	NaN	12510	4399	11063	27972	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.14662481	5.237501226	220272.4527	1275.275109	21476757.04	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8725	17609	3543	2.58329039	99048	NaN	NaN	NaN	9644157	125.8319005	4377971	64.03404713	2911504	37.9877766	14614	1867.328686	6430362.802	82.16505353	NaN	2.61	2.62	3.73	4.17	3.32	4.32	3.97	4.2	4.27	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
