Series Name	Series Code	Country Name	Country Code	1960 [YR1960]	1961 [YR1961]	1962 [YR1962]	1963 [YR1963]	1964 [YR1964]	1965 [YR1965]	1966 [YR1966]	1967 [YR1967]	1968 [YR1968]	1969 [YR1969]	1970 [YR1970]	1971 [YR1971]	1972 [YR1972]	1973 [YR1973]	1974 [YR1974]	1975 [YR1975]	1976 [YR1976]	1977 [YR1977]	1978 [YR1978]	1979 [YR1979]	1980 [YR1980]	1981 [YR1981]	1982 [YR1982]	1983 [YR1983]	1984 [YR1984]	1985 [YR1985]	1986 [YR1986]	1987 [YR1987]	1988 [YR1988]	1989 [YR1989]	1990 [YR1990]	1991 [YR1991]	1992 [YR1992]	1993 [YR1993]	1994 [YR1994]	1995 [YR1995]	1996 [YR1996]	1997 [YR1997]	1998 [YR1998]	1999 [YR1999]	2000 [YR2000]	2001 [YR2001]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]	2017 [YR2017]
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Belarus	BLR	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13.4	..	..	..	..	12.3	..	..	..	..	11.4	..	11	..	..	10.6	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Belgium	BEL	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	24.3	..	..	..	..	22.7	..	..	..	..	21.3	..	20.9	..	..	20	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Belize	BLZ	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Benin	BEN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.6	..	..	..	..	1.3	..	..	..	..	1.1	..	1.1	..	..	1	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Bermuda	BMU	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Bhutan	BTN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Bolivia	BOL	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	26.4	..	..	..	..	22.8	..	..	..	..	19.7	..	18.6	..	..	17.1	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Bosnia and Herzegovina	BIH	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	35.9	..	..	..	..	33.6	..	..	..	..	31.7	..	31.2	..	..	30	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Botswana	BWA	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Brazil	BRA	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	18.5	..	..	..	..	15.6	..	..	..	..	13.3	..	12.4	..	..	11.3	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	British Virgin Islands	VGB	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Brunei Darussalam	BRN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5.1	..	..	..	..	4.3	..	..	..	..	3.6	..	3.4	..	..	3.1	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Bulgaria	BGR	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	42	..	..	..	..	36.4	..	..	..	..	32	..	30.4	..	..	28.2	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Burkina Faso	BFA	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8.6	..	..	..	..	6.9	..	..	..	..	5.5	..	5.1	..	..	4.5	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Burundi	BDI	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Cabo Verde	CPV	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5.9	..	..	..	..	4.9	..	..	..	..	4.1	..	3.9	..	..	3.5	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Cambodia	KHM	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8.1	..	..	..	..	5.7	..	..	..	..	4	..	3.5	..	..	2.8	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Cameroon	CMR	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.9	..	..	..	..	0.9	..	..	..	..	0.9	..	0.9	..	..	0.9	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Canada	CAN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	26.5	..	..	..	..	20.4	..	..	..	..	15.8	..	14.2	..	..	12.2	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Cayman Islands	CYM	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Central African Republic	CAF	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Chad	TCD	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Channel Islands	CHI	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Chile	CHL	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	43.6	..	..	..	..	40.8	..	..	..	..	38.3	..	37.4	..	..	36	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	China	CHN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3.5	..	..	..	..	2.8	..	..	..	..	2.2	..	2	..	..	1.8	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Colombia	COL	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10.6	..	..	..	..	8.8	..	..	..	..	7.4	..	6.9	..	..	6.2	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Comoros	COM	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14	..	..	..	..	10.5	..	..	..	..	7.9	..	7.1	..	..	6	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Congo, Dem. Rep.	COD	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Congo, Rep.	COG	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.6	..	..	..	..	1.6	..	..	..	..	1.7	..	1.7	..	..	1.7	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Costa Rica	CRI	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14.1	..	..	..	..	11.7	..	..	..	..	9.8	..	9.2	..	..	8.3	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Cote d'Ivoire	CIV	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Croatia	HRV	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	28	..	..	..	..	29.6	..	..	..	..	31.6	..	32.3	..	..	33.5	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Cuba	CUB	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	31.1	..	..	..	..	25.6	..	..	..	..	21.3	..	19.8	..	..	17.8	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Curacao	CUW	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Cyprus	CYP	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Czech Republic	CZE	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	29.7	..	..	..	..	29.4	..	..	..	..	29.2	..	28.9	..	..	29	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Denmark	DNK	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	34.6	..	..	..	..	27	..	..	..	..	20.9	..	19	..	..	16.4	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Djibouti	DJI	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Dominica	DMA	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Dominican Republic	DOM	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15.2	..	..	..	..	12.9	..	..	..	..	10.9	..	10.3	..	..	9.4	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Ecuador	ECU	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5.3	..	..	..	..	4.5	..	..	..	..	3.8	..	3.6	..	..	3.3	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Egypt, Arab Rep.	EGY	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.2	..	..	..	..	0.8	..	..	..	..	0.5	..	0.4	..	..	0.3	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	El Salvador	SLV	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Equatorial Guinea	GNQ	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Eritrea	ERI	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Estonia	EST	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	27.4	..	..	..	..	26.5	..	..	..	..	25.6	..	25.4	..	..	24.9	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Ethiopia	ETH	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.6	..	..	..	..	0.6	..	..	..	..	0.5	..	0.5	..	..	0.5	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Faroe Islands	FRO	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Fiji	FJI	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15.2	..	..	..	..	14.1	..	..	..	..	13.1	..	12.8	..	..	12.4	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Finland	FIN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	25.7	..	..	..	..	22.8	..	..	..	..	20.6	..	19.6	..	..	18.5	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	France	FRA	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	27.8	..	..	..	..	26.8	..	..	..	..	26.2	..	25.8	..	..	25.6	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	French Polynesia	PYF	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Gabon	GAB	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Gambia, The	GMB	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Georgia	GEO	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6.5	..	..	..	..	6.2	..	..	..	..	6	..	5.8	..	..	5.7	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Germany	DEU	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	30.4	..	..	..	..	29.6	..	..	..	..	29	..	28.7	..	..	28.3	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Ghana	GHA	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.8	..	..	..	..	0.6	..	..	..	..	0.5	..	0.5	..	..	0.4	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Gibraltar	GIB	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Greece	GRC	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	42.4	..	..	..	..	38.6	..	..	..	..	35.2	..	34.2	..	..	32.7	..	..
"Smoking prevalence, females (% of adults)"	SH.PRV.SMOK.FE	Greenland	GRL	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
