Series Name	Series Code	Country Name	Country Code	1990 [YR1990]	1991 [YR1991]	1992 [YR1992]	1993 [YR1993]	1994 [YR1994]	1995 [YR1995]	1996 [YR1996]	1997 [YR1997]	1998 [YR1998]	1999 [YR1999]	2000 [YR2000]	2001 [YR2001]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Belize	BLZ	..	2.25999999	5.69299984	11.86499977	15.68799973	18.41600037	19.08099937	21.30400085	22.02400017	20.65600014	17.36700058	14.7869997	15.06099987	15.2329998	15.40600014	17.32299995	15.32600021	13.76200008	13.18000031	20.50200081	20.95999908	21.42499924	22.1420002	19.92700005	19.20400047	14.94699955	16.53000069
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Benin	BEN	..	0.740999997	0.58099997	0.843999982	1.294999957	0.90200001	0.635999978	0.824000001	1.074000001	0.833999991	0.65200001	0.513000011	0.425999999	0.986999989	0.555999994	0.823000014	1.06099999	1.049000025	1.039000034	1.029999971	1.192999959	1.190999985	1.192000031	1.194000006	1.05400002	0.970000029	0.930000007
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Bermuda	BMU	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Bhutan	BTN	..	3.22300005	3.838999987	4.596000195	2.79399991	1.674000025	1.955000043	4.508999825	1.713999987	1.715000033	2.082000017	2.318000078	2.269000053	2.190999985	3.049000025	3.345999956	3.607000113	4.585000038	4.910999775	5.697999954	4.254000187	4.958000183	2.253000021	3.815999985	3.582999945	3.280999899	3.118999958
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Bolivia	BOL	..	7.282000065	7.324999809	7.363999844	3.795000076	4.098999977	5.552999973	2.04399991	2.944000006	5.092999935	6.079999924	6.418000221	6.881000042	6.835000038	5.306000233	6.46600008	6.454999924	6.465000153	3.835000038	4.34100008	7.56400013	3.355999947	2.858999968	3.595999956	4.333000183	4.311999798	4.540999889
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Bosnia and Herzegovina	BIH	..	19.58300018	23.5359993	17.34000015	17.86499977	18.4659996	19.12199974	19.83600044	20.62199974	21.49699974	22.46500015	29.91799927	25.82500076	19.4260006	25.07600021	22.54199982	35.10100174	33.14799881	26.98500061	25.86300087	30.02400017	30.15500069	30.90299988	29.20999908	31.15299988	21.47699928	22.27499962
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Botswana	BWA	..	16.44400024	18.02400017	19.59700012	22.69000053	23.55400085	23.67300034	22.82299995	23.48399925	20.3579998	17.11899948	21.54599953	24.05699921	27.28499985	25.4090004	23.5189991	20.51499939	21.42000008	15.28499985	18.43899918	21.63199997	21.37299919	21.13800049	21.09600067	20.29599953	20.9659996	21.37899971
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Brazil	BRA	..	12.9119997	14.45400047	13.68799973	13.17500019	12.27999973	13.9460001	14.36900043	18.25600052	18.1079998	17.24799919	15.47599983	16.06299973	16.80999947	15.79899979	13.90299988	14.15200043	13.38599968	11.80700016	11.98799992	10.4829998	9.637999535	9.100000381	8.819000244	8.437000275	10.48999977	13.97599983
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	British Virgin Islands	VGB	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Brunei Darussalam	BRN	..	5.418000221	5.394000053	5.333000183	5.256000042	4.899000168	4.618000031	4.367000103	4.125	3.877000093	3.618999958	3.384000063	3.167000055	2.970999956	2.792999983	2.621999979	2.447999954	2.288000107	2.142999887	2.00999999	1.88499999	1.879999995	1.851999998	1.827000022	1.815999985	2.039999962	2.187999964
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Bulgaria	BGR	..	17.65699959	13.53199959	20.95999908	19.53199959	15.2840004	13.09700012	13.24300003	11.7489996	13.52999973	15.76500034	18.72999954	17.32500076	13.16300011	11.60900021	9.81099987	9.286000252	7.282999992	5.743999958	6.620999813	9.598999977	10.10599995	10.84000015	11.84899998	10.40299988	8.430999756	7.491000175
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Burkina Faso	BFA	..	1.942999959	1.669999957	2.213000059	1.840000033	1.819000006	1.738999963	1.662999988	1.771000028	1.769999981	1.942000031	1.692000031	2.305999994	1.700999975	2.279000044	2.834000111	1.651000023	2.338000059	2.342000008	2.325000048	2.346999884	2.334000111	2.33100009	2.328000069	2.306999922	2.184000015	2.118000031
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Burundi	BDI	..	1.868999958	1.853999972	1.837000012	1.845000029	1.840999961	1.845999956	1.871999979	1.889999986	1.898000002	1.914000034	1.922999978	1.929999948	1.932000041	1.934000015	1.932000041	1.929999948	1.919999957	1.916000009	1.906000018	1.898000002	1.886999965	1.876000047	1.866000056	1.863000035	1.917000055	1.899000049
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Cabo Verde	CPV	..	13.95899963	13.81400013	13.7329998	13.62100029	13.55200005	13.48400021	13.47299957	13.48799992	13.56299973	13.54500008	13.55500031	13.57800007	13.64299965	13.63000011	13.64799976	13.62699986	13.54199982	13.39999962	13.16800022	13.06700039	13.01500034	12.86699963	12.74400043	12.58899975	12.625	12.66399956
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Cambodia	KHM	..	0.377000004	0.181999996	0.463999987	1.404999971	1.011999965	0.662999988	0.486000001	0.598999977	1.274000049	1.960999966	1.409999967	1.485999942	1.562000036	1.610999942	1.361999989	1.110000014	0.662999988	0.333000004	0.143999994	0.270000011	0.155000001	0.155000001	0.230000004	0.078000002	0.140000001	0.208000004
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Cameroon	CMR	..	6.416999817	6.419000149	6.414999962	6.418000221	5.093999863	9.67800045	9.680000305	9.680999756	7.316999912	7.72300005	8.920000076	7.040999889	7.126999855	6.096000195	5.217999935	4.328999996	3.434000015	3.79399991	4.152999878	4.857999802	4.853000164	4.84499979	4.840000153	4.837999821	5.157000065	5.327000141
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Canada	CAN	..	9.675999641	10.19799995	10.6960001	9.803999901	9.130999565	9.269000053	8.923000336	8.00399971	7.313000202	6.671999931	6.839000225	7.156000137	7.184999943	6.862999916	6.508999825	6.077000141	5.616000175	5.611999989	6.960000038	7.256999969	6.993000031	6.823999882	6.622000217	6.375999928	6.288000107	6.440999985
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Cayman Islands	CYM	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Central African Republic	CAF	..	7.139999866	7.119999886	7.135000229	7.22300005	7.177999973	7.079999924	7.212999821	7.190000057	7.197999954	7.157999992	7.183000088	7.19299984	7.140999794	7.227000237	7.229000092	7.245999813	7.238999844	7.204999924	7.190000057	7.184999943	7.164999962	7.147999763	6.765999794	6.968999863	7.123000145	7.242000103
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Chad	TCD	..	6.869999886	6.829999924	6.775000095	6.849999905	6.811999798	6.847000122	6.886000156	6.906000137	6.855000019	6.861000061	6.968999863	6.952000141	7.008999825	7.171999931	6.968999863	6.919000149	6.945000172	6.949999809	6.964000225	7.043000221	6.941999912	7.006000042	6.986999989	7.005000114	7.032999992	7.038000107
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Channel Islands	CHI	..	8.125	7.992000103	8.017000198	7.723999977	7.642000198	7.644000053	7.448999882	7.451000214	7.415999889	7.321000099	7.532000065	7.547999859	7.531000137	7.335000038	7.415999889	7.327000141	7.309000015	7.68599987	8.140000343	7.440999985	7.617000103	7.764999866	7.622000217	7.395999908	7.410999775	7.296999931
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Chile	CHL	..	5.822999954	5.403999805	5.085000038	6.876999855	5.198999882	7.872000217	7.676000118	7.599999905	10.7130003	10.07400036	9.729999542	9.635000229	9.713999748	10.49600029	9.824000359	9.449999809	8.619999886	9.569000244	10.75300026	9.690999985	8.701999664	7.93900013	6.883999825	6.940000057	6.913000107	7.301000118
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	China	CHN	..	4.369999886	3.911999941	3.845999956	3.842999935	4.017000198	4.041999817	4.039999962	4.144999981	4.111000061	3.95600009	3.950999975	3.842999935	3.743999958	3.74000001	3.595000029	3.467999935	3.253999949	3.766000032	3.697999954	3.611999989	3.729000092	3.838000059	3.894999981	3.713000059	3.704999924	3.720999956
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Colombia	COL	..	14.36900043	14	11.82499981	12.49400043	12.38399982	16.04700089	16.67200089	20.51099968	27.28700066	27.63999939	19.47999954	19.94199944	18.57799911	18.01799965	15.86100006	15.0880003	14.77999973	14.77999973	15.8210001	15.69900036	14.51200008	13.83699989	12.72700024	11.97099972	11.84300041	13.05799961
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Comoros	COM	..	24.2859993	24.50900078	24.35300064	24.14800072	24.29100037	24.16300011	24.25	24.16399956	24.15200043	24.10899925	24.11199951	24.0890007	24.00799942	23.89599991	23.92399979	23.78700066	23.69000053	23.61300087	23.54100037	23.45499992	23.38400078	23.32500076	23.26199913	23.125	23.4489994	23.57699966
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	"Congo, Dem. Rep."	COD	..	4.304999828	4.295000076	4.27699995	4.321000099	4.375999928	4.353000164	4.322000027	4.347000122	4.349999905	4.328000069	4.364999771	4.399000168	4.420000076	4.43200016	4.43200016	4.429999828	4.436999798	4.436999798	4.418000221	4.438000202	4.434000015	4.433000088	4.436999798	4.453000069	4.410999775	4.381000042
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	"Congo, Rep."	COG	..	15.01000023	15.02299976	14.96199989	14.88199997	12.32499981	12.82900047	12.74499989	12.6619997	15.57800007	19.01300049	12.12899971	13.31499958	14.11299992	14.94999981	18.73500061	16.40999985	15.70800018	15.04100037	19.04599953	17.26600075	15.47999954	11.84399986	11.82999992	11.9460001	12.6079998	13.2869997
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Costa Rica	CRI	..	7.261000156	5.394000053	5.131000042	5.704999924	6.646999836	8.418000221	7.445000172	7.659999847	7.999000072	6.730000019	7.59100008	7.926000118	8.144000053	8.477999687	9.43200016	8.520000458	6.875999928	6.019000053	9.829999924	11.24600029	13.07299995	12.31200027	11.20300007	12.16300011	12.25800037	11.50500011
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Cote d'Ivoire	CIV	..	11.10700035	11.25800037	11.41399956	11.26399994	11.31700039	11.34200001	11.30700016	11.28800011	11.22700024	11.1590004	11.15200043	11.10099983	11.07800007	11.08600044	11.07400036	11.05099964	11.0340004	11.02700043	11.02000046	10.99199963	10.92000008	11.09700012	11.0880003	11.08500004	11.04199982	11.02099991
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Croatia	HRV	..	11.19699955	11.68599987	11.72500038	11.69099998	11.64999962	11.05099964	10.93599987	11.54699993	13.90600014	16.60899925	16.47800064	17.34300041	15.6960001	15.35000038	13.90100002	12.7489996	11.30799961	10.36200047	10.71500015	12.24100018	13.68700027	15.97099972	16.7670002	18.27799988	16.98999977	14.20800018
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Cuba	CUB	..	4.298999786	4.27699995	4.293000221	5.056000233	9.682999611	8.87100029	8.291000366	7.243000031	7.361999989	6.31099987	4.789999962	3.854000092	2.684999943	2.318000078	2.273999929	2.23300004	1.896000028	1.985000014	1.995000005	2.720999956	3.657999992	3.953000069	3.753000021	3.101999998	3.354000092	3.375999928
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Curacao	CUW	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Cyprus	CYP	..	8.163999557	14.95199966	8.142000198	6.52699995	9.996999741	14.51299953	6.800000191	4.684000015	6.471000195	7.356999874	5.737999916	4.074999809	4.522999763	5.370999813	6.354000092	5.363999844	4.438000202	4.171999931	5.454999924	6.421000004	7.578999996	10.98999977	15.08600044	15.03199959	14.6960001	11.87800026
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Czech Republic	CZE	..	2.019999981	3.736999989	5.43900013	5.188000202	4.803999901	4.659999847	5.099999905	7.519999981	10.04100037	10.4119997	9.501999855	8.484000206	9.56799984	9.590999603	9.795999527	8.845000267	6.738999844	5.612999916	7.730999947	8.454999924	7.887000084	8.199999809	8.284000397	7.394000053	6.061999798	4.973999977
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Denmark	DNK	..	10.01399994	9.862000465	11.07999992	9.020000458	8.640999794	8.418999672	6.477000237	6.396999836	5.855999947	4.960000038	4.777999878	4.300000191	5.738999844	5.427000046	5.272999763	4.532000065	4.197000027	3.733999968	5.311999798	6.460000038	7.460999966	7.540999889	7.263999939	6.81099987	6.431000233	6.347000122
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Djibouti	DJI	..	9.001999855	8.961999893	8.847000122	8.791999817	8.706999779	8.626000404	8.57199955	8.517000198	8.465000153	8.375	8.30300045	8.225000381	8.13599968	8.050000191	7.979000092	7.936999798	7.894000053	7.859000206	7.781000137	7.736000061	7.695000172	7.602000237	7.525000095	7.508999825	7.570000172	7.584000111
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Dominica	DMA	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Dominican Republic	DOM	..	33.5909996	36.32699966	34.45100021	27.15800095	25.67300034	27.53899956	25.84700012	23.67099953	22.52099991	23.59399986	22.23200035	18.77499962	26.76600075	29.42099953	28.6590004	25.60199928	25.59000015	22.68499947	23.28300095	18.57500076	21.78499985	22.39999962	23.22100067	22.38899994	22.25799942	22.22100067
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	East Asia & Pacific	EAS	..	4.028515763	3.681590468	3.834742587	4.139891705	3.839264124	3.884502016	3.940495331	4.263274453	4.299305631	4.149610019	4.508123593	4.452945701	4.520764144	4.483792744	4.346900895	4.160480903	3.820462849	4.067801969	4.056441796	3.990161975	3.9891168	3.860719059	3.860915853	3.726049891	3.732044632	3.695737882
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	East Asia & Pacific (excluding high income)	EAP	..	4.166446248	3.765277317	3.909634337	4.238781257	3.897925758	3.935645041	3.981825313	4.235697621	4.254113285	4.134337092	4.507628949	4.41939843	4.495870258	4.501316087	4.37086091	4.201988113	3.842239685	4.110046628	4.002892658	3.94756611	3.986742716	3.856266468	3.874277288	3.723457391	3.750049104	3.723862068
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Ecuador	ECU	..	8.211000443	12.55799961	11.67099953	9.951000214	9.637999535	14.35000038	12.80500031	16.4659996	21.04000092	13.42099953	16.75699997	14.13700008	15.12699986	11.44099998	10.91800022	11.15799999	8.737000465	10.24600029	8.526000023	6.568999767	5.638999939	4.906000137	5.508999825	5.001999855	6.165999889	6.965000153
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	"Egypt, Arab Rep."	EGY	..	23.34399986	20.52300072	25.3579998	25.37599945	26.18400002	21.13800049	19.97900009	19.88800049	19.37700081	22.04700089	22.63500023	24.56900024	26.67499924	24.63999939	26.63699913	24.69599915	19.18899918	20.80999947	24.17399979	22.83699989	23.30999947	24.96699905	25.25300026	24.69599915	24.4659996	23.88899994
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	El Salvador	SLV	..	3.992000103	5.135000229	6.640999794	5.146999836	5.859000206	6.539000034	5.43900013	5.888000011	4.94299984	4.552999973	4.361000061	3.503000021	3.484999895	3.849999905	4.152999878	3.881000042	3.778000116	3.585999966	4.927000046	5.097000122	4.409999847	4.355000019	4.677999973	4.359000206	4.363999844	4.339000225
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Equatorial Guinea	GNQ	..	7.046000004	7.249000072	6.953000069	6.928999901	6.869999886	7.313000202	8.281999588	6.869999886	6.901000023	7.584000111	7.301000118	6.889999866	6.906000137	7.19299984	6.974999905	6.927000046	7.127999783	7.179999828	7.059000015	6.981999874	7.111000061	7.118000031	6.999000072	6.940000057	7.205999851	7.520999908
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Eritrea	ERI	..	7.842000008	7.868000031	8.012999535	8.100999832	8.230999947	8.175999641	8.258000374	8.270999908	8.244000435	8.229000092	8.154000282	8.246999741	8.173999786	8.093999863	8.062000275	7.985000134	7.936999798	7.791999817	7.816999912	7.743000031	7.722000122	7.644000053	7.548999786	7.535999775	7.701000214	7.789000034
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Estonia	EST	..	1.546000004	3.523999929	6.659999847	7.953000069	8.892999649	9.237000465	9.465000153	8.493000031	10.10400009	11.60400009	13.30700016	8.645000458	10.34599972	8.826000214	6.893000126	5.578000069	3.740999937	5.119999886	10.26000023	14.04599953	11.56299973	9.069000244	8.131999969	6.797999859	6.152999878	6.748000145
